Time,Block,NR/2023/12592/A,NR/2023/16078/C,NR/2023/16085/C,NR/2023/15057/F,NR/2023/16084/C,NR/2023/16072/C,NR/2023/16067/D,NR/2023/14898/A,NR/2023/14737/A,NR/2023/16079/C,NR/2023/12591/A,NR/2023/14746/A,NR/2023/12052/A,NR/2023/13635/A,NR/2023/12168/A,NR/2023/15937/F,NR/2023/12347/A,NR/2023/12422/A,NR/2023/16080/C,NR/2023/15309/F,NR/2023/16071/C,NR/2023/13862/A,NR/2023/14745/A,NR/2023/12431/A,NR/2023/15402/F,NR/2023/12167/A,NR/2023/16091/C,NR/2023/16076/C,NR/2023/14895/A,NR/2023/16069/C,NR/2023/12053/A,NR/2023/12148/A,NR/2023/16066/D,Total
68,16:45-17:00,99.890000,38.600000,30.880000,0.820000,0.000000,17.640000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,106.160000,0.000000,58.870000,4.830000,28.950000,23.090000,24.130000,124.830000,6.760000,24.130000,0.000000,96.510000,95.540000,10.090000,0.000000,22.200000,3.05,1343.99

69,17:00-17:15,99.890000,38.600000,30.880000,0.820000,0.000000,17.740000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,24.130000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,10.090000,0.000000,22.200000,2.52,1255.81

70,17:15-17:30,99.890000,38.600000,30.880000,0.820000,0.000000,17.740000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,24.130000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,10.090000,0.000000,22.200000,1.34,1254.63

71,17:30-17:45,99.890000,38.600000,30.880000,0.820000,0.000000,17.740000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,24.130000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,10.090000,0.000000,22.200000,1.32,1254.61

72,17:45-18:00,99.890000,38.600000,30.880000,0.820000,0.000000,17.740000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,24.130000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,9.080000,0.000000,22.200000,1.23,1253.51

73,18:00-18:15,99.890000,38.600000,30.880000,0.870000,38.600000,17.830000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0.96,1304.26

74,18:15-18:30,99.890000,38.600000,30.880000,0.870000,38.600000,17.830000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0.46,1303.76

75,18:30-18:45,99.890000,38.600000,30.880000,0.870000,38.600000,17.830000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0.14,1303.44

76,18:45-19:00,99.890000,38.600000,30.880000,0.870000,38.600000,17.830000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1304.31

77,19:00-19:15,99.890000,38.600000,30.880000,0.920000,38.600000,18.010000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1304.54

78,19:15-19:30,99.890000,38.600000,30.880000,0.920000,38.600000,18.010000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1304.54

79,19:30-19:45,99.890000,38.600000,30.880000,0.920000,38.600000,18.010000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1344.54

80,19:45-20:00,99.890000,38.600000,30.880000,0.920000,38.600000,18.010000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1344.54

81,20:00-20:15,99.890000,38.600000,30.880000,0.920000,38.600000,18.190000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1344.72

82,20:15-20:30,99.890000,38.600000,30.880000,0.920000,38.600000,18.190000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1344.72

83,20:30-20:45,99.890000,38.600000,30.880000,0.920000,38.600000,18.190000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1344.72

84,20:45-21:00,99.890000,38.600000,30.880000,0.920000,38.600000,18.190000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,48.260000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,10.090000,36.410000,22.200000,0,1344.72

85,21:00-21:15,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,91.680000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0,1387.33

86,21:15-21:30,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,91.680000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,40.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0,1387.33

87,21:30-21:45,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,91.680000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,30.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0,1377.33

88,21:45-22:00,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,0.000000,62.970000,24.980000,46.520000,193.020000,91.680000,0.000000,87.820000,4.830000,0.000000,0.000000,0.000000,124.830000,0.000000,24.130000,30.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0,1377.33

89,22:00-22:15,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0,1492.99

90,22:15-22:30,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,9.080000,36.410000,22.200000,0,1492.99

91,22:30-22:45,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,6.050000,36.410000,22.200000,0,1489.96

92,22:45-23:00,99.890000,38.600000,30.880000,0.920000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,6.050000,36.410000,22.200000,0,1489.96

93,23:00-23:15,99.890000,38.600000,30.880000,0.870000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,6.050000,36.410000,22.200000,0,1489.91

94,23:15-23:30,99.890000,38.600000,30.880000,0.870000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,6.050000,36.410000,22.200000,0,1489.91

95,23:30-23:45,99.890000,38.600000,30.880000,0.870000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,6.050000,36.410000,22.200000,0,1489.91

96,23:45-24:00,99.890000,38.600000,30.880000,0.870000,38.600000,18.390000,0.000000,77.210000,33.780000,38.600000,49.940000,85.800000,62.970000,24.980000,46.520000,193.020000,91.680000,36.770000,87.820000,4.830000,0.000000,23.090000,0.000000,124.830000,0.000000,24.130000,0.000000,96.510000,95.540000,6.050000,36.410000,22.200000,0,1489.91

