Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8154,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/07/5932,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8128,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2997,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/1044,NR/01102023/22052037/LT-59
73,18:00-18:15,6.82,15,0,66.4,22.4,0,0,22.14,0,22.14,0,0,3,7,2,3,6.32,31.62,7,41.82,134.89,8.51,20.75,10.73,17.76,-0,86.75,100.2,0,25.55,133.46,1.14,224.82,0,130.13,29,6.99,6.33,95.58,0,1.48,26.24,43.71,81.75,1.48,3.24,10.47

74,18:15-18:30,5.05,13.55,0,64.47,21.47,0,0,21.49,0,21.49,0,0,2,4,1,2,4.89,24.42,5,41.82,134.89,8.51,20.75,10.73,17.76,-0,86.75,100.2,0,25.55,133.46,0.8,224.82,0,130.13,29,6.99,6.33,104.07,0,1.03,26.24,43.71,81.75,1.03,3.24,10.47

75,18:30-18:45,3.87,10.38,0,59.35,20.42,0,0,19.78,0,19.78,0,0,1,2,0,1,3.62,18.1,2,41.82,134.89,8.51,20.75,10.73,17.76,-0,86.75,100.2,0,25.55,133.46,0,224.82,0,130.13,29,6.99,6.33,112.55,0,0,26.24,43.71,81.75,0,3.24,10.47

76,18:45-19:00,2.48,3.5,0,58.22,19.33,0,0,19.41,0,19.41,0,0,0,1,0,0,2.39,11.96,1,41.82,134.89,8.51,20.75,10.73,17.76,-0,86.75,100.2,0,25.55,133.46,0,224.82,0,130.13,29,6.99,6.33,115.38,0,0,26.24,43.71,81.75,0,3.24,10.47

77,19:00-19:15,0.75,0.52,0,56.84,18.16,0,0,18.94,0,18.94,0,0,0,0,0,0,1.25,6.27,0,41.82,134.89,8.51,20.75,10.73,18.04,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.95,115.38,0,0,26.24,43.71,81.75,0,3.24,10.47

78,19:15-19:30,0,0,0,54.05,16.99,0,0,18.02,0,18.02,0,0,0,0,0,0,0.15,0.73,0,41.82,134.89,8.51,20.75,10.73,18.04,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,27.25,43.71,81.75,0,3.24,10.47

79,19:30-19:45,0,0,0,60.49,15.76,0,0,20.17,0,20.17,0,0,0,0,0,0,0,0.01,0,41.82,134.89,8.51,20.75,10.73,18.04,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,28.26,43.71,81.75,0,3.24,10.47

80,19:45-20:00,0,0,0,57.49,15.04,0,0,19.17,0,19.17,0,0,0,0,0,0,0,0,0,41.82,134.89,8.51,20.75,10.73,18.04,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,28.26,43.71,81.75,0,3.24,10.47

81,20:00-20:15,0,0,0,55.99,14.35,0,0,18.67,0,18.67,0,0,0,0,0,0,0,0,0,41.82,134.89,8.51,20.75,10.73,18.23,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,28.26,43.71,81.75,0,3.24,10.47

82,20:15-20:30,0,0,0,52.5,13.68,0,0,17.5,0,17.5,0,0,0,0,0,0,0,0,0,41.82,134.89,8.51,20.75,10.73,18.23,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,28.26,43.71,81.75,0,3.24,10.47

83,20:30-20:45,0,0,0,49.99,13.05,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,41.6,134.89,8.51,20.75,10.73,18.23,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,28.26,43.71,81.75,0,3.24,10.47

84,20:45-21:00,0,0,0,47.51,12.44,0,0,15.83,0,15.83,0,0,0,0,0,0,0,0,0,41.38,134.89,8.51,20.75,10.73,18.23,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,7.46,6.33,115.38,0,0,27.25,43.71,81.75,0,3.24,10.47

85,21:00-21:15,0,0,0,46.01,12.21,0,0,15.33,0,15.33,0,0,0,0,0,0,0,0,0,41.16,134.89,8.51,20.75,10.73,18.23,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,6.99,6.33,115.38,0,0,27.25,43.71,81.75,0,3.24,10.47

86,21:15-21:30,0,0,0,45.09,12.11,0,0,15.03,0,15.03,0,0,0,0,0,0,0,0,0,40.94,134.89,8.51,20.75,10.73,18.23,-0,86.75,100.2,0,29,133.46,0,224.82,0,130.13,29,6.99,6.33,115.38,0,0,27.25,43.71,81.75,0,3.24,10.47

87,21:30-21:45,0,0,0,45.27,12.05,0,0,15.09,0,15.09,0,0,0,0,0,0,0,0,0,41.02,134.89,8.51,20.75,10.73,18.23,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.99,6.33,115.38,0,0,26.24,43.71,81.75,0,3.24,10.47

88,21:45-22:00,0,0,0,45.47,12.02,0,0,15.16,0,15.16,0,0,0,0,0,0,0,0,0,41.02,134.89,8.51,20.75,10.73,18.23,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.99,6.33,115.38,0,0,26.24,43.71,81.75,0,3.24,10.47

89,22:00-22:15,0,0,0,38.17,11.93,0,0,12.73,0,12.73,0,0,0,0,0,0,0,0,0,40.82,134.89,8.51,20.75,10.73,17.76,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,26.24,43.71,81.75,0,3.24,10.47

90,22:15-22:30,0,0,0,37.87,11.77,0,0,12.63,0,12.63,0,0,0,0,0,0,0,0,0,40.42,134.89,8.51,20.75,10.73,17.76,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,26.24,43.71,81.75,0,3.24,10.47

91,22:30-22:45,0,0,0,37.97,11.66,0,0,12.65,0,12.65,0,0,0,0,0,0,0,0,0,39.62,134.89,8.51,20.75,10.73,17.76,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,27.25,43.71,81.75,0,3.24,10.47

92,22:45-23:00,0,0,0,37.55,11.54,0,0,12.51,0,12.51,0,0,0,0,0,0,0,0,0,39.02,134.89,8.51,20.75,10.73,17.76,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,26.25,43.71,81.75,0,3.24,10.47

93,23:00-23:15,0,0,0,37.73,11.62,0,0,12.57,0,12.57,0,0,0,0,0,0,0,0,0,38.42,134.89,8.51,20.75,10.73,17.3,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,26.25,43.71,81.75,0,3.24,10.47

94,23:15-23:30,0,0,0,37.91,11.79,0,0,12.63,0,12.63,0,0,0,0,0,0,0,0,0,38.02,134.89,8.51,20.75,10.73,17.3,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,26.25,43.71,81.75,0,3.24,10.47

95,23:30-23:45,0,0,0,38.22,12.04,0,0,12.74,0,12.74,0,0,0,0,0,0,0,0,0,38.02,134.89,8.51,20.75,10.73,17.3,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,26.25,43.71,81.75,0,3.24,10.47

96,23:45-24:00,0,0,0,39.41,12.27,0,0,13.14,0,13.14,0,0,0,0,0,0,0,0,0,38.02,134.89,8.51,20.75,10.73,17.3,-0,86.75,94.05,0,29,133.46,0,224.82,0,130.13,29,6.53,6.33,115.38,0,0,25.74,43.71,81.75,0,3.24,10.47

