Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/11/1078,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/11/4898,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/7786,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/06/11/3444,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4973,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/5280,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,L_NR_2019_19
64,15:45-16:00,34.44,60,32,33,33,27,0,27,33,0,81,25.33,24.16,17.39,-77.56,193.26,0,7.03,0,11.84,100.67,12.89,12.89,251.24,48.32,28.41,9.96,67.19,6.04,8.57,26.95,0,26.95,8.98,28.77,3.96,102.87,48.32,10.4,11.9,48.32,24.16,62.81,24.16,11.91,172.21,0,63,74.53,66,32,41.02,81.23

65,16:00-16:15,31.73,54,29,25,33,27,0,27,33,0,81,26,24.16,17.39,-77.56,193.26,0,7.5,0,12.3,100.67,11.76,11.76,273.22,48.32,28.41,9.09,67.19,6.04,9.66,26.95,0,26.95,8.98,29.78,3.96,102.87,48.32,10.63,11.9,48.32,24.16,62.81,24.16,11.91,158.63,0,59,69.39,59,29,40.62,72.78

66,16:15-16:30,29,49,25,20,33,27.17,0,27.17,33,0,81.49,25.67,24.16,17.39,-0,193.26,0,7.5,0,12.3,100.67,10.57,10.57,273.22,48.32,28.41,8.17,67.19,6.04,9.66,26.95,0,26.95,8.98,30.28,3.96,102.87,48.32,10.63,11.9,48.32,24.16,62.81,24.16,11.91,144.99,0,52,63.26,56,26,40.42,64

67,16:30-16:45,26.07,45,20,15,33,27.5,0,27.5,33,0,82.5,27.33,24.16,17.39,-0,193.26,0,7.96,0,12.3,100.67,9.44,9.44,273.22,48.32,28.41,7.3,67.19,6.04,9.97,26.95,0,26.95,8.98,29.78,3.96,102.87,48.32,10.63,11.9,48.32,24.16,62.81,24.16,11.91,130.36,0,50,57,48,25,42.02,55.82

68,16:45-17:00,22.91,40,19,12,33,29.17,0,29.17,33,0,87.49,26.33,24.16,17.39,-0,193.26,0,7.96,0,12.3,100.67,8.32,8.32,273.22,48.32,28.41,6.43,67.19,6.04,9.97,26.95,0,26.95,8.98,29.78,3.96,102.87,48.32,10.63,11.9,48.32,24.16,62.81,24.16,11.91,114.54,0,43,50.19,41,22,42.02,48.51

69,17:00-17:15,19.79,33,14,10,33,30.83,0,30.83,33,0,92.51,27.67,24.16,17.39,-0,193.26,0,8.44,0,12.76,100.67,7.24,7.24,273.22,48.32,28.41,5.6,87.16,10.13,10.52,26.95,0,26.95,15.7,29.78,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,98.96,0,37,43.61,37,18,42.02,41.28

70,17:15-17:30,16.53,27,10,8,33,31.5,0,31.5,33,0,94.5,28.67,24.16,17.39,-0,193.26,0,8.44,0,12.76,100.67,6.17,6.17,273.22,48.32,28.41,4.77,87.16,10.13,10.52,26.95,0,26.95,15.7,29.78,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,82.64,0,31,36.58,32,15,42.02,33.77

71,17:30-17:45,13.47,21,8,1,28.93,32,0,32,28.54,0,96,30.34,24.16,17.39,-0,193.26,0,8.9,0,12.76,100.67,5.09,5.09,273.22,48.32,28.41,3.93,87.16,10.13,10.52,26.95,0,26.95,15.7,29.78,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,67.36,0,25,29.5,23,12,42.02,26.17

72,17:45-18:00,10.52,15,7,0,20,32.5,0,32.5,19.75,0,97.5,30.34,24.16,17.39,-0,193.26,0,8.9,0,12.76,100.67,4.01,4.01,273.22,48.32,28.41,3.1,87.16,10.13,10.52,26.95,0,26.95,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,52.59,0,25,23.1,13,13,42.02,19.14

73,18:00-18:15,7.9,9,5,0,0,34.17,0,34.17,0,0,102.49,30.34,24.16,17.39,-0,193.26,170.07,9.37,38.65,13.23,100.67,3.25,3.25,273.22,48.32,57.96,2.51,68.2,7.82,10.52,25.31,96.63,25.31,11.07,30.28,5.3,100.68,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,39.51,0,15,17.15,8,7,42.02,13.61

74,18:15-18:30,5.7,4,3,0,0,34.17,0,34.17,0,0,102.49,30.66,24.16,17.39,-0,193.26,170.07,9.37,38.65,13.23,100.67,2.47,2.47,273.22,48.32,57.96,1.92,68.2,7.82,10.52,26.95,96.63,26.95,11.07,30.28,5.3,100.68,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,28.51,0,10,12.29,5,5,42.02,9.55

75,18:30-18:45,3.89,3,1,0,0,34.17,0,34.17,0,0,102.49,31,24.16,17.39,-0,193.26,170.07,9.84,38.65,13.23,100.67,1.71,1.71,273.22,48.32,57.96,1.33,68.2,7.82,10.52,26.95,96.63,26.95,11.07,30.28,5.3,100.68,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,19.44,0,6,1.01,2,3,44.02,6.38

76,18:45-19:00,2.48,1,1,0,0,34.33,0,34.33,0,0,103.01,31.34,24.16,17.39,-0,193.26,170.07,9.84,38.65,13.23,100.67,0.95,0.95,273.22,48.32,57.96,0.74,68.2,7.82,10.52,26.95,96.63,26.95,11.07,30.28,5.3,100.68,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,12.42,0,3,0,1,1,44.02,3.27

77,19:00-19:15,1.41,0,0,0,0,34.33,0,34.33,0,0,103.01,31.66,24.16,29.16,-0,193.26,170.07,10.3,38.65,13.68,100.67,0,0,273.22,48.32,57.96,0,68.2,7.82,10.52,25.18,96.63,25.18,11.07,30.28,5.3,100.68,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,7.05,0,0,0,0,0,44.02,0.77

78,19:15-19:30,0.54,0,0,0,0,34.17,0,34.17,0,0,102.49,31.66,24.16,29.16,-0,193.26,170.07,10.3,38.65,13.68,100.67,0,0,273.22,48.32,57.96,0,68.2,7.82,10.52,25.18,96.63,25.18,11.07,30.28,5.3,100.68,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,2.67,0,0,0,0,0,44.02,0

79,19:30-19:45,0,0,0,0,0,34.17,0,34.17,0,0,102.49,25,24.16,29.16,-0,193.26,170.07,10.3,38.65,13.68,100.67,0,0,273.22,48.32,57.96,0,87.16,10.3,10.52,25.18,96.63,25.18,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

80,19:45-20:00,0,0,0,0,0,34.17,0,34.17,0,0,102.49,24.67,24.16,29.16,-0,193.26,170.07,10.3,38.65,13.68,100.67,0,0,273.22,48.32,57.96,0,87.16,10.3,10.52,25.18,96.63,25.18,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

81,20:00-20:15,0,0,0,0,0,28.33,0,28.33,0,0,85.01,24.67,24.16,29.16,-0,0,170.07,10.54,38.65,14.15,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,24.5,96.63,24.5,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

82,20:15-20:30,0,0,0,0,0,28,0,28,0,0,84,24.67,24.16,29.16,-0,0,170.07,10.54,38.65,14.15,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,24.5,96.63,24.5,15.7,29.78,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

83,20:30-20:45,0,0,0,0,0,27.67,0,27.67,0,0,82.99,24.33,24.16,29.16,-0,0,170.07,10.54,38.65,14.15,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,24.5,96.63,24.5,15.7,29.78,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

84,20:45-21:00,0,0,0,0,0,27.33,0,27.33,0,0,82.01,24.33,24.16,29.16,-0,0,170.07,10.54,38.65,14.15,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,24.5,96.63,24.5,15.7,29.78,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

85,21:00-21:15,0,0,0,0,0,26.67,0,26.67,0,0,79.99,24.33,24.16,29.16,-0,0,170.07,10.3,38.65,15.54,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,24.5,96.63,25.18,15.7,29.77,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

86,21:15-21:30,0,0,0,0,0,25.83,0,25.83,0,0,77.51,24,24.16,29.16,-0,0,170.07,10.3,38.65,15.54,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,20.92,96.63,19,15.7,29.77,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

87,21:30-21:45,0,0,0,0,0,25,0,25,0,0,75,23.67,24.16,29.16,-0,0,170.07,10.3,38.65,15.54,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,9,96.63,9,15.7,29.77,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

88,21:45-22:00,0,0,0,0,0,24.33,0,24.33,0,0,73.01,23.33,24.16,29.16,-0,0,170.07,10.3,38.65,15.54,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,9,96.63,9,15.7,30.27,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

89,22:00-22:15,0,0,0,0,0,21.83,0,21.83,0,0,65.51,23.33,24.16,29.16,-0,0,170.07,10.12,38.65,15.35,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,0,96.63,0,15.7,30.79,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

90,22:15-22:30,0,0,0,0,0,21.83,0,21.83,0,0,65.51,23.33,24.16,29.16,-0,0,170.07,10.12,38.65,15.35,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.52,0,96.63,0,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

91,22:30-22:45,0,0,0,0,0,21.67,0,21.67,0,0,64.99,23.33,24.16,29.16,-0,0,170.07,10.12,38.65,15.35,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.13,0,96.63,0,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

92,22:45-23:00,0,0,0,0,0,21.67,0,21.67,0,0,64.99,23.33,24.16,29.16,-0,0,170.07,10.12,38.65,15.35,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.13,0,96.63,0,15.7,30.28,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

93,23:00-23:15,0,0,0,0,0,21.83,0,21.83,0,0,65.51,23.33,24.16,29.16,-0,0,170.07,9.93,38.65,15.17,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.13,0,96.63,0,15.7,30.79,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

94,23:15-23:30,0,0,0,0,0,22.17,0,22.17,0,0,66.49,23.33,24.16,29.16,-0,0,170.07,9.93,38.65,15.17,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.13,0,96.63,0,15.7,30.79,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

95,23:30-23:45,0,0,0,0,0,22.5,0,22.5,0,0,67.5,23.33,24.16,29.16,-0,0,170.07,9.93,38.65,15.17,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.13,0,96.63,0,15.7,30.27,6.44,130.74,48.32,10.78,11.9,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

96,23:45-24:00,0,0,0,0,0,22.5,0,22.5,0,0,67.5,23.33,24.16,29.16,-0,0,170.07,9.93,38.65,15.17,100.67,0,0,273.22,48.32,57.96,0,87.16,10.57,10.13,0,96.63,0,15.7,30.27,6.44,130.74,48.32,10.78,12.18,48.32,24.16,62.81,24.16,11.91,0,0,0,0,0,0,44.02,0

