Column1,Time,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/01/7782,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/20/3628,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/5280,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7663,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/16/6051,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4973,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/9719,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/06/01/4444,NR/01102023/19072037/LT-05,GNA/NR/2025/06/07/5932,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/2569,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/2868,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7786,GNARE/NR/2024/12/20/3668,L_NR_2019_19
62,15:15-15:30,4.03,84.28,26.97,29.26,11.92,15.33,20.87,3.8,11.93,26.97,33.86,100.78,19.35,15.09,8.64,16.93,33.86,56.71,16.93,39.17,19,33,21,40,23.51,33,117.49,43.02,117.54,0,0,0,33,42,37,39.17,49,135.44,64.47,-0,10.8,4.92,8.91,10.53,5.81,44.02,273.53,17.41,4.92,16.93,33.86,48.67,86.51

63,15:30-15:45,4.03,87.18,26.97,29.26,11.92,15.33,20.87,3.54,11.93,26.97,33.86,100.78,19.35,15.09,8.64,16.93,33.86,56.71,16.93,39.17,18,33,27,40,17.97,33,117.49,43.02,89.87,0,0,0,33,55,36,39.17,46,135.44,64.47,-0,10.8,4.57,8.91,10.53,5.81,44.02,273.53,17.41,4.57,16.93,33.86,40.69,83.35

64,15:45-16:00,4.03,93.95,26.97,29.26,11.92,15.33,20.87,3.29,11.93,26.97,33.86,100.78,19.35,15.09,8.64,16.93,33.86,56.71,16.93,39.17,17,33,24,40,16.84,33,117.49,43.02,84.19,0,0,0,33,48,33,39.17,43,135.44,64.47,-0,10.8,4.25,8.91,10.53,5.81,44.02,273.53,17.41,4.25,16.93,33.86,36.71,73.83

65,16:00-16:15,3.97,112.18,26.97,29.26,11.92,15.33,20.87,3.16,11.93,26.97,33.86,100.78,19.35,15.74,8.61,16.93,33.86,56.71,16.93,35,18,30,21,40,15.54,33,105,43.02,77.69,0,0,0,33,41,35,35,37,135.44,64.47,-0,10.8,4.1,9.85,10.53,5.8,44.02,273.53,17.41,4.1,16.93,33.86,32.81,69.88

66,16:15-16:30,3.97,111.37,26.97,30.28,11.92,15.33,20.87,3.05,11.93,26.97,33.86,100.78,19.35,15.74,8.61,16.93,33.86,56.71,16.93,35,16,20,17,40,14.26,33,105,43.02,71.3,0,0,0,33,35,33,35,34,135.44,64.47,-0,10.8,3.93,9.85,10.53,5.8,44.02,273.53,17.41,3.93,16.93,33.86,31.03,45.75

67,16:30-16:45,4.02,130.89,26.97,30.28,11.92,15.33,20.87,2.93,11.93,26.97,33.86,100.78,19.35,15.74,8.64,16.93,33.86,56.71,16.93,36.67,12,10,15,40,17.89,33,109.99,43.02,89.46,0,0,0,33,30,30,36.67,31,135.44,64.47,-0,10.8,3.79,9.85,10.53,5.81,44.02,273.53,17.41,3.79,16.93,33.86,29.26,42.38

68,16:45-17:00,4.02,130.89,26.97,30.28,11.92,15.33,20.87,2.81,11.93,26.97,33.86,100.78,19.35,15.74,8.64,16.93,33.86,56.71,16.93,36.67,10,5,12,40,16.07,33,109.99,43.02,80.33,0,0,0,33,23,27,36.67,27,135.44,64.47,-0,10.8,3.63,9.85,10.53,5.81,44.02,273.53,17.41,3.63,16.93,33.86,27.28,35.14

69,17:00-17:15,4.02,130.89,26.97,30.28,11.92,15.33,20.87,2.5,11.93,26.97,33.86,100.78,19.35,16.48,8.64,16.93,33.86,56.71,16.93,36.67,9,2,10,40,14.14,29.15,109.99,43.02,70.67,0,0,0,32.08,20,23,36.67,24,135.44,64.47,-0,10.8,3.25,10.79,10.61,5.81,44.02,273.53,17.41,3.25,16.93,33.86,25.29,28.39

70,17:15-17:30,4.02,130.89,26.97,30.28,11.92,15.33,20.87,2.2,11.93,26.97,33.86,100.78,19.35,16.48,8.64,16.93,33.86,67.26,16.93,36.67,8,0,8,40,12.24,22.38,109.99,43.02,61.18,0,0,0,24.32,17,20,36.67,21,135.44,64.47,-0,10.8,2.85,10.79,10.61,5.81,44.02,273.53,17.41,2.85,16.93,33.86,22.77,19.25

71,17:30-17:45,4.02,122.34,26.97,30.28,11.92,15.33,20.87,1.9,11.93,26.97,33.86,100.78,19.35,16.48,8.64,16.93,33.86,67.26,16.93,36.67,7,0,7,40,10.33,16.98,109.99,43.02,51.67,0,0,0,18.21,15,15,36.67,15,135.44,64.47,-0,10.8,2.45,8.91,10.61,5.81,44.02,273.53,17.41,2.45,16.93,33.86,20.28,15.42

72,17:45-18:00,4.02,120.4,26.97,30.28,11.92,15.33,20.87,1.59,11.93,26.97,33.86,100.78,19.35,16.48,8.64,16.93,33.86,67.26,16.93,36.67,7,0,4,40,8.43,11.93,109.99,43.02,42.17,0,0,0,13.53,9,13,36.67,8,135.44,64.47,-0,10.8,2.06,8.91,10.61,5.81,44.02,273.53,17.41,2.06,16.93,33.86,17.49,11.7

73,18:00-18:15,3.97,109.76,26.96,30.28,11.92,0,20.87,1.31,11.93,26.96,33.86,100.78,0,17.22,8.61,16.93,33.86,67.26,16.93,36.67,5,0,2,40,6.75,0,109.99,43.02,33.77,0,0,0,0,3,8,36.67,3,135.44,70.53,-0,10.8,1.69,8.91,10.61,5.8,44.02,273.53,17.41,1.69,16.93,33.86,14.81,8.71

74,18:15-18:30,3.97,102.99,26.96,30.28,11.92,0,20.87,1.01,11.93,26.96,33.86,100.78,0,17.22,8.61,16.93,33.86,67.26,16.93,36.67,3,0,1,38.67,4.4,0,109.99,43.02,21.99,0,0,0,0,2,5,36.67,9,135.44,70.53,-0,10.8,1.32,8.91,10.61,5.8,44.02,273.53,17.41,1.32,16.93,33.86,10.64,6.36

75,18:30-18:45,3.97,102.99,26.96,30.28,11.92,0,20.87,0.18,11.93,26.96,33.86,100.78,0,17.22,8.61,16.93,33.86,67.26,16.93,35,1,0,0,38,2.48,0,105,43.02,12.42,0,0,0,0,1,2,35,6,135.44,70.53,-0,10.8,0.23,8.91,10.61,5.8,44.02,261.69,17.41,0.23,16.93,33.86,3.52,4.19

76,18:45-19:00,3.97,102.99,26.96,30.28,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.22,8.61,16.93,33.86,67.26,16.93,35,1,0,0,36.33,1.37,0,105,43.02,6.83,0,0,0,0,0,1,35,4,135.44,70.53,-0,10.8,0,8.91,10.61,5.8,44.02,265.16,17.41,0,16.93,33.86,0.21,2.16

77,19:00-19:15,2.11,72.88,26.96,31.29,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,49.25,16.93,34.17,0,0,0,34.67,0.25,0,102.49,43.02,1.24,0,0,0,0,0,0,34.17,2,135.44,64.47,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0.57

78,19:15-19:30,2.11,100.79,26.96,31.29,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,50.22,16.93,33.67,0,0,0,33.33,0,0,100.99,43.02,0.01,0,0,0,0,0,0,33.67,1,135.44,64.47,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0.57

79,19:30-19:45,3.97,130.89,26.96,31.29,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,33.17,0,0,0,32.33,0,0,99.49,43.02,0,0,0,0,0,0,0,33.17,0,135.44,64.47,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

80,19:45-20:00,3.97,130.89,26.96,31.29,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,33,0,0,0,31.33,0,0,99,43.02,0,0,0,0,0,0,0,33,0,135.44,73,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

81,20:00-20:15,3.97,130.89,26.96,30.28,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,32.83,0,0,0,34.81,0,0,98.51,43.02,0,0,0,0,0,0,0,32.83,0,0,81.53,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

82,20:15-20:30,3.97,130.89,26.96,30.28,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,32.5,0,0,0,33.82,0,0,97.5,43.02,0,0,0,0,0,0,0,32.5,0,0,116.04,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

83,20:30-20:45,3.97,130.89,26.96,30.28,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,32,0,0,0,33.13,0,0,96,43.02,0,0,0,0,0,0,0,32,0,0,116.04,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

84,20:45-21:00,3.97,130.89,26.96,30.28,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,31.5,0,0,0,31.94,0,0,94.5,42.82,0,0,0,0,0,0,0,31.5,0,0,116.04,-0,10.8,0,10.79,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

85,21:00-21:15,3.97,130.89,26.96,30.28,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,31.17,0,0,0,30.83,0,0,93.49,36.01,0,0,0,0,0,0,0,31.17,0,0,116.04,-0,10.8,0,10.31,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

86,21:15-21:30,3.97,130.89,26.96,29.26,11.92,0,20.87,0,11.93,26.96,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,30.83,0,0,0,29.71,0,0,92.51,36.42,0,0,0,0,0,0,0,30.83,0,0,116.04,-0,10.8,0,10.31,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

87,21:30-21:45,3.97,130.89,29,29.26,11.92,0,20.87,0,11.93,26.73,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,30,0,0,0,28.5,0,0,90,33.81,0,0,0,0,0,0,0,30,0,0,116.04,-0,10.8,0,10.31,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

88,21:45-22:00,3.97,130.89,29,29.26,11.92,0,20.87,0,11.93,26.73,33.86,100.78,0,17.87,8.61,16.93,33.86,87.26,16.93,29.67,0,0,0,27.26,0,0,88.99,34.21,0,0,0,0,0,0,0,29.67,0,0,116.04,-0,10.8,0,10.31,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

89,22:00-22:15,3.97,130.89,29,29.26,11.92,0,20.87,0,11.93,23.38,33.86,100.78,0,17.68,8.61,16.93,33.86,87.26,16.93,29.17,0,0,0,17.58,0,0,87.49,30.61,0,0,0,0,0,0,0,29.17,0,0,116.04,-0,10.8,0,10.13,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

90,22:15-22:30,3.97,130.89,29,29.26,11.92,0,20.87,0,11.93,23.38,33.86,100.78,0,17.68,8.61,16.93,33.86,87.26,16.93,28.33,0,0,0,18.38,0,0,85.01,31.01,0,0,0,0,0,0,0,28.33,0,0,116.04,-0,10.8,0,10.13,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

91,22:30-22:45,3.97,130.89,29,28.26,11.92,0,20.87,0,11.93,19.86,33.86,100.78,0,17.68,8.61,16.93,33.86,87.26,16.93,25,0,0,0,19.32,0,0,75,31.61,0,0,0,0,0,0,0,25,0,0,116.04,-0,10.8,0,10.13,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

92,22:45-23:00,3.97,130.89,29,28.26,11.92,0,20.87,0,11.93,19.86,33.86,100.78,0,17.68,8.61,16.93,33.86,87.26,16.93,25.33,0,0,0,20.35,0,0,76.01,31.81,0,0,0,0,0,0,0,25.33,0,0,116.04,-0,10.8,0,10.13,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

93,23:00-23:15,3.97,130.89,29,28.26,11.92,0,20.87,0,11.93,23.38,33.86,100.78,0,17.4,8.61,16.93,33.86,87.26,16.93,26,0,0,0,20.67,0,0,78,31.81,0,0,0,0,0,0,0,26,0,0,116.04,-0,10.8,0,9.94,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

94,23:15-23:30,3.97,130.89,29,28.26,11.92,0,20.87,0,11.93,23.38,33.86,100.78,0,17.4,8.61,16.93,33.86,87.26,16.93,26.33,0,0,0,21.06,0,0,79.01,32.21,0,0,0,0,0,0,0,26.33,0,0,116.04,-0,10.8,0,9.94,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

95,23:30-23:45,3.97,130.89,29,27.25,11.92,0,20.87,0,11.93,29,33.86,100.78,0,17.4,8.61,16.93,33.86,87.26,16.93,26.83,0,0,0,21.55,0,0,80.51,32.61,0,0,0,0,0,0,0,26.83,0,0,116.04,-0,10.8,0,9.94,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

96,23:45-24:00,3.97,130.89,29,27.25,12.19,0,20.87,0,11.93,29,33.86,100.78,0,17.4,8.61,16.93,33.86,87.26,16.93,27.5,0,0,0,21.88,0,0,82.5,32.81,0,0,0,0,0,0,0,27.5,0,0,116.04,-0,10.8,0,9.94,10.61,5.8,44.02,273.53,29.02,0,16.93,33.86,0,0

