Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,GNA/NR/2025/04/28/7408,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8456,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/16/2139,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/1333,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/1389,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8964,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/8510,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/16/4327,NR/30092023/31122025/SH-07,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/6490,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/16/2341,GNA/SR/2025/04/01/2597,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08
60,14:45-15:00,43,46.8,81,33,104.51,8,86.97,34.83,189,88,43,33,234,85,33,92.41,0,48.16,200.72,70.24,4.59,0,2.89,16.4,3.97,1.93,2.89,96.33,31.29,4.91,2.89,272.37,43.78,28.9,16.4,8.02,16.4,3.97,26.93,9.63,72.25,4.13,4.82,9.63,72.25,26.93,14.59,9.63,63.17,81.88,19.27,0,34.83,76.66,76.67,33.33

61,15:00-15:15,41,45.29,76.5,33,104.51,9,83.52,34.83,178.5,85,41,33,226.47,81,33,90.2,0,48.16,200.72,70.24,2.99,0,2.89,15.6,4.11,1.93,2.89,96.33,31.29,5.14,2.89,272.37,43.78,28.9,15.6,8.11,15.6,3.97,26.93,9.63,72.25,4.13,4.82,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

62,15:15-15:30,39,43.21,72,33,104.51,10,79.69,34.83,168,82,38,33,216.03,75,33,86.08,0,48.16,200.72,70.24,2.99,0,2.89,14.79,4.11,1.93,2.89,96.33,31.29,5.14,2.89,272.37,43.78,28.9,14.79,8.11,14.79,3.97,26.93,9.63,72.25,4.13,4.82,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

63,15:30-15:45,36,40.64,67.5,33,104.51,11,75.79,34.83,157.5,77,36,33,203.22,72,33,82.34,0,48.16,200.72,66.09,2.99,0,2.89,13.85,4.11,1.93,2.89,96.33,31.29,5.14,2.89,272.37,43.78,28.9,13.85,8.11,13.85,3.97,26.93,9.63,72.25,4.13,5.28,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

64,15:45-16:00,33,37.9,63,33,104.51,11,69.41,34.83,147,70,33,33,189.47,67,33,76.68,0,48.16,200.72,66.09,2.99,0,2.89,13.02,4.11,1.93,2.89,96.33,31.29,5.14,2.89,272.37,43.78,28.9,13.02,8.11,13.02,3.97,26.93,9.63,72.25,4.13,5.28,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

65,16:00-16:15,31,34.65,57,33,104.51,11,64.27,34.83,133,64,30,33,173.27,60,33,70.35,0,48.16,200.72,66.09,2.99,50,2.89,11.79,4.3,1.93,2.89,96.33,30.79,5.53,2.89,272.37,43.78,28.9,11.79,8.39,11.79,1.16,26.93,9.63,72.25,2.41,5.28,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

66,16:15-16:30,29,31.62,51,33,104.51,11,50.65,34.83,119,57,26,33,158.09,52,33,63.56,0,48.16,200.72,64.58,2.99,50,2.89,10.76,4.3,1.93,2.89,96.33,30.79,5.53,2.89,272.37,43.78,28.9,10.76,8.39,10.76,1.16,26.93,9.63,72.25,2.41,5.43,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

67,16:30-16:45,25,27.83,45,33,104.51,11,45.78,34.83,105,49,23,33,139.15,45,33,57.25,0,48.16,200.72,57.78,2.99,50,2.89,9.67,4.3,1.93,2.89,96.33,30.79,5.53,2.89,272.37,43.78,28.9,9.67,8.39,9.67,1.16,26.93,9.63,72.25,2.41,5.43,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

68,16:45-17:00,23,24.13,37.5,33,104.51,11,37.02,34.83,87.5,42,19,33,120.63,37,33,49.99,0,48.16,200.72,57.78,2.99,50,2.89,8.06,4.3,1.93,2.89,96.33,30.79,5.53,2.89,272.37,43.78,28.9,8.06,8.39,8.06,1.16,26.93,9.63,72.25,2.41,5.43,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

69,17:00-17:15,18,20.24,30,33,104.51,13.61,31.17,34.83,70,36,15,33,101.22,30,28,42.41,23.31,48.16,200.72,57.78,5.78,50,2.89,6.28,4.48,1.93,2.89,96.33,31.29,6.53,2.89,272.37,43.78,28.9,6.28,8.67,6.28,3.97,26.93,9.63,72.25,3.91,5.43,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,34.83,76.66,76.67,33.33

70,17:15-17:30,16,16.03,22.5,33,100.5,13.01,24.35,33.5,52.5,29,12,28.06,80.12,23,10,34.53,39.21,48.16,200.72,57.78,5.78,50,2.89,4.86,4.48,1.93,2.89,96.33,31.29,6.53,2.89,272.37,43.78,28.9,4.86,8.67,4.86,3.97,26.93,9.63,72.25,3.91,5.43,9.63,72.25,26.93,14.59,9.63,63.17,100.36,19.27,0,33.5,75,75,31.67

71,17:30-17:45,10,12.15,15,24.24,94.01,12.01,17.53,31.33,35,20,9,17.83,60.76,19,5,27.1,36.32,48.16,200.72,57.78,5.78,50,2.89,3.75,4.48,1.93,2.89,96.33,31.29,6.53,2.89,272.37,43.78,28.9,3.75,8.67,3.75,3.98,26.16,9.63,72.25,3.91,5.43,9.63,72.25,26.16,14.59,9.63,63.17,100.36,19.27,0,31.33,73.34,73.33,30

72,17:45-18:00,7,9.41,7.5,15,87.49,12.01,11.65,29.17,17.5,13,6,10.24,47.06,12,1,19.99,36.32,48.16,200.72,57.78,5.78,50,2.89,2.62,4.48,1.93,2.89,96.33,31.29,6.53,2.89,272.37,43.78,28.9,2.62,8.67,2.62,3.98,26.16,9.63,72.25,3.91,5.43,9.63,72.25,26.16,14.59,9.63,63.17,100.36,19.27,0,29.17,71.34,71.33,28.33

73,18:00-18:15,5,5.83,3,0,83.51,11.61,6.42,27.83,7,8,5,0,29.17,10,0,13.7,36.32,48.16,229.62,57.78,7.79,50,2.89,1.67,4.48,1.93,2.89,96.33,31.29,7.07,2.89,272.37,43.78,28.9,1.67,9.22,1.67,4.05,24.32,9.63,72.25,2.41,5.43,9.63,72.25,32,14.59,9.63,63.17,100.36,19.27,0,27.83,73.34,73.33,26.67

74,18:15-18:30,3,4.49,1.5,0,83.51,11,3.2,27.83,3.5,5,3,0,22.47,5,0,8.61,36.32,48.16,260.67,57.78,9.63,50,2.89,0.93,4.48,1.93,2.89,96.33,31.29,7.07,2.89,272.37,43.78,28.9,0.93,9.22,0.93,4.05,24.32,9.63,72.25,3.96,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.83,73.34,73.33,25

75,18:30-18:45,1,2.66,0.3,0,83.51,10.6,0.02,27.83,0.7,2,1,0,13.28,3,0,0.62,36.32,48.16,260.67,57.78,10.43,50,2.89,0.06,4.48,1.93,2.89,96.33,31.29,7.07,2.89,272.37,43.78,28.9,0.06,9.22,0.06,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.83,73.34,73.33,30.64

76,18:45-19:00,1,1.32,0,0,82.99,10.4,0,27.67,0,1,0,0,6.57,0,0,0.3,36.32,48.16,260.67,57.78,10.43,50,2.89,0.02,4.48,1.93,2.89,96.33,31.29,7.07,2.89,272.37,43.78,28.9,0.02,9.22,0.02,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.67,73.34,73.33,28.34

77,19:00-19:15,0,0.34,0,0,82.5,10.2,0,27.5,0,0,0,0,1.68,0,0,0.23,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.48,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,9.96,0,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.5,72.66,72.67,26.51

78,19:15-19:30,0,0,0,0,82.01,9.6,0,27.33,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.48,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,9.96,0,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.33,71.66,71.67,24.83

79,19:30-19:45,0,0,0,0,81.49,9.2,0,27.17,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.48,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,9.96,0,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.17,70,70,26.67

80,19:45-20:00,0,0,0,0,80.51,8.4,0,26.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.48,1.93,2.89,96.33,30.79,7.45,2.89,272.37,43.78,28.9,0,9.96,0,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,26.83,69.34,69.33,26

81,20:00-20:15,0,0,0,0,80.51,9,0,26.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.58,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,10.51,0,4.05,0,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,26.83,68.34,68.33,25

82,20:15-20:30,0,0,0,0,81.49,8.4,0,27.17,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.58,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,10.51,0,4.05,0,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.17,67.34,67.33,24.33

83,20:30-20:45,0,0,0,0,82.5,7.6,0,27.5,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.58,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,10.51,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.5,67,67,23.33

84,20:45-21:00,0,0,0,0,84,7.2,0,28,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.58,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,10.51,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,28,66,66,22.67

85,21:00-21:15,0,0,0,0,92.51,7,0,30.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.39,1.93,2.89,96.33,31.29,7.45,2.89,272.37,43.78,28.9,0,11.06,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,30.83,71.66,71.67,21.67

86,21:15-21:30,0,0,0,0,92.51,7,0,30.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,10.43,50,2.89,0,4.39,1.93,2.89,96.33,30.78,7.45,2.89,272.37,43.78,28.9,0,11.06,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,30.83,71.66,71.67,21.67

87,21:30-21:45,0,0,0,0,92.51,6.8,0,30.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,7.22,50,2.89,0,4.39,1.93,2.89,96.33,30.78,7.83,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,30.83,71.66,71.67,22.33

88,21:45-22:00,0,0,0,0,92.51,6.6,0,30.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,57.78,7.22,50,2.89,0,4.39,1.93,2.89,96.33,30.28,7.83,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,30.83,71.66,71.67,22.67

89,22:00-22:15,0,0,0,0,81.49,10,0,27.17,0,0,0,0,0,0,0,0,36.32,48.16,260.67,45.03,7.22,50,2.89,0,4.3,1.93,2.89,96.33,31.29,7.83,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.17,71.66,71.67,23.67

90,22:15-22:30,0,0,0,0,81,9.6,0,27,0,0,0,0,0,0,0,0,36.32,48.16,260.67,40.79,7.22,50,2.89,0,4.3,1.93,2.89,96.33,31.29,7.83,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,5.78,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27,71.66,71.67,24.67

91,22:30-22:45,0,0,0,0,81,9,0,27,0,0,0,0,0,0,0,0,36.32,48.16,260.67,36.54,10.43,50,2.89,0,4.3,1.93,2.89,96.33,31.29,7.83,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27,71.66,71.67,25.67

92,22:45-23:00,0,0,0,0,81.49,8.6,0,27.17,0,0,0,0,0,0,0,0,36.32,48.16,260.67,35.12,10.43,50,2.89,0,4.3,1.93,2.89,96.33,30.78,7.83,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.17,71.66,71.67,26.33

93,23:00-23:15,0,0,0,0,83.51,7.6,0,27.83,0,0,0,0,0,0,0,0,36.32,48.16,260.67,35.12,10.43,50,2.89,0,4.2,1.93,2.89,96.33,31.29,7.68,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,27.83,71.66,71.67,27.33

94,23:15-23:30,0,0,0,0,87,7,0,29,0,0,0,0,0,0,0,0,36.32,48.16,260.67,35.12,10.43,50,2.89,0,4.2,1.93,2.89,96.33,31.29,7.68,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,29,71.66,71.67,28.33

95,23:30-23:45,0,0,0,0,91.01,6.6,0,30.33,0,0,0,0,0,0,0,0,36.32,48.16,260.67,35.12,10.43,50,2.89,0,4.2,1.93,2.89,96.33,30.79,7.68,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,30.33,71.66,71.67,29.33

96,23:45-24:00,0,0,0,0,92.51,6.6,0,30.83,0,0,0,0,0,0,0,0,11.75,48.16,260.67,35.12,10.43,50,2.89,0,4.2,1.93,2.89,96.33,30.79,7.68,2.89,272.37,43.78,28.9,0,12.73,0,4.05,32,9.63,72.25,7.74,5.43,9.63,72.25,32,14.59,9.63,86.89,100.36,19.27,0,30.83,71.66,71.67,30.33

