Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15
88,21:45-22:00,30.010000,0.000000,26.130000,0.000000,2.570000,2.540000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,23.73,0,7.91,0,0,7.86,0,15.87,0,7.91,15.87,0,0,0,0,0,0

89,22:00-22:15,30.010000,0.000000,26.130000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.68,0,15.54,0,7.33,15.54,0,0,0,0,0,0

90,22:15-22:30,29.050000,0.000000,26.130000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.57,0,15.11,0,7.33,15.11,0,0,0,0,0,0

91,22:30-22:45,28.080000,0.000000,26.130000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.46,0,15,0,7.33,15,0,0,0,0,0,0

92,22:45-23:00,28.080000,0.000000,26.130000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.44,0,20.11,0,7.33,20.11,0,0,0,0,0,0

93,23:00-23:15,27.110000,0.000000,26.130000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.36,0,19.21,0,7.33,19.21,0,0,0,0,0,0

94,23:15-23:30,27.110000,0.000000,26.130000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,26.130000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.34,0,18.54,0,7.33,18.54,0,0,0,0,0,0

95,23:30-23:45,27.110000,0.000000,23.510000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,23.510000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.27,0,17.74,0,7.33,17.74,0,0,0,0,0,0

96,23:45-24:00,27.110000,0.000000,23.510000,0.000000,2.570000,2.470000,2.890000,58.090000,0.000000,23.510000,116.180000,101.410000,212.040000,0.000000,272.310000,0,7.21,22,0,7.34,0,0,7.24,0,17.09,0,7.33,17.09,0,0,0,0,0,0

