Block,Time Block,SALAL,SEWA2,SASAN,RSTPSU7,NLCTS2EXP,RAPPC,NTPL,NNTPP,PARBATI3,RAPPB,RIHAND3,RIHAND2,RIHAND1,RSTPSU1TO6,RAMPUR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,MAPS,KOTESHWR,KUDGI,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,CHAMERA1,BSIUL,BRBCL,KHSTPP-I,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,DADRI_CRF,AURY_RF,DADRI_RF,ANTA_CRF,ANTA_RF,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,TANAKPUR,SIMHST2,UNCHAHAR4,TALA,TelanganaSTPP,SINGRAULI,UNCHAHAR2,TEHRI,TANDA2,UNCHAHAR1,TALST2,SIMHST1,SINGRAULI_HYDRO,URI,VALLURNTECL,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,114.4,0,0,0,0,0,6.26,19.2,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,0,229.5,0,0,361.1,0,0,16.93,0,0,0,0,0,122.4,25.44,22.5,0,12.13,0,0,0.72,34.97,0,31.77,0,0,0,0,0

63,15:30-15:45,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,114.4,0,0,0,0,0,6.26,19.2,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,15.82,229.5,0,0,361.1,0,0,16.93,1.48,0,0,0,0,122.4,25.44,22.5,0,12.13,0,0,0.72,34.97,0,25.82,0,0,0,0,0

64,15:45-16:00,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,114.4,0,0,0,0,0,6.26,19.2,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,15.82,229.5,0,0,361.1,0,0,16.93,1.48,0,0,0,0,122.4,25.44,22.5,0,12.13,0,0,0.72,34.97,0,25.82,0,0,0,0,0

65,16:00-16:15,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,114.4,0,0,0,0,13.43,6.26,19.2,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,15.82,229.5,0,0,361.1,0,0,15.94,1.48,0,0,0,0,122.4,25.44,33.74,0,11.4,0,0,0.72,34.97,0,23.24,0,0,0,0,0

66,16:15-16:30,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,18.18,0,19.38,0,8.52,0,114.4,0,0,0,0,13.43,6.26,19.2,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,15.82,283.68,0,0,361.1,0,0,15.94,1.48,0,0,0,0,122.4,25.44,33.74,0,11.4,0,0,0.72,34.97,0,23.24,0,0,0,0,0

67,16:30-16:45,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,18.18,0,19.38,0,8.52,0,142.37,0,0,0,0,26.97,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34,15.82,342.04,0,0,383.14,0,3.84,20.82,1.48,0,0,0,0,122.4,33.24,33.74,0,15.27,0,0,0.72,34.97,0,25.82,0,0,0,0,0

68,16:45-17:00,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,43.45,0,19.38,0,8.52,0,142.37,0,0,0,0,26.97,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34,15.82,396.71,0,0,422.76,9.29,12.64,20.82,1.48,0,0,0,0,122.4,33.24,33.74,0,15.27,0,0,0.72,34.97,0,25.82,0,0,0,0,0

69,17:00-17:15,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,66.63,0,19.38,0,8.52,0,142.37,0,0,0,0,40.46,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,16.82,31.64,343.94,0,0,462.18,9.29,12.64,20.82,1.48,0,0,0,0,122.4,33.24,45,0,15.52,0,0,0.72,38.16,0,25.82,0,0,0,0,0

70,17:15-17:30,12.83,10.11,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,66.63,0,19.38,0,17.04,0,142.37,0,0,0,0,40.46,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,16.82,31.64,286.34,0,0,459.49,18.58,25.29,20.82,1.48,0,0,0,0,122.4,33.24,45,0,15.52,0,0,0.72,38.16,0,25.82,0,0,0,0,0

71,17:30-17:45,12.83,15.18,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,89.55,0,19.38,0,37.49,0,142.37,0,0,0,0,40.46,18.78,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,17.54,17.47,47.45,286.34,0,0,431.99,27.9,37.93,20.82,1.48,0,0,0,0,134.1,33.24,45,0,15.89,0,0,0.72,38.16,0,25.82,0,0,0,0,0

72,17:45-18:00,12.83,15.18,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,89.82,0,19.38,0,37.49,0,142.37,0,0,0,0,40.46,18.78,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,26.31,16.82,47.45,328.62,0,0,432.35,27.9,37.93,20.82,1.48,0,0,0,0,134.1,33.24,45,0,15.89,0,0,0.72,38.16,0,25.82,0,0,0,0,0

73,18:00-18:15,12.83,15.18,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,112.27,0,19.38,0,37.49,0,142.37,0,0,0,0,40.46,18.78,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,26.31,17.47,47.45,393.82,0,0,432.35,27.9,37.93,20.82,1.48,0,0,0,0,134.1,33.24,45,0,15.89,0,0,0.72,34.97,0,25.82,0,0,0,0,0

74,18:15-18:30,12.83,15.18,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,134.74,0,19.38,0,37.49,0,142.37,0,0,0,0,40.46,18.78,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,26.31,17.47,47.45,396.71,0,0,484.71,27.9,37.93,20.82,1.48,0,0,0,0,134.1,33.24,45,0,15.89,0,0,0.72,34.97,0,25.82,0,0,0,0,0

75,18:30-18:45,12.83,15.18,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,134.74,0,19.38,0,37.49,0,142.37,0,0,0,0,40.46,18.78,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,26.31,17.47,47.45,417.26,0,0,590.75,27.9,37.93,25.34,1.48,0,0,0,0,134.1,39.8,45,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

76,18:45-19:00,12.83,15.18,384.48,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,112.27,0,19.38,0,37.49,0,142.37,0,0,0,0,40.46,18.78,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,17.54,17.47,47.45,417.26,0,0,655.57,27.9,37.93,25.34,0.99,0,0,0,0,134.1,40.69,45,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

77,19:00-19:15,12.83,15.18,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,89.82,0,19.38,0,17.04,0,142.37,0,0,0,0,26.97,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,17.54,17.47,47.45,417.26,0,0,655.81,18.58,37.93,25.34,0.99,0,0,0,0,134.1,40.69,45,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

78,19:15-19:30,12.83,15.18,374.76,0,0,24.85,0,0,3.67,0,59.67,114.01,88.32,0,0,0,0,67.36,0,19.38,0,8.52,0,142.37,0,0,0,0,26.97,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,17.54,17.47,47.45,417.26,0,0,655.81,9.29,37.93,25.34,0.99,0,0,0,0,134.1,40.69,33.74,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

79,19:30-19:45,12.83,15.18,374.76,0,0,24.85,0,0,15.88,0,59.67,114.01,88.32,0,0,0,0,44.91,0,19.38,0,8.52,0,142.37,0,0,0,0,26.97,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,655.81,9.29,25.29,25.34,0.99,0,0,0,0,134.1,40.69,33.74,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

80,19:45-20:00,12.83,15.18,374.76,0,0,24.85,0,0,15.88,0,59.67,114.01,88.32,0,0,0,0,18.91,0,19.38,0,8.52,0,142.37,0,0,0,0,13.43,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,655.81,9.29,12.64,25.34,0.99,0,0,0,0,134.1,40.69,33.74,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

81,20:00-20:15,12.83,15.18,374.76,0,0,24.85,0,0,15.88,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,13.43,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,655.81,9.29,12.64,25.34,0.99,0,0,0,0,134.1,40.69,33.74,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

82,20:15-20:30,12.83,15.18,374.76,0,0,24.85,0,0,15.88,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,13.14,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,655.81,9.29,12.64,25.34,0.99,0,0,0,0,134.1,40.69,33.74,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

83,20:30-20:45,12.83,15.18,374.76,0,0,24.85,0,0,3.67,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,11.38,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,598.58,9.29,12.64,25.34,0.99,0,0,0,0,134.1,40.69,33.74,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

84,20:45-21:00,12.83,15.18,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,11.38,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,598.58,9.29,12.64,25.34,0.99,0,0,0,0,134.1,40.69,22.5,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

85,21:00-21:15,12.83,15.18,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,11.38,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,597.24,9.29,12.64,25.34,0.49,0,0,0,0,134.1,40.69,22.5,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

86,21:15-21:30,12.83,15.18,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,417.26,0,0,597.24,0,12.64,25.34,0.49,0,0,0,0,134.1,40.69,22.5,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

87,21:30-21:45,25.66,5.84,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,415.61,0,0,594.57,0,0,25.34,0.49,0,0,0,0,134.1,40.69,22.5,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

88,21:45-22:00,25.66,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,415.61,0,0,594.57,0,0,25.34,0.49,0,0,0,0,134.1,40.69,22.5,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

89,22:00-22:15,25.66,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,412.42,0,0,592.21,0,0,22.52,0.49,0,0,0,0,134.1,36.29,22.5,0,17.58,0,0,0.72,34.97,0,28.42,0,0,0,0,0

90,22:15-22:30,25.66,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.47,31.64,412.34,0,0,591.94,0,0,22.52,0.49,0,0,0,0,134.1,36.29,22.5,0,17.5,0,0,0.72,34.97,0,28.42,0,0,0,0,0

91,22:30-22:45,25.66,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,31.64,412.34,0,0,591.94,0,0,22.52,0.49,0,0,0,0,134.1,36.29,10.94,0,17.5,0,0,0.72,34.97,0,28.42,0,0,0,0,0

92,22:45-23:00,25.66,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,31.64,412.34,0,0,591.94,0,0,22.52,0.49,0,0,0,0,134.1,36.29,10.94,0,17.5,0,0,0.72,34.97,0,28.42,0,0,0,0,0

93,23:00-23:15,38.49,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,15.82,372.98,0,0,570.38,0,0,25.34,0.49,0,0,0,0,134.1,40.69,10.94,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

94,23:15-23:30,38.49,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,15.82,361.1,0,0,570.38,0,0,25.34,0.49,0,0,0,0,134.1,40.69,10.94,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

95,23:30-23:45,38.49,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,15.82,361.1,0,0,566.68,0,0,25.34,0.49,0,0,0,0,134.1,40.69,10.94,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

96,23:45-24:00,38.49,0,374.76,0,0,24.85,0,0,0,0,59.67,114.01,88.32,0,0,0,0,0,0,19.38,0,8.52,0,142.37,0,0,0,0,0,6.26,19.2,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,15.82,361.1,0,0,532.46,0,0,25.34,0.49,0,0,0,0,134.1,40.69,10.94,0,20.02,0,0,0.72,34.97,0,28.42,0,0,0,0,0

