Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/10/07/4941,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/07/7135,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/3642,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/07/5167,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/9582,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/01/4083,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/8106,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59
84,20:45-21:00,7.5,6.66,17.33,0,0,0,0,0,0,17.33,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,247.38,0,0,115.99,0,12.49,0,5.07

85,21:00-21:15,7.5,6.66,18.67,0,0,0,0,0,0,18.67,0,7,242.52,31,6.39,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,247.38,0,0,115.99,0,12.49,0,5.07

86,21:15-21:30,7.5,6.66,21,0,0,0,0,0,0,21,0,7,242.52,31,6.39,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,247.38,0,0,115.99,0,12.49,0,5.07

87,21:30-21:45,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.39,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,263.38,0,0,115.99,0,12.49,0,5.07

88,21:45-22:00,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.39,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,263.38,0,0,115.99,0,12.49,0,5.07

89,22:00-22:15,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.3,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.92,31,263.38,54.57,0,115.99,0,12.49,0,4.69

90,22:15-22:30,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.3,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.92,31,263.38,54.57,0,115.99,0,12.49,0,4.69

91,22:30-22:45,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.3,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.92,31,263.38,54.57,0,115.99,0,12.49,0,4.69

92,22:45-23:00,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.3,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.92,31,263.38,54.57,0,115.99,0,12.49,0,4.69

93,23:00-23:15,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.21,135.81,31.29,39.77,39.77,133.23,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.73,31,263.38,54.57,0,115.99,0,12.49,0,4.69

94,23:15-23:30,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.21,135.81,31.29,39.77,39.77,133.23,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.73,31,263.38,54.57,0,115.99,0,12.49,0,4.69

95,23:30-23:45,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.21,135.81,31.29,39.77,39.77,133.23,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.73,31,263.38,54.57,0,115.99,0,12.49,0,4.69

96,23:45-24:00,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.21,135.81,31.29,39.77,39.77,133.23,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.32,3.73,31,263.38,54.57,0,115.99,0,12.49,0,4.69

