Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/6363,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/8068,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/8954,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/16/9317,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/4138,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/7791
64,15:45-16:00,33,27.17,33,81.49,22.33,37.25,68.67,31,46.88,107.74,43.02,30,0,55,21.55,33,58,62,27.17,68.67,26.7,8.05,10.54,27.24,5.69,8.15,9.99,0,0,38.64,10.54,100.65,2.17,70.46,0,110.24,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.17,0,273.16,0

65,16:00-16:15,33,27.67,33,82.99,22.67,32.18,69,28,43.42,84.35,43.02,27,0,48,16.87,33,52,55,27.67,69,26.7,8.55,9.47,27.24,5.69,7.32,10.36,0,0,38.64,9.47,100.65,2.17,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.85,0,273.16,0

66,16:15-16:30,33,27.67,33,82.99,23,50.3,69.33,25,39.7,75.92,43.02,23,0,45,15.19,33,46,50,27.67,69.33,26.7,8.55,8.4,27.24,5.69,6.49,10.36,0,0,38.64,8.4,100.65,2.17,70.46,0,112.79,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.85,0,273.16,0

67,16:30-16:45,33,28,33,84,23.33,36.49,69.67,22,35.61,67.55,43.02,18,0,37,13.51,33,40,43,28,69.67,26.7,8.55,7.39,27.24,5.69,5.71,10.36,0,0,38.64,7.39,100.65,2.17,70.46,0,123.57,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.85,0,273.16,0

68,16:45-17:00,33,28.33,33,85.01,23.33,32.22,70,18,31.36,59.1,43.02,16,0,32,11.82,33,34,37,28.33,70,26.7,8.55,6.17,27.24,5.69,4.77,10.36,0,0,38.64,6.17,100.65,2.17,70.46,0,126.64,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.85,0,273.16,0

69,17:00-17:15,33,28.67,33,85.99,23.33,27.63,70,15,26.75,50.8,43.02,12,0,27,10.16,26,28,30,28.67,70,26.7,8.55,4.84,26.24,5.69,3.74,10.91,0,0,38.64,4.84,100.65,2.17,70.46,0,124.18,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.41,0,26.7,164.24,2.9,82.12,8.86,0,273.16,0

70,17:15-17:30,33,29,27.76,87,23.67,22.8,70,12,22,43.78,43.02,9,0,22,8.76,9,22,23,29,70,26.7,8.01,3.62,26.24,5.69,2.8,10.91,0,0,38.64,3.62,100.65,2.17,70.46,0,123.54,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.41,0,26.7,164.24,2.9,82.12,8.86,0,273.16,0

71,17:30-17:45,22.16,29.17,21.2,87.49,23.67,17.69,70.67,8,17.49,35.23,43.02,7,0,17,7.05,5,15,17,29.17,70.67,26.7,8.01,2.47,26.24,6.62,1.91,13.23,0,0,38.64,2.47,100.65,2.17,70.46,0,115.29,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.41,0,26.7,164.24,2.9,82.12,8.86,0,273.16,0

72,17:45-18:00,13.18,29.67,14.56,88.99,24,12.67,71,4,13.44,26.26,43.02,5,0,13,5.25,1,9,9,29.67,71,26.7,8.01,1.9,26.24,6.62,1.47,13.23,0,0,38.64,1.9,100.65,2.17,70.46,0,113.04,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.41,0,26.7,164.24,2.9,82.12,8.86,0,273.16,0

73,18:00-18:15,0,30.17,0,90.49,24,8.3,71,2,9.02,15.88,43.02,4,0,8,3.18,0,4,3,30.17,71,26.7,4.35,1.39,26.24,6.62,1.08,14.14,5.8,67.63,38.64,1.39,100.65,2.17,70.46,14.49,148.88,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.59,5.8,26.7,164.24,2.9,82.12,9.48,0,273.16,19.32

74,18:15-18:30,0,31.5,0,94.5,24.33,4.41,71.33,1,6.46,6.59,43.02,3,0,5,1.32,0,3,2,31.5,71.33,26.7,4.35,0.96,25.74,6.62,0.74,14.14,5.8,67.63,49.18,0.96,100.65,2.17,70.46,14.49,145.57,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.59,5.8,26.7,164.24,2.9,82.12,9.48,0,273.16,19.32

75,18:30-18:45,0,33.17,0,99.49,25,1.96,78.33,0,4.42,4.22,43.02,1,0,2,0.85,0,1,1,33.17,78.33,26.7,5.75,0,25.74,7.01,0,14.14,5.8,67.63,49.18,0,100.65,5.28,70.46,14.49,145.57,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.59,5.8,26.7,164.24,7.38,82.12,9.48,0,273.16,19.32

76,18:45-19:00,0,33.17,0,99.49,26,0,78.33,0,2.69,2.46,43.02,1,0,1,0.49,0,1,0,33.17,78.33,26.7,7.18,0,25.74,7.01,0,14.14,5.8,67.63,49.18,0,100.65,5.28,70.46,14.49,145.57,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.59,5.8,26.7,164.24,7.38,82.12,9.48,0,273.16,19.32

77,19:00-19:15,0,33.17,0,99.49,28.33,0,86.86,0,1.3,1.08,43.02,0,0,0,0.22,0,0,0,33.17,86.86,29,8.68,0,25.74,7.01,0,15.07,5.8,67.63,69.15,0,100.65,5.28,115.53,14.49,201.31,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.87,5.8,25.55,164.24,7.38,82.12,8.47,0,273.16,19.32

78,19:15-19:30,0,33.17,0,99.49,28.33,0,85.61,0,0,0.36,43.02,0,0,0,0.07,0,0,0,33.17,85.61,29,11.01,0,26.24,7.01,0,15.07,5.8,67.63,69.15,0,100.65,5.28,115.53,14.49,201.31,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.87,5.8,25.55,164.24,7.38,82.12,8.47,0,273.16,19.32

79,19:30-19:45,0,33.17,0,99.49,28.33,0,85.51,0,0,0.02,43.02,0,0,0,0.01,0,0,0,33.17,85.51,29,11.01,0,26.24,7.79,0,15.07,5.8,67.63,69.15,0,100.65,5.28,115.53,14.49,201.31,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.87,5.8,25.55,164.24,7.38,82.12,8.47,0,273.16,19.32

80,19:45-20:00,0,33.17,0,99.49,28.33,0,83.48,0,0,0,43.02,0,0,0,0,0,0,0,33.17,83.48,29,11.01,0,26.24,7.79,0,15.07,5.8,67.63,69.15,0,100.65,5.28,115.53,14.49,201.31,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,4.87,5.8,25.55,164.24,7.38,82.12,8.47,0,273.16,19.32

81,20:00-20:15,0,33.17,0,99.49,28.33,0,84.95,0,0,0,43.02,0,0,0,0,0,0,0,33.17,84.95,29.5,11.01,0,28.26,7.79,0,15.53,5.8,67.63,69.15,0,100.65,5.28,115.53,14.49,201.31,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.15,5.8,24.6,164.24,7.38,82.12,8.47,0,273.16,19.32

82,20:15-20:30,0,33.17,0,99.49,28,0,84.06,0,0,0,43.02,0,0,0,0,0,0,0,33.17,84.06,29.5,11.01,0,27.76,7.79,0,15.53,5.8,67.63,69.15,0,100.65,5.28,115.53,14.49,201.31,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.15,5.8,24.6,164.24,7.38,82.12,8.47,0,273.16,19.32

83,20:30-20:45,0,33.17,0,99.49,27.33,0,83.21,0,0,0,43.02,0,0,0,0,0,0,0,33.17,83.21,29.5,14.9,0,27.76,5.84,0,15.53,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,249.61,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.15,5.8,24.6,164.24,10.29,82.12,8.47,0,273.16,19.32

84,20:45-21:00,0,33.17,0,99.49,27,0,82.23,0,0,0,43.02,0,0,0,0,0,0,0,33.17,82.23,29.5,14.9,0,27.76,7.01,0,15.53,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.15,5.8,19.5,164.24,10.29,82.12,8.47,0,273.16,19.32

85,21:00-21:15,0,33.17,0,99.49,27,0,81.97,0,0,0,43.02,0,0,0,0,0,0,0,33.17,81.97,29.5,14.9,0,27.76,7.01,0,15.53,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.25,5.8,19.5,164.24,10.29,82.12,8.09,0,273.16,19.32

86,21:15-21:30,0,33.17,0,99.49,27,0,82.3,0,0,0,43.02,0,0,0,0,0,0,0,33.17,82.3,29.5,14.9,0,27.76,7.01,0,15.53,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,5.25,5.8,19.5,164.24,10.29,82.12,8.09,0,273.16,19.32

87,21:30-21:45,0,33.17,0,99.49,29.7,0,81.56,0,0,0,43.02,0,0,0,0,0,0,0,33.17,81.56,29.5,14.9,0,27.24,7.01,0,15.53,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,4.5,164.24,10.29,82.12,8.47,0,273.16,19.32

88,21:45-22:00,0,33.17,0,99.49,29.7,0,80.05,0,0,0,43.02,0,0,0,0,0,0,0,33.17,80.05,29.5,14.9,0,27.24,7.01,0,15.53,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,4.5,164.24,10.29,82.12,8.47,0,273.16,19.32

89,22:00-22:15,0,33.17,0,99.49,30.8,0,79.35,0,0,0,43.02,0,0,0,0,0,0,0,33.17,79.35,29.5,14.9,0,28.77,6.62,0,15.07,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,11.66,164.24,10.29,82.12,8.47,0,273.16,19.32

90,22:15-22:30,0,33.17,0,99.49,30.8,0,77.7,0,0,0,43.02,0,0,0,0,0,0,0,33.17,77.7,29.5,14.9,0,28.77,6.62,0,15.07,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,11.66,164.24,10.29,82.12,8.47,0,273.16,19.32

91,22:30-22:45,0,33.17,0,99.49,30.43,0,75.93,0,0,0,43.02,0,0,0,0,0,0,0,33.17,75.93,29.5,14.9,0,28.77,6.62,0,15.07,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,11.66,164.24,10.29,82.12,8.47,0,273.16,19.32

92,22:45-23:00,0,33.17,0,99.49,30.43,0,73.93,0,0,0,43.02,0,0,0,0,0,0,0,33.17,73.93,29.5,14.9,0,28.77,6.62,0,15.07,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,11.66,164.24,10.29,82.12,8.47,0,273.16,19.32

93,23:00-23:15,0,33.17,0,99.49,30.43,0,74.8,0,0,0,43.02,0,0,0,0,0,0,0,33.17,74.8,29.5,14.9,0,28.76,7.4,0,14.79,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,29.5,164.24,10.29,82.12,8.24,0,273.16,19.32

94,23:15-23:30,0,33.17,0,99.49,30.8,0,75.8,0,0,0,43.02,0,0,0,0,0,0,0,33.17,75.8,29.5,14.9,0,28.76,7.4,0,14.79,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,0,164.24,10.29,82.12,8.24,0,273.16,19.32

95,23:30-23:45,0,33.17,0,99.49,30.8,0,78.7,0,0,0,43.02,0,0,0,0,0,0,0,33.17,78.7,29.5,14.9,0,28.76,7.4,0,14.79,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,0,164.24,10.29,82.12,8.24,0,273.16,19.32

96,23:45-24:00,0,33.17,0,99.49,30.8,0,79.76,0,0,0,43.02,0,0,0,0,0,0,0,33.17,79.76,29.5,14.9,0,28.76,7.4,0,14.79,5.8,67.63,87.14,0,100.65,7.07,115.53,14.49,261.43,17.56,28.98,13.53,14.49,28.98,0,20.53,10.63,9.37,5.8,0,164.24,10.29,82.12,8.24,0,273.16,19.32

