Block,Time,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/06022042/L_NR_2012_07,NR/15072024/15072024/IEX_240714_01531_1,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/30092023/31122025/SH-07,NR/01072024/15072024/NR/01072024/15072024/717759,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/01072024/31072024/R2,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,WR/01102023/29112042/L_NR_2019_05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/15072024/15072024/IEX_240714_01529,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04
55,13:30-13:45,210.81,43.01,45,179,43.5,76,0,85,89,0,42.16,15.330000,3.840000,6.570000,0.000000,30.780000,144.940000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,154.620000,14.880000,6,33,0.000000,3.140000,11.740000,33,6.720000,65.870000,6.17,15.710000,145.080996,6.16,0.000000,0.000000,13.33,13.33,15.330000,0.000000

56,13:45-14:00,210.9,43.01,43,179,43.5,76,0,85,87,0,42.18,15.190000,3.840000,6.570000,0.000000,30.780000,144.940000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,154.620000,14.880000,6,33,0.000000,3.140000,11.740000,33,6.720000,65.870000,6.17,15.580000,140.340552,6.16,0.000000,0.000000,13.33,13.33,15.190000,0.000000

57,14:00-14:15,208.6,43.01,41,179,42.5,76,0,83,82,0,41.72,14.810000,3.840000,6.950000,0.000000,30.780000,144.940000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,167.290000,14.880000,6,33,0.000000,3.240000,11.740000,33,7.260000,65.870000,6.17,15.180000,132.888496,6.16,0.000000,0.000000,13.33,13.33,14.810000,0.000000

58,14:15-14:30,202.95,43.01,40,175,42.5,75,0,81,80,0,40.59,14.210000,3.840000,6.950000,0.000000,30.780000,144.940000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,183.010000,14.880000,6,33,0.000000,3.240000,11.740000,33,7.260000,70.010000,6.17,14.560000,125.104804,6.16,0.000000,0.000000,13.33,13.33,14.210000,0.000000

59,14:30-14:45,194.8,43.01,38,161,40.5,69,0,79,77,0,38.96,13.690000,3.840000,6.950000,0.000000,30.780000,144.940000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,192.080000,14.880000,6,33,0.000000,3.240000,11.740000,33,7.260000,70.010000,6.17,14.030000,112.483128,6.16,0.000000,0.000000,13.33,13.33,13.690000,0.000000

60,14:45-15:00,186.64,43.01,37,154,39,66,0,76,73,0,37.33,13.190000,3.840000,6.950000,0.000000,30.780000,144.940000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,211.290000,14.880000,6,33,0.000000,3.240000,11.740000,33,7.260000,70.010000,6.17,13.520000,100.163826,6.16,0.000000,0.000000,13.33,13.33,13.190000,0.000000

61,15:00-15:15,150.59,43.01,34,147,36.5,63,0,72,71,0,30.12,12.460000,3.840000,7.340000,0.000000,28.260000,192.960000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,230.500000,14.880000,6,33,0.000000,3.510000,11.740000,33,7.480000,70.010000,6.17,12.780000,97.315658,6.16,0.000000,0.000000,13.33,13.33,12.460000,0.000000

62,15:15-15:30,136.77,43.01,32,140,34.5,60,0,67,68,0,27.35,11.620000,3.840000,7.340000,0.000000,28.260000,205.090000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18.5,0.000000,243.940000,14.880000,6.34,33,0.000000,3.510000,11.740000,33,7.480000,70.010000,6.17,11.910000,87.161744,6.16,0.000000,0.000000,13.33,13.33,11.620000,0.000000

63,15:30-15:45,122.94,43.01,31.5,137,32.5,58,0,59,66,0,24.59,10.690000,6.720000,7.340000,0.000000,28.260000,205.090000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,18,0.000000,243.940000,14.880000,9.34,33,0.000000,3.510000,11.740000,33,7.480000,70.010000,6,10.950000,79.339036,6,0.000000,0.000000,20,20,10.690000,0.000000

64,15:45-16:00,109.12,43.01,29,126,31.5,54,0,56,61,0,21.82,9.860000,6.720000,7.340000,0.000000,28.260000,205.090000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,21.5,0.000000,243.940000,14.880000,10.66,33,0.000000,3.510000,11.740000,33,7.480000,70.010000,7.17,10.100000,71.6919,7.16,0.000000,0.000000,22,22,9.860000,0.000000

65,16:00-16:15,131.23,39.41,26.5,116,28.5,49,0,52,56,0,26.24,7.220000,6.720000,7.720000,0.000000,28.260000,205.090000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,28.5,0.000000,243.940000,14.880000,11.66,33,0.000000,3.880000,11.740000,33,7.480000,70.010000,9.5,7.400000,63.44977,9.5,0.000000,0.000000,24,24,7.220000,0.000000

66,16:15-16:30,122.01,39.41,23.5,102,26.5,43,0,47,49,0,24.4,6.760000,6.720000,7.720000,0.000000,28.260000,205.090000,0.000000,57.340000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,33,30,0.000000,243.940000,14.880000,13.34,33,0.000000,3.880000,11.740000,33,7.480000,70.010000,10,6.920000,54.856496,10,0.000000,0.000000,26,26,6.760000,0.000000

67,16:30-16:45,112.79,42.01,21,91,24.5,39,0,41,44,0,22.56,6.080000,6.720000,7.720000,0.000000,28.260000,224.300000,0.000000,76.630000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,22,32,0.000000,243.940000,14.880000,14,33,0.000000,3.880000,11.740000,33,7.480000,65.870000,10.67,6.240000,30.617806,10.66,0.000000,0.000000,28,28,6.080000,0.000000

68,16:45-17:00,103.58,42.01,18,77,20.5,33,0,35,37,0,20.71,5.170000,6.720000,7.720000,0.000000,28.260000,260.750000,0.000000,76.630000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,12,32.5,0.000000,243.940000,14.880000,14.34,33,0.000000,3.880000,11.740000,30.99,7.480000,65.870000,10.83,5.300000,24.648358,10.84,0.000000,0.000000,30,30,5.170000,0.000000

69,17:00-17:15,96.92,42.01,15.5,67,18.5,28,0,25,32,0,19.38,4.230000,6.720000,7.720000,0.000000,28.260000,260.750000,0.000000,76.630000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,7,34.5,0.000000,257.390000,14.880000,16,33,0.000000,4.160000,12.650000,24.4,7.790000,65.870000,11.5,4.340000,19.498246,11.5,0.000000,0.000000,32,32,4.230000,0.000000

70,17:15-17:30,81.73,42.01,13,56,15.5,24,0,20,27,0,16.35,3.510000,6.720000,7.720000,0.000000,28.260000,260.750000,0.000000,76.630000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,52.820000,1,38,0.000000,271.550000,14.880000,16.34,30.48,0.000000,4.160000,12.650000,17.91,7.790000,65.870000,12.67,3.600000,15.099192,12.66,0.000000,0.000000,36,36,3.510000,0.000000

71,17:30-17:45,66.54,42.01,10,42,12,18,0,17,20,0,13.31,2.670000,6.720000,7.720000,0.000000,28.260000,260.750000,0.000000,76.630000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,72.030000,0,40,0.000000,271.550000,14.880000,16.66,21.36,0.000000,4.160000,12.650000,11.81,7.790000,65.870000,13.33,2.740000,13.94822,13.34,0.000000,0.000000,40,40,2.670000,0.000000

72,17:45-18:00,48.63,42.01,7.5,32,8,13,0,13,15,0,9.72,2.090000,6.720000,7.720000,0.000000,28.260000,260.750000,0.000000,86.630000,0.000000,0.000000,0.000000,8.160000,25.840000,0.000000,25.840000,85.380000,0,42,0.000000,271.550000,14.880000,17.66,13.94,0.000000,4.160000,12.650000,7.55,7.790000,65.870000,14,2.140000,12.553398,14,0.000000,0.000000,40.67,40.67,2.090000,0.000000

73,18:00-18:15,36.1,42.01,4.5,18,7,7,0,12,8,0,7.22,1.550000,6.720000,7.720000,72.030000,28.260000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,25.840000,192.080000,25.840000,85.380000,0,43,24.010000,271.550000,14.880000,18,0,0.000000,4.440000,12.650000,0,8.020000,65.870000,14.33,1.590000,10.612352,14.34,0.000000,0.000000,41.67,41.67,1.550000,0.000000

74,18:15-18:30,23.64,42.01,2.5,11,5,4,0,8,5,0,4.73,1.090000,6.720000,7.720000,72.030000,28.260000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,25.840000,192.080000,25.840000,85.380000,0,44,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,65.870000,14.67,1.120000,8.008034,14.66,0.000000,0.000000,43.33,43.33,1.090000,0.000000

75,18:30-18:45,16.94,42.01,1,4,3,1,0,5,1,0,3.39,0.730000,6.720000,7.720000,72.030000,28.260000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,25.840000,192.080000,25.840000,85.380000,0,45,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,65.870000,15,0.740000,3.843076,15,0.000000,0.000000,45,45,0.730000,0.000000

76,18:45-19:00,13.68,42.01,0,1,3,0,0,3,0,0,2.74,0.430000,14.640000,7.720000,72.030000,28.260000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,25.840000,192.080000,25.840000,85.380000,0,47.5,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,65.870000,15.83,0.440000,1.063186,15.84,0.000000,0.000000,44.67,44.67,0.430000,0.000000

77,19:00-19:15,10.01,43.01,0,1,1,0,0,2,0,0,2,0.080000,14.640000,7.720000,72.030000,28.260000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,30.730000,192.080000,14.930000,85.380000,0,50,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,84.690000,16.67,0.080000,0,16.66,0.000000,0.000000,45,45,0.080000,0.000000

78,19:15-19:30,4.93,43.01,0,0,0.5,0,0,1,0,0,0.99,0.010000,14.640000,7.720000,72.030000,29.270000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,52.5,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,114.810000,17.5,0.010000,0,17.5,0.000000,0.000000,45,45,0.010000,0.000000

79,19:30-19:45,0.23,43.01,0,0,0,0,0,0,0,0,0.04,0.000000,14.640000,7.720000,72.030000,29.270000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,55,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,114.810000,18.33,0.000000,0,18.34,0.000000,0.000000,44.67,44.67,0.000000,0.000000

80,19:45-20:00,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,7.720000,72.030000,29.270000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,57,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.020000,114.810000,19,0.000000,0,19,0.000000,0.000000,44.33,44.33,0.000000,0.000000

81,20:00-20:15,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,29.270000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,40,24.010000,271.550000,14.880000,18.66,0,0.000000,4.440000,12.650000,0,8.790000,114.810000,13.33,0.000000,0,13.34,24.010000,0.000000,25.07,25.07,0.000000,0.000000

82,20:15-20:30,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,29.270000,260.750000,96.040000,86.630000,0.000000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,41,24.010000,271.550000,14.880000,17.66,0,0.000000,4.440000,12.650000,0,8.790000,114.810000,13.67,0.000000,0,13.66,24.010000,0.000000,25.07,25.07,0.000000,0.000000

83,20:30-20:45,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,29.270000,260.750000,96.040000,86.630000,48.020000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,41,24.010000,271.550000,14.880000,17.66,0,0.000000,4.440000,12.650000,0,8.790000,114.810000,13.67,0.000000,0,13.66,24.010000,0.000000,39.33,39.33,0.000000,0.000000

84,20:45-21:00,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,29.270000,260.750000,96.040000,86.630000,48.020000,96.040000,0.000000,8.160000,30.730000,192.080000,0.000000,85.380000,0,41.5,24.010000,271.550000,14.880000,17.34,0,0.000000,4.440000,12.650000,0,8.790000,114.810000,13.83,0.000000,0,13.84,24.010000,0.000000,39,39,0.000000,0.000000

85,21:00-21:15,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,28.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,28.810000,192.080000,0.000000,85.380000,0,42,24.010000,271.550000,14.880000,17,0,0.000000,4.290000,12.650000,0,8.790000,114.810000,14,0.000000,0,14,24.010000,0.000000,29.33,29.33,0.000000,0.000000

86,21:15-21:30,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,28.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,28.810000,192.080000,0.000000,85.380000,0,42,24.010000,271.550000,14.880000,16.66,0,0.000000,4.290000,12.650000,0,8.790000,114.810000,14,0.000000,0,14,24.010000,0.000000,29.33,29.33,0.000000,0.000000

87,21:30-21:45,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,28.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,28.810000,192.080000,0.000000,85.380000,0,28.5,24.010000,271.550000,14.880000,8.34,0,0.000000,4.290000,12.650000,0,8.790000,114.810000,9.5,0.000000,0,9.5,24.010000,0.000000,18.67,18.67,0.000000,0.000000

88,21:45-22:00,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,72.030000,28.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,28.810000,192.080000,0.000000,85.380000,0,28,24.010000,271.550000,14.880000,8,0,0.000000,4.290000,12.650000,0,8.790000,114.810000,9.33,0.000000,0,9.34,24.010000,0.000000,18.67,18.67,0.000000,0.000000

89,22:00-22:15,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,36.020000,28.760000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,0.000000,85.380000,0,22.5,24.010000,271.550000,14.880000,8,0,0.000000,4.160000,12.650000,0,8.630000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,18.33,18.33,0.000000,0.000000

90,22:15-22:30,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.110000,36.020000,28.760000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,0.000000,85.380000,0,22.5,24.010000,271.550000,14.880000,8,0,0.000000,4.160000,12.650000,0,8.630000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,18,18,0.000000,0.000000

91,22:30-22:45,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.890000,36.020000,28.760000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,0.000000,85.380000,0,22.5,24.010000,271.550000,14.880000,7.66,0,0.000000,4.160000,12.650000,0,8.630000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,17.67,17.67,0.000000,0.000000

92,22:45-23:00,0,43.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.890000,36.020000,28.760000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,0.000000,85.380000,0,22.5,24.010000,271.550000,14.880000,7.34,0,0.000000,4.160000,12.650000,0,8.630000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,17,17,0.000000,0.000000

93,23:00-23:15,0,41.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.890000,36.020000,29.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,29.290000,85.380000,0,22.5,24.010000,271.550000,14.880000,11.66,0,0.000000,4.160000,12.650000,0,8.400000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,11.67,11.67,0.000000,0.000000

94,23:15-23:30,0,41.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.890000,36.020000,29.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,29.290000,85.380000,0,22.5,24.010000,271.550000,14.880000,11.66,0,0.000000,4.160000,12.650000,0,8.400000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,11.67,11.67,0.000000,0.000000

95,23:30-23:45,0,41.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.890000,36.020000,29.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,29.290000,85.380000,0,22.5,24.010000,271.550000,14.880000,11.66,0,0.000000,4.160000,12.650000,0,8.400000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,11.67,11.67,0.000000,0.000000

96,23:45-24:00,0,41.01,0,0,0,0,0,0,0,0,0,0.000000,14.640000,9.890000,36.020000,29.260000,260.750000,96.040000,86.630000,144.060000,96.040000,0.000000,8.160000,29.290000,192.080000,29.290000,85.380000,0,22.5,24.010000,271.550000,14.880000,11.66,0,0.000000,4.160000,12.650000,0,8.400000,114.810000,7.5,0.000000,0,7.5,24.010000,0.000000,11.67,11.67,0.000000,0.000000

