Column1,Time,GNA/NR/2025/02/16/1676,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/9969,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/02/01/7432,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2594,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/02/01/2143,GNA/SR/2025/02/01/6460,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1380,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/02/01/4863,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/WR/2025/01/01/8625,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08
77,19:00-19:15,0,86.71,1.25,8.65,43.26,0,50,28.76,23.07,0,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0,31,0,271.81,21.66,0,0,0,0.92,8.65,9.79,21.49,0,0,0,7.17,50,200,0,0,7.17,0,21.67,0,0,0,0,0,6.67

78,19:15-19:30,0,86.71,1.25,8.65,43.26,0,50,28.76,23.07,0,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0,31,0,271.81,21,0,0,0,0.92,8.65,9.67,21.49,0,0,0,7.17,50,200,0,0,7.17,0,21,0,0,0,0,0,6.67

79,19:30-19:45,0,86.71,1.25,8.65,43.26,0,50,28.76,23.07,0,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0,31,0,271.81,31.66,0,0,0,0.92,8.65,26.41,21.49,0,0,0,7.17,50,200,0,0,7.17,0,31.67,0,0,0,0,0,6.67

80,19:45-20:00,0,86.71,1.25,8.65,43.26,0,50,28.26,23.07,0,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0,31,0,271.81,31,0,0,0,0.92,8.65,27.61,21.49,0,0,0,7.17,50,200,0,0,7.17,0,31,0,0,0,0,0,6.67

81,20:00-20:15,0,86.71,1.25,8.65,43.26,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,113.11,23.07,75,0,32,0,271.81,25.66,0,0,0,0.92,8.65,21.61,21.49,0,0,0,7.17,50,150,0,0,7.17,0,25.67,0,0,0,0,0,8.67

82,20:15-20:30,0,86.71,1.25,8.65,43.26,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,113.11,23.07,75,0,32,0,271.81,25,0,0,0,0.92,8.65,21.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,25,0,0,0,0,0,8.33

83,20:30-20:45,0,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,65.98,23.07,75,0,32,0,271.81,24.34,0,0,0,0.92,8.65,21.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,24.33,0,0,0,0,0,7.67

84,20:45-21:00,0,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,65.98,23.07,75,0,32,0,271.81,23.34,0,0,0,0.92,8.65,21.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,23.33,0,0,0,0,0,7

85,21:00-21:15,0,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,65.98,23.07,75,0,25.65,0,271.81,22.34,0,0,0,0.92,8.65,20.61,21.49,0,0,0,7.17,50,150,0,0,7.17,0,22.33,0,0,0,0,0,6.67

86,21:15-21:30,0,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,65.98,23.07,75,0,25.65,0,271.81,21.66,0,0,0,0.92,8.65,20.21,21.49,0,0,0,7.17,50,150,0,0,7.17,0,21.67,0,0,0,0,0,6.67

87,21:30-21:45,0,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,65.98,23.07,75,0,25.65,0,271.81,20.66,0,0,0,0.92,8.65,23.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,20.67,0,0,0,0,0,6.67

88,21:45-22:00,0,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.38,0.62,32,260.13,70.13,23.07,75,0,25.65,0,271.81,19.66,0,0,0,0.92,8.65,22.61,21.49,0,0,0,7.17,50,150,0,0,7.17,0,19.67,0,0,0,0,0,6.67

89,22:00-22:15,47.56,86.71,1.25,8.65,23.07,0,50,28.26,23.07,0,100.15,1.29,0.62,32,260.13,70.13,23.07,75,0,25.65,15.85,271.81,18.66,0,0,0,0.92,8.65,22.21,21.49,0,0,0,7.17,50,150,0,0,7.17,0,18.67,0,0,0,0,0,6.67

90,22:15-22:30,47.56,86.71,1.25,8.65,23.07,0,50,27.75,23.07,0,100.15,1.29,0.62,32,260.13,70.13,23.07,75,0,25.65,15.85,271.81,17.34,0,0,0,0.92,8.65,22.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,17.33,0,0,0,0,0,6.67

91,22:30-22:45,47.56,74.53,1.25,8.65,23.07,0,50,27.75,23.07,0,100.15,1.29,0.62,32,229.66,70.13,23.07,75,0,25.65,15.85,271.81,16.34,0,0,0,0.92,8.65,24.21,21.49,0,0,0,7.17,50,150,0,0,7.17,0,16.33,0,0,0,0,0,6.67

92,22:45-23:00,47.56,74.53,1.25,8.65,23.07,0,50,27.75,23.07,0,100.15,1.29,0.62,32,229.66,70.13,23.07,75,0,25.65,15.85,271.81,16,0,0,0,0.92,8.65,23.61,21.49,0,0,0,7.17,50,150,0,0,7.17,0,16,0,0,0,0,0,6.67

93,23:00-23:15,47.56,74.53,1.2,8.65,23.07,0,50,27.25,23.07,0,100.15,1.29,0.62,32,229.66,70.13,23.07,75,0,25.65,15.85,271.81,15.34,0,0,0,0.92,8.65,28.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,15.33,0,0,0,0,0,6.67

94,23:15-23:30,47.56,74.53,1.2,8.65,23.07,0,50,27.25,23.07,0,100.15,1.29,0.62,32,229.66,70.13,23.07,75,0,25.65,15.85,271.81,15.34,0,0,0,0.92,8.65,26.81,21.49,0,0,0,7.17,50,150,0,0,7.17,0,15.33,0,0,0,0,0,6.67

95,23:30-23:45,47.56,74.53,1.2,8.65,23.07,0,50,27.25,23.07,0,100.15,1.29,0.62,32,229.66,70.13,23.07,75,0,25.65,15.85,271.81,15.34,0,0,0,0.92,8.65,26.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,15.33,0,0,0,0,0,6.67

96,23:45-24:00,47.56,74.53,1.2,8.65,23.07,0,50,27.25,23.07,0,100.15,1.29,0.62,32,229.66,70.13,23.07,75,0,25.65,15.85,271.81,15.34,0,0,0,0.92,8.65,25.01,21.49,0,0,0,7.17,50,150,0,0,7.17,0,15.33,0,0,0,0,0,6.67

