Block,Time,CHAMERA3,SINGRAULI_HYDRO,RAPPB,KOLDAM,DADRI_GF,RAMPUR,RIHAND3,AURY_GF,AURY_LF,UNCHAHAR3,DHAULIGNGA,TEHRI,ANTA_RF,SALAL,CHAMERA2,ANTA_LF,RIHAND2,KOTESHWR,AURY_RF,URI,DADRI_LF,DADRI_CRF,SINGRAULI,DULHASTI,KHSTPP-II,NAPP,TANAKPUR,UNCHAHAR4,BRBCL,URI2,AURY_CRF,RIHAND1,TALA,TANDA2,KHSTPP-I,ANTA_CRF,UNCHAHAR2,JHAJJAR,DADRT2,BSIUL,DADRI_RF,ANTA_GF,PARBATI3,RAPPC,UNCHAHAR1,NJPC,CHAMERA1,SEWA2,KISHANGANGA,KUDGI,GANDHAR-NAPM,KHARGONE-I,KAWAS-ComGas,VSTPS III,NLCIIST2,MAPS,KAPS,VSTPS I,TALST2,KKNP,LARA-I,GANDHAR-ComGas,MOUDA,VSTPS IV,NNTPP,KSTPS I&II,KSTPS7,KGSU3AND4,GADARWARA-I,VALLURNTECL,TAPS-II,KGSU1AND2,KAWAS-RLNG,KAWAS-APM,GANDHAR-APM,RSTPSU7,NLCTS2EXP,KAWAS-zLIQ,GANDHAR-RLNG,RSTPSU1TO6,VSTPS V,NLCEXP,SOLAPUR,SASAN,SIPAT II,FSTPP I & II,NTPL,SIPAT I,SIMHST2,MOUDA_II,KAWAS-NAPM,VSTPS II,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,30.656970,0.823878,0.000000,0.000000,0.000000,0.942844,122.319536,0.000000,0.000000,22.386254,9.585953,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.866930,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,41.747584,380.546595,549.703627,12.672428,0.000000,0.000000,0.000000,58.459490,13.852712,48.895475,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

56,13:45-14:00,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,122.319536,0.000000,0.000000,22.386254,9.585953,0.000000,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.866930,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,41.747584,437.677136,582.361551,12.672428,0.000000,0.000000,0.000000,58.459490,17.093991,73.343211,0.000000,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

57,14:00-14:15,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,122.319536,0.000000,0.000000,22.395922,9.585953,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.866930,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,457.890595,587.059813,12.672428,11.601600,0.000000,0.000000,58.459490,17.103659,73.343211,13.582921,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

58,14:15-14:30,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,122.319536,0.000000,0.000000,25.615366,9.585953,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.866930,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,457.890595,617.514013,12.672428,11.601600,0.000000,0.000000,58.459490,20.187751,73.343211,27.165842,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.86,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

59,14:30-14:45,30.656970,0.823878,0.000000,0.831226,0.000000,1.885687,122.319536,0.000000,0.000000,25.615366,9.585953,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.866930,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,12.672428,11.601600,0.000000,16.114346,58.459490,20.187751,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.62,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

60,14:45-15:00,30.656970,0.823878,0.000000,1.662450,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,9.585953,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.866930,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,12.672428,11.601600,0.000000,16.114346,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.62,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

61,15:00-15:15,30.656970,0.823878,0.000000,1.683231,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,9.585953,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,8.669296,1.380209,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,12.672428,11.601600,0.000000,16.114346,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.62,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

62,15:15-15:30,30.656970,0.823878,0.000000,2.057283,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,7.779904,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,8.669296,1.380209,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,11.601600,0.000000,16.114346,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.88,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

63,15:30-15:45,30.656970,0.823878,0.000000,2.057283,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,0.000000,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,8.669296,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,11.601600,0.000000,16.114346,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.80,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

64,15:45-16:00,30.656970,0.823878,0.000000,2.057283,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,0.000000,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,11.601600,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,5.573119,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,11.601600,0.000000,16.114346,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.60,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

65,16:00-16:15,30.656970,0.823878,0.000000,3.085924,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,0.000000,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,18.683507,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,5.573119,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,22.113810,0.000000,3.760014,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.60,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

66,16:15-16:30,30.656970,0.823878,0.000000,3.085924,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,0.000000,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,18.683507,51.232666,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,5.573119,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,22.113810,0.000000,3.760014,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.60,0.84,0.000000,0.007185,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

67,16:30-16:45,30.656970,0.823878,0.000000,3.085924,0.000000,1.885687,122.319536,0.000000,0.000000,26.064928,0.000000,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,18.683507,51.232666,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,5.573119,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,22.113810,0.000000,3.357155,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.60,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

68,16:45-17:00,30.656970,0.823878,0.000000,3.085924,0.000000,2.357110,122.319536,0.000000,0.000000,26.064928,0.000000,0.000000,5.294777,80.886355,42.186474,0.000000,116.683092,8.423597,18.683507,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,5.573119,1.380209,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.530828,0.000000,42.100250,486.492987,666.463483,19.008642,22.113810,0.000000,3.357155,58.459490,20.206023,122.238685,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.60,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

69,17:00-17:15,30.656970,0.823878,0.000000,3.085924,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,0.000000,8.880131,4.982404,80.886355,42.186474,0.000000,116.683092,8.423597,18.683507,45.895930,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.238471,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,666.463483,19.008642,22.113810,0.000000,3.357155,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.57,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

70,17:15-17:30,30.656970,0.823878,0.000000,3.085924,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,0.000000,17.760263,4.982404,80.886355,42.186474,0.000000,116.683092,8.423597,18.361659,45.895930,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.238471,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,666.463483,12.672428,22.113810,0.000000,3.357155,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.57,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

71,17:30-17:45,30.656970,0.823878,0.000000,3.085924,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,0.000000,17.760263,4.982404,80.886355,42.186474,0.000000,116.683092,8.423597,18.361659,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,647.678173,12.672428,22.113810,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.57,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

72,17:45-18:00,30.656970,0.823878,0.000000,2.493676,0.000000,2.357110,122.319536,0.000000,0.000000,26.064928,0.000000,17.760263,4.982404,80.886355,42.186474,0.000000,116.683092,8.423597,18.361659,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,0.743082,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,647.678173,12.672428,22.113810,0.000000,16.114346,58.459490,20.206023,122.238685,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.57,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

73,18:00-18:15,30.656970,0.823878,0.000000,2.493676,0.000000,2.357110,122.319536,0.000000,0.000000,26.064928,0.000000,17.760263,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,18.361659,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,6.687742,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,591.534440,6.274532,22.113810,0.000000,3.357155,58.459490,20.206023,122.238685,24.440704,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.009579,0.000000,0.000000,1.57,0.84,0.000000,0.007006,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

74,18:15-18:30,30.656970,0.823878,0.000000,2.493676,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,1.389268,26.640394,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,18.361659,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,6.687742,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,587.794581,6.274532,22.113810,0.000000,3.357155,58.459490,20.206023,146.686423,24.440704,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.014522,0.000000,0.000000,1.57,0.84,0.000000,0.011496,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

75,18:30-18:45,30.656970,0.823878,0.000000,2.493676,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,16.671223,26.640394,0.000000,80.886355,42.186474,0.000000,116.683092,8.423597,2.641881,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,6.687742,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,587.794581,12.672428,4.171968,0.000000,14.771484,58.459490,20.206023,146.686423,30.550880,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.014522,0.000000,0.000000,1.70,0.84,0.000000,0.012574,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

76,18:45-19:00,30.656970,0.823878,0.000000,3.085924,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,28.757859,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,55.724244,142.618106,42.456523,6.687742,1.366282,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,587.794581,19.008642,0.000000,0.000000,14.771484,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019312,0.000000,0.000000,1.86,0.84,0.000000,0.014371,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

77,19:00-19:15,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,18.361659,49.097971,0.000000,0.000000,101.530339,55.724244,142.618106,42.456523,6.687742,1.366282,14.502010,34.469029,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,661.358393,19.008642,19.458203,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019312,0.000000,0.000000,1.88,0.84,0.000000,0.021556,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

78,19:15-19:30,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,18.361659,51.232666,0.000000,0.000000,101.530339,55.724244,142.618106,42.456523,6.687742,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,666.463483,19.008642,22.113810,0.000000,18.800070,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019312,0.000000,0.000000,1.88,0.84,0.000000,0.021556,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

79,19:30-19:45,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,18.361659,51.232666,0.000000,0.000000,101.530339,53.533145,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,666.463483,19.008642,22.113810,0.000000,52.371626,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019312,0.000000,0.000000,1.88,0.84,0.000000,0.021556,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

80,19:45-20:00,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,18.361659,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,666.463483,19.008642,22.113810,0.000000,52.371626,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.10,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019312,0.000000,0.000000,1.88,0.84,0.000000,0.021556,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

81,20:00-20:15,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,2.641881,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,585.269801,19.008642,3.432222,0.000000,52.371626,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.12,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021556,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

82,20:15-20:30,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,584.256093,19.008642,0.000000,0.000000,52.371626,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021556,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

