Block,Time Block,NAPP,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,NLCEXP,NJPC,MAPS,KHSTPP-II,KHSTPP-I,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,JHAJJAR,CHAMERA2,CHAMERA3,BSIUL,BRBCL,CHAMERA1,NNTPP,NTPL,PARBATI3,RAPPB,PARBATI2,NLCIIST1,NLCIIST2,RAMPUR,NLCTS2EXP,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,UNCHAHAR1,UNCHAHAR3,TEHRIPSP,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,ANTA_GF,UNCHAHAR4,VALLURNTECL,URI2,RAPPC,RIHAND2,RIHAND1,RAPPD,RIHAND3,SIMHST2,RSTPSU1TO6,SASAN,SIMHST1,RSTPSU7,SALAL,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,106.56,32.76,0,0,31.82,14.11,7.39,56.87,188.12,47.31,33.95,6.31,20.08,0,0,0,57.99,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,13.65,10.75,14.33,0,0,0,23.99,51.26,0,0,1.05,0,36.92,66,122.04,95.84,24.33,120.02,0,0,405.12,0,0,78.69,0,0,0,0,0,0

54,13:15-13:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,106.56,32.76,0,0,31.82,14.11,7.39,56.87,188.12,47.31,33.95,6.31,18.27,0,0,0,57.99,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,14.09,10.75,14.33,0,0,0,23.99,51.26,0,0,1.05,0,36.92,66,122.04,95.84,24.33,120.02,0,0,405.12,0,0,78.69,0,0,0,0,0,0

55,13:30-13:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,106.56,32.76,0,0,21.21,14.11,7.39,56.87,188.12,47.31,33.95,12.61,21.45,0,0,0,71.37,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,13.65,10.75,14.33,0,0,0,23.99,51.26,0,0,1.05,0,36.92,66,122.04,95.84,24.33,120.02,0,0,405.12,0,0,78.69,0,0,0,0,0,0

56,13:45-14:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,106.56,32.76,0,0,21.21,14.11,7.39,56.87,188.12,47.31,33.95,12.61,21.14,0,0,0,71.37,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,13.65,10.75,14.33,0,9.49,0,23.99,51.26,0,0,1.05,0,36.92,66,122.04,95.84,24.33,120.02,0,0,405.12,0,0,78.69,0,0,0,0,0,0

57,14:00-14:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,106.56,32.76,0,0,21.21,14.11,0,56.87,188.12,47.31,33.95,12.61,18.68,13.59,0,0,71.37,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,0,10.75,14.33,0,18.98,0,23.99,49.13,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

58,14:15-14:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,106.56,32.76,0,0,21.21,14.11,7.36,56.87,188.12,47.31,33.95,12.61,19.98,27.18,0,0,71.37,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.13,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

59,14:30-14:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,123.65,32.76,0,0,21.21,14.11,7.36,56.87,188.12,47.31,33.95,12.61,22.17,27.18,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.13,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

60,14:45-15:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,123.65,32.76,0,0,21.21,14.11,7.36,56.87,226.83,47.31,33.95,12.61,20.61,40.78,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.13,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

61,15:00-15:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,123.65,32.76,0,0,21.21,14.11,7.36,56.87,226.83,47.31,33.95,12.61,19.93,40.78,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.23,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,49.46,0,0,0,0,0,0

62,15:15-15:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,123.65,32.76,0,0,21.21,14.11,7.36,56.87,226.83,47.31,33.95,12.61,22.84,40.78,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,4.3,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,49.46,0,0,0,0,0,0

63,15:30-15:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,123.65,38.21,0,0,21.21,14.11,7.36,56.87,226.83,47.31,33.95,6.31,21.8,40.78,0,0,62.45,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,4.3,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,49.46,0,0,0,0,0,0

64,15:45-16:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,95.3,29.45,0,0,21.21,10.19,7.36,56.87,226.83,47.31,33.95,6.31,19,27.14,0,0,62.45,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,4.3,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.83,24.33,88.87,0,0,405.12,0,0,49.46,0,0,0,0,0,0

65,16:00-16:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,95.3,29.45,0,0,21.21,10.19,7.36,56.87,226.83,47.31,33.95,6.31,17.58,27.14,0,0,46.09,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.65,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,49.46,0,0,0,0,0,0

66,16:15-16:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,95.56,29.45,0,0,21.21,10.19,7.36,56.87,323.6,47.31,33.95,6.31,20.13,27.14,0,0,46.09,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.65,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,49.46,0,0,0,0,0,0

67,16:30-16:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,95.3,29.45,0,0,21.21,10.19,7.36,56.87,323.6,47.31,33.95,6.31,20.97,27.14,0,0,46.09,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.65,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,61.84,0,0,0,0,0,0

68,16:45-17:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,97.83,29.45,0,0,21.21,10.19,7.36,56.87,323.6,47.31,33.95,6.31,17.42,27.14,0,0,62.45,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.65,0,9.92,0,10.75,14.33,0,28.47,0,23.99,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

69,17:00-17:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,97.83,29.45,0,0,21.21,10.19,7.36,56.87,323.6,47.31,33.95,6.31,20.17,27.14,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.66,0,9.92,12.46,12.02,14.89,0,28.47,0,24.27,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

70,17:15-17:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,97.83,29.45,0,0,21.21,10.19,7.36,56.87,323.6,47.31,33.95,6.31,20.73,27.14,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.66,0,9.92,12.46,12.02,14.89,0,28.47,0,24.27,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

71,17:30-17:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,95.3,29.45,0,0,21.21,13.36,47.99,56.87,354.56,47.31,33.95,6.31,22.23,27.14,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.66,0,8.67,12.32,13.98,17.91,0,28.47,0,28.66,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

72,17:45-18:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,95.3,29.45,0,0,21.21,13.36,58.63,56.87,386.49,47.31,33.95,6.31,20.65,27.14,0,0,59.48,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,128.83,3.66,0,8.67,12.32,13.98,17.91,0,28.47,0,28.66,49.67,0,0,1.05,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,78.69,0,0,0,0,0,0

73,18:00-18:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,21.21,17.35,58.63,56.87,191.07,47.31,33.95,12.61,21.26,27.14,0,0,63.94,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,6.17,0,8.67,12.32,13.98,17.91,0,28.47,0,28.66,49.67,0,0,1.05,0,36.92,66,122.04,79.76,24.33,88.87,0,0,405.12,0,0,78.69,6.1,0,0,0,0,0

74,18:15-18:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,41.7,0,0,21.21,17.35,68.31,56.87,159.15,47.31,33.95,12.61,16.98,27.14,0,0,63.94,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,6.17,0,8.67,12.32,13.98,17.91,0,28.47,0,28.66,49.67,0,0,1.05,0,36.92,66,122.04,79.76,24.33,88.87,0,0,405.12,0,0,78.69,12.21,0,0,0,0,0

75,18:30-18:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,39.43,0,0,21.21,17.35,95.4,56.87,155.39,47.31,33.95,12.61,20.48,27.14,0,0,63.94,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,6.09,0,8.67,12.03,13.98,17.91,0,28.47,0,28.66,49.67,0,0,0.9,0,36.92,66,122.04,79.76,24.33,89.36,0,0,405.12,0,0,78.69,18.31,0,0,0,0,0

76,18:45-19:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,21.21,20.12,128.29,56.87,235.49,47.31,33.95,12.61,17.68,27.14,0,0,62.45,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.03,13.98,17.91,0,28.47,0,28.54,49.67,0,0,0.99,0,36.92,66,122.04,79.76,24.33,89.36,0,0,405.12,0,0,78.69,18.31,0,0,0,0,0

77,19:00-19:15,23.69,30.3,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,31.82,20.12,165.13,56.87,326.26,47.31,33.95,12.61,17.34,41.49,0,0,52.04,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.03,16.82,21.43,0,28.47,0,34.2,49.67,0,0,0.99,0,36.92,66,122.04,79.76,24.33,88.87,0,0,405.12,0,0,80.37,18.31,0,0,0,0,0

78,19:15-19:30,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,165.13,57.67,365.34,49.79,35.69,19.79,20.29,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.03,16.82,21.43,0,28.94,0,34.2,49.67,0,0,0.99,0,38.92,66,122.04,79.76,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

79,19:30-19:45,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,213.5,57.67,376.43,49.79,35.69,19.79,23.34,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.03,20.42,26.99,0,28.94,0,43.11,49.67,0,0,1.97,0,38.92,66,122.04,90.28,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

80,19:45-20:00,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,261.87,57.67,376.43,49.79,35.69,19.79,22.7,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.03,21.12,26.99,0,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,96.56,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

81,20:00-20:15,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,310.69,57.67,376.43,49.79,35.69,19.79,23.65,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.37,21.12,26.99,0,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,96.56,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

82,20:15-20:30,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,359.06,57.67,376.43,49.79,35.69,19.79,21.97,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.37,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,96.56,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

83,20:30-20:45,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,359.06,57.67,376.43,49.79,35.69,19.79,20.35,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.37,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,84.31,24.33,88.84,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

84,20:45-21:00,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,359.06,57.67,376.43,49.79,35.69,19.79,24.18,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.67,12.37,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,84.31,24.33,88.84,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

85,21:00-21:15,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,312.1,57.67,289.37,49.79,35.69,19.79,19.32,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,12.37,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

86,21:15-21:30,23.69,30.3,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,333.39,56.87,289.37,47.31,33.95,6.31,23.55,40.78,0,0,66.91,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,12.37,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,80.37,18.31,0,0,0,0,0

87,21:30-21:45,23.69,30.3,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,381.76,56.87,288.75,47.31,33.95,6.31,20.14,40.78,0,0,66.91,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,9.53,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,80.37,18.31,0,0,0,0,0

88,21:45-22:00,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,430.13,57.67,288.75,49.79,35.69,19.79,20.92,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,9.53,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,95.84,24.33,88.87,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

89,22:00-22:15,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,499.29,57.67,288.75,49.79,35.69,19.79,21.31,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,10.1,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

90,22:15-22:30,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,528.85,57.67,288.55,49.79,35.69,19.79,20.46,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,10.1,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

91,22:30-22:45,23.69,33.68,0,0,10.3,8.58,0,0,176.91,0,143.47,44.28,0,0,44.54,20.12,528.85,57.67,288.55,49.79,35.69,19.79,18.82,41.49,0,0,77.31,0,59.08,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,10.1,21.12,26.99,50.3,28.94,0,43.11,49.67,0,0,2.31,0,38.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,19.46,0,0,0,0,0

92,22:45-23:00,23.69,20.42,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,528.85,56.87,288.55,47.31,33.95,12.61,20.26,40.78,0,0,75.83,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,10.1,21.12,26.99,50.3,28.47,0,43.11,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,18.31,0,0,0,0,0

93,23:00-23:15,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,528.85,56.87,288.55,47.31,33.95,12.61,20.18,40.78,0,0,75.83,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,10.1,21.12,26.99,50.3,28.47,0,43.17,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,12.21,0,0,0,0,0

94,23:15-23:30,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,528.85,56.87,288.55,47.31,33.95,12.61,19.18,40.78,0,0,75.83,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,9.92,10.1,21.12,26.99,50.3,28.47,0,43.17,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,6.1,0,0,0,0,0

95,23:30-23:45,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,528.85,56.87,288.55,47.31,33.95,12.61,17.93,40.78,0,0,75.83,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.06,10.1,21.12,26.99,50.3,28.47,0,43.18,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,6.1,0,0,0,0,0

96,23:45-24:00,23.69,20.2,0,0,10.3,8.43,0,0,175.25,0,143.47,44.28,0,0,42.42,20.12,528.85,56.87,288.55,47.31,33.95,12.61,15.94,40.78,0,0,75.83,0,56.16,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1.12,147.48,5.97,0,8.06,10.1,21.12,26.99,50.3,28.47,0,43.18,49.67,0,0,2.31,0,36.92,66,122.04,95.84,24.33,88.84,0,0,405.12,0,0,80.37,6.1,0,0,0,0,0

