Time,Block,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01082024/31082024/SKS-Raigarh,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug24,NR/01082024/31082024/jitpl,NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/2024/21956/A/30543,NR/2024/21966/A/30308,NR/2024/21814/A/30522,NR/2024/21971/A/30518,NR/2024/21909/A/30486,NR/2024/22248/C,NR/2024/21961/A/30521,NR/2024/21968/A/30516,NR/2024/21918/A/30552,NR/2024/22081/A/30600,NR/30092023/26122029/SH-06,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/2024/22080/A/30176,NR/2024/21983/A/30275,NR/2024/21932/A/30300,NR/2024/21938/A/30520,NR/2024/21970/A/30517,NR/2024/21658/A/30250,NR/2024/21974/A/30519,NR/2024/21860/A/30601,NR/2024/22042/A/30248,NR/2024/22010/A/30563,NR/2024/21954/A/30538,NR/2024/21940/A/30540,NR/2024/22247/C,NR/01102023/23072042/L_NR_2012_04,NR/2024/21943/A/30537,NR/2024/22014/A/30249,NR/2024/22246/C,NR/2024/22245/C,Total
54,13:15-13:30,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,3.41,1225.38

55,13:30-13:45,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,5.48,1227.45

56,13:45-14:00,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,7.74,1229.71

57,14:00-14:15,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,5.87,1227.84

58,14:15-14:30,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,3.19,1225.16

59,14:30-14:45,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,8.01,1229.98

60,14:45-15:00,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,6.740000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,6.42,1228.39

61,15:00-15:15,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,7.710000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,4.97,1227.91

62,15:15-15:30,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,7.710000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,109.320000,5.56,1228.5

63,15:30-15:45,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,7.710000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,4.09,1281.69

64,15:45-16:00,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,48.160000,0.000000,0.000000,8.760000,0.960000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,3.33,1282.85

65,16:00-16:15,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,48.160000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,4.11,1283.54

66,16:15-16:30,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,48.160000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,2.06,1281.49

67,16:30-16:45,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,48.160000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,1.19,1280.62

68,16:45-17:00,13.610000,26.910000,0.000000,0.000000,8.760000,0.000000,8.590000,0.000000,0.000000,24.080000,48.160000,48.160000,26.270000,192.640000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,48.160000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,2.38,1281.81

69,17:00-17:15,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,24.080000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,2.47,1285.58

70,17:15-17:30,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,24.080000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,2.02,1285.13

71,17:30-17:45,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,24.080000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,1.39,1284.5

72,17:45-18:00,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,24.080000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,9.630000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,11.690000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,1.09,1284.2

73,18:00-18:15,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,24.080000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,10.600000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0.81,1273.2

74,18:15-18:30,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,24.080000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,10.600000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0.78,1273.17

75,18:30-18:45,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,10.600000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0.39,1292.04

76,18:45-19:00,17.290000,26.910000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.910000,0.000000,10.600000,0.000000,0.000000,0.000000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1291.65

77,19:00-19:15,17.290000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.320000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1297.16

78,19:15-19:30,17.290000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,26.320000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1297.16

79,19:30-19:45,17.290000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1289.39

80,19:45-20:00,17.290000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1289.39

81,20:00-20:15,18.670000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1290.77

82,20:15-20:30,18.670000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1290.77

83,20:30-20:45,18.670000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1290.77

84,20:45-21:00,18.670000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1290.77

85,21:00-21:15,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1287.55

86,21:15-21:30,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,11.560000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1287.55

87,21:30-21:45,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,10.600000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1286.59

88,21:45-22:00,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,0.000000,0.000000,26.270000,90.540000,240.800000,18.550000,0.000000,10.600000,0.000000,0.000000,0.000000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1286.59

89,22:00-22:15,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,10.600000,0.000000,0.000000,27.090000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1462.37

90,22:15-22:30,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,43.340000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,10.600000,0.000000,0.000000,27.090000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1462.37

91,22:30-22:45,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,67.420000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,10.600000,0.000000,0.000000,27.090000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1486.45

92,22:45-23:00,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,67.420000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,10.600000,0.000000,0.000000,27.090000,8.760000,0.920000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1486.45

93,23:00-23:15,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,67.420000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,9.630000,0.000000,0.000000,27.090000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1485.43

94,23:15-23:30,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,67.420000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,9.630000,0.000000,0.000000,27.090000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1485.43

95,23:30-23:45,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,67.420000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,9.630000,0.000000,0.000000,27.090000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1485.43

96,23:45-24:00,15.450000,32.000000,48.160000,0.000000,8.760000,48.160000,8.590000,192.640000,0.000000,67.420000,0.000000,48.160000,26.270000,0.000000,67.420000,81.270000,26.270000,90.540000,240.800000,18.550000,0.000000,9.630000,0.000000,0.000000,27.090000,8.760000,0.870000,26.270000,48.160000,3.850000,0.000000,24.000000,83.970000,27.930000,0.000000,38.530000,1.930000,163.980000,0,1485.43

