Block,Time Block,BRBCL,DADRI_CRF,AURY_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,RAPPD,RAMPUR,RAPPC,RIHAND1,RAPPB,TANDA2,RIHAND2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SEWA2,SINGRAULI,SALAL,RIHAND3,VALLURNTECL,ANTA_CRF,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_LF,ANTA_RF,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,TEHRI,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,KHSTPP-I,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,BSIUL,CHAMERA3,JHAJJAR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,CHAMERA2,DULHASTI,DADRT2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,105.65,336.17,0,0,0.94,1.97,0,0,0,0,0,135.19,51.49,116.28,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,108.13,0,0,0,0,8.31,0,28.47,0,0,0,53.3,24.7,12.56,11.24,126.6,0,0,10.72,0,15.67,57.32,329.09,0,0,0,0,0,0

56,13:45-14:00,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,105.65,336.17,0,0,0.94,1.97,0,0,0,0,0,135.19,51.49,116.28,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,108.13,0,0,0,0,8.31,0,28.44,0,0,0,53.3,24.7,12.56,11.24,126.6,0,0,10.72,0,15.67,57.32,329.09,0,0,0,0,0,0

57,14:00-14:15,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,119.92,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.64,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,105.69,0,0,0,0,8.31,0,34.18,0,0,0,53.3,24.7,12.56,11.24,126.6,0,0,11.73,0,15.67,57.32,329.09,0,0,0,0,0,0

58,14:15-14:30,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,105.69,0,0,0,0,8.31,0,34.26,0,0,0,53.3,24.7,12.56,11.24,126.6,0,0,11.73,0,15.67,57.32,329.09,0,0,0,0,0,0

59,14:30-14:45,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,102.55,0,0,0,0,8.31,0,33.69,0,0,0,53.3,24.7,12.56,11.24,126.6,0,0,11.73,0,15.67,57.32,329.09,0,0,0,0,0,0

60,14:45-15:00,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,53.3,24.7,12.56,11.24,145.86,0,0,15.86,0,15.67,57.32,329.09,0,0,0,0,0,0

61,15:00-15:15,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,53.3,24.7,12.56,11.24,145.86,0,0,15.86,0,15.67,57.32,329.09,0,0,0,0,0,0

62,15:15-15:30,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,53.3,24.7,12.56,11.24,145.86,0,0,15.86,0,15.67,57.32,329.09,0,0,0,0,0,0

63,15:30-15:45,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,0,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,53.3,24.7,12.56,22.47,145.44,0,0,15.86,0,31.34,57.32,329.09,0,0,0,0,0,0

64,15:45-16:00,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,3.86,120.01,336.17,0,0,0.94,1.97,0,0,0,0,6.07,144.82,51.49,125.99,0,0,12.99,1.19,36.7,17.29,0,0,0,0,29.01,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,53.3,24.7,12.56,22.47,145.44,0,0,15.86,0,31.34,57.32,329.09,13.53,0,0,0,0,0

65,16:00-16:15,19.27,0,0,0,0,0,0,0,0,28.9,2.11,66.54,93.66,0,2.93,120.01,336.17,0,0,0.94,8.02,0,0,0,0,6.07,144.82,38.62,125.99,0,0,12.22,1.19,36.7,17.29,0,0,0,0,26.02,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,53.3,24.7,12.56,22.47,145.44,0,0,15.86,0,31.34,57.32,329.09,13.53,0,0,0,0,0

66,16:15-16:30,19.27,0,0,0,0,0,0,0,0,28.9,3.17,66.54,93.66,0,2.93,120.01,336.17,0,0,0.94,8.02,0,0,0,0,6.07,144.82,38.62,125.99,0,0,12.22,1.19,36.7,17.29,0,0,0,0,26.02,48.39,0,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,79.94,24.7,12.56,22.47,145.44,0,0,15.86,0,31.34,57.32,329.09,27.07,0,0,0,0,0

67,16:30-16:45,19.27,0,0,0,0,0,0,0,0,28.9,3.17,66.54,93.66,0,2.93,120.01,336.17,0,0,0.94,8.02,0,0,0,0,6.07,144.82,38.62,125.99,0,0,12.22,1.19,36.7,16.46,0,0,0,0,26.02,48.39,11.37,0,0,0,0,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,79.94,24.7,12.56,22.47,145.44,0,0,15.86,0,31.34,57.32,329.09,27.07,0,0,0,0,0

68,16:45-17:00,19.27,0,0,0,0,0,0,0,0,28.9,3.17,66.54,93.66,0,2.93,120.01,336.17,0,0,0.94,8.02,0,0,0,0,12.15,144.82,38.62,125.99,0,0,12.22,1.19,36.7,16.46,0,0,0,0,26.02,48.39,11.37,0,0,0,4.13,0,10.05,114.8,0,0,0,0,8.31,0,35.19,0,0,0,79.94,24.7,12.56,22.47,145.44,0,0,15.86,0,47.02,57.32,329.09,40.6,0,0,0,0,0

69,17:00-17:15,19.27,0,0,0,0,0,0,0,0,28.9,3.17,66.54,93.66,0,2.93,120.01,336.17,0,0,0.94,3.71,0,0,0,0,18.21,144.82,38.62,125.99,0,0,12.22,1.19,36.7,16.46,0,0,0,0,26.02,50.44,11.37,0,0,0,16.26,5.8,10.05,142.86,0,0,0,0,8.31,0,43.86,0,0,0,79.94,24.7,6.28,22.47,145.44,0,0,15.86,0,47.02,57.32,329.09,40.6,0,0,0,0,0

70,17:15-17:30,19.27,0,0,0,0,0,0,0,0,28.9,4.24,66.54,93.66,0,2.93,120.01,336.17,0,0,0.94,3.71,0,0,0,0,18.21,144.82,38.62,125.99,0,0,12.22,1.19,36.7,16.46,0,0,0,0,26.02,50.44,22.72,0,0,0,18.92,7.24,10.05,142.86,0,0,0,2.31,8.31,0,43.86,0,0,0,106.61,24.7,6.28,22.47,116.54,0,0,15.86,0,47.02,57.32,329.09,40.6,0,0,0,0,0

71,17:30-17:45,19.27,0,0,0,0,0,0,0,0,28.9,4.24,66.54,93.66,0,4.22,120.01,336.17,0,0,0.94,3.71,0,0,0,0,18.21,144.82,38.62,125.99,0,0,12.22,1.19,36.7,16.46,0,0,0,0,26.02,50.44,22.72,0,0,0,18.92,14.47,10.05,142.86,0,0,0,4.61,8.31,0,43.86,0,0,0,106.61,24.7,6.28,22.47,116.96,0,0,15.86,0,47.02,57.32,329.09,40.6,0,0,0,0,0

72,17:45-18:00,19.27,0,0,0,0,0,0,0,0,28.9,4.24,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,3.71,0,0,0,0,18.21,144.82,38.62,125.99,0,0,16.37,0.83,36.7,20.53,0,0,0,0,33.24,50.44,22.72,0,0,0,18.92,14.47,10.05,142.86,0,0,0,6.93,8.31,0,43.86,0,0,0,106.61,24.7,6.28,22.47,167.61,0,10.55,15.86,0,47.02,57.32,330.06,40.6,0,0,0,0,0

73,18:00-18:15,19.27,0,0,0,0,0,0,0,0,28.9,4.24,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.72,0,0,0,0,18.21,144.82,51.49,125.99,0,0,16.37,0.83,36.7,21,0,0,0,0,33.5,50.44,34.09,0,0,0,18.92,14.47,10.05,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,106.61,24.7,12.56,22.47,257.08,0,10.55,18.96,0,47.02,57.32,330.06,40.6,0,0,0,0,0

74,18:15-18:30,19.27,0,0,0,0,0,0,0,0,28.9,4.24,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.72,0,0,0,0,18.21,144.82,51.49,125.99,0,0,18.68,1.22,36.7,26.11,0,0,0,0,40.97,50.44,34.09,0,0,0,23.65,21.71,10.05,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,106.61,24.7,12.56,22.47,358.13,0,21.08,20.04,0,47.02,57.32,437.84,40.6,0,0,0,0,0

75,18:30-18:45,19.27,0,0,22.68,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,51.49,125.99,0,0,20.52,1.26,38.69,26.13,0,11.08,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,542.78,40.6,0,0,0,0,0

76,18:45-19:00,19.27,0,0,23,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,76.47,125.99,0,0,20.52,1.26,38.69,26.13,0,11.08,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,609.05,40.6,0,0,0,0,0

77,19:00-19:15,19.27,0,0,19.44,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,76.47,125.99,0,0,20.52,1.26,38.69,26.13,0,11.08,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

78,19:15-19:30,19.27,0,0,22.69,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,76.47,125.99,0,0,20.52,1.26,38.69,26.13,0,11.17,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

79,19:30-19:45,19.27,0,0,22.69,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,76.47,125.99,0,0,20.52,1.26,38.69,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

80,19:45-20:00,19.27,0,0,23,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,76.47,125.99,0,0,20.52,1.26,38.69,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

81,20:00-20:15,19.27,0,0,19.12,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,3.04,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,76.47,125.99,0,0,20.52,1.26,38.69,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

82,20:15-20:30,19.27,0,0,23.33,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,4.9,120.01,336.17,0,0,0.94,1.11,0,0,0,0,19.35,144.82,51.49,125.99,0,0,20.52,1.26,38.69,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

83,20:30-20:45,19.27,0,0,23.33,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,4.9,120.01,336.17,0,0,0.94,1.11,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,23.65,21.71,10.05,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,21.08,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

84,20:45-21:00,19.27,0,0,23.33,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,4.9,120.01,336.17,0,0,0.94,1.11,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,22.18,21.71,10.05,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,21.08,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

85,21:00-21:15,19.27,0,0,23.33,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,4.9,120.01,336.17,0,0,0.94,1.11,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,22.18,21.71,10.05,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,21.08,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

86,21:15-21:30,19.27,0,0,23.33,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,4.9,120.01,336.17,0,0,0.94,1.11,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.33,0,0,41.81,48.39,34.09,0,0,0,23.65,21.71,10.05,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,31.63,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

87,21:30-21:45,19.27,0,0,23.33,18.29,0,0,0,0,28.9,6.26,66.54,93.66,0,3.97,120.01,336.17,0,0,0.94,0,0,0,0,0,19.35,144.82,51.49,125.99,0,0,20.52,1.26,38.69,26.13,0,11.48,0,0,41.81,48.39,34.09,0,0,0,57.64,57.33,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,159.9,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

88,21:45-22:00,19.27,0,0,23.33,18.29,0,0,0,0,28.9,6.26,66.54,93.66,0,3.97,120.01,336.17,0,0,0.94,0,0,0,0,0,19.35,144.82,51.49,125.99,0,0,20.52,1.26,38.69,26.13,0,11.48,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,11.16,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,159.9,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

89,22:00-22:15,19.27,0,0,23.33,18.29,0,0,0,0,28.9,6.26,66.54,93.66,0,3.97,120.01,336.17,0,0,0.94,0,0,0,0,0,19.35,144.82,51.49,125.99,0,0,20.52,1.26,38.69,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,22.32,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,159.9,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

90,22:15-22:30,19.27,0,0,23.33,18.29,0,0,0,0,28.9,6.26,66.54,93.66,0,3.97,120.01,336.17,0,0,0.94,0,0,0,0,0,19.35,144.82,51.49,125.99,0,0,20.52,1.26,38.69,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,57.64,42.7,22.32,142.86,0,0,0,9.24,8.36,0,43.86,0,0,0,159.9,24.7,18.84,33.74,366.83,0,42.17,17.94,0,48.54,58.02,660.96,40.6,0,0,0,0,0

91,22:30-22:45,19.27,0,0,23.33,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,5.15,120.01,336.17,0,0,0.94,0,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,36.95,18.09,20.08,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,366.83,0,21.08,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

92,22:45-23:00,19.27,0,0,52.23,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,5.15,120.01,336.17,0,0,0.94,0,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,36.95,18.09,20.08,142.86,0,0,0,9.24,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,368.76,0,10.55,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

93,23:00-23:15,19.27,0,0,61.86,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,5.15,120.01,336.17,0,0,0.94,0,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,36.95,18.09,20.08,142.86,0,0,0,6.93,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,373.58,0,10.55,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

94,23:15-23:30,19.27,0,0,61.86,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,5.15,120.01,336.17,0,0,0.94,0,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,36.95,18.09,20.08,142.86,0,0,0,6.93,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,373.58,0,10.55,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

95,23:30-23:45,19.27,0,0,61.86,18.29,0,0,0,0,28.9,5.3,66.54,93.66,0,5.15,120.01,336.17,0,0,0.94,0,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,36.95,21.71,20.08,142.86,0,0,0,6.93,8.31,0,43.86,0,0,0,133.25,24.7,18.84,33.74,373.58,0,10.55,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

96,23:45-24:00,19.27,0,0,61.86,18.29,0,0,0,0,28.9,4.24,66.54,93.66,0,5.15,120.01,336.17,0,0,0.94,0,0,0,0,0,18.21,144.82,51.49,125.99,0,0,20.52,1.26,36.7,26.13,0,11.64,0,0,41.81,48.39,34.09,0,0,0,36.95,21.71,20.08,142.86,0,0,0,6.93,8.31,0,43.86,0,0,0,106.61,24.7,18.84,33.74,373.58,0,10.55,17.94,0,47.02,57.32,660.96,40.6,0,0,0,0,0

