Column1,Time,GNA/NR/2025/02/01/2143,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/2594,GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/9969,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625
81,20:00-20:15,28.85,271.95,0.63,229.26,28.85,75,50,67.88,28.85,1.3,100.2,1.38,25.74,0.92,50,26.99,150,0,32.61,0,7.17,0,21.49,6.23,7.17,13,13,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

82,20:15-20:30,28.85,271.95,0.63,198.49,28.85,75,50,67.88,28.85,1.3,100.2,1.38,25.74,0.92,50,26.99,150,0,32.81,0,7.17,0,21.49,6.23,7.17,14.34,14.33,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

83,20:30-20:45,28.85,271.95,0.63,198.49,28.85,75,50,59.47,28.85,1.3,100.2,1.38,25.74,0.92,50,26.99,150,0,29.21,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

84,20:45-21:00,28.85,271.95,0.63,198.49,28.85,75,50,59.47,28.85,1.3,100.2,1.38,25.74,0.92,50,26.99,150,0,28.21,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

85,21:00-21:15,25.97,271.95,0.63,166.08,25.97,75,50,59.47,25.97,1.3,100.2,1.38,25.74,0.92,50,26.99,150,0,27.81,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

86,21:15-21:30,25.97,271.95,0.63,166.08,25.97,75,50,59.47,25.97,1.3,100.2,1.38,25.23,0.92,50,26.99,150,0,26.21,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

87,21:30-21:45,25.97,271.95,0.63,227.86,25.97,75,50,67.2,25.97,1.3,100.2,1.38,25.23,0.92,50,26.99,150,0,27.01,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

88,21:45-22:00,25.97,271.95,0.63,203.16,25.97,75,50,70.18,25.97,1.3,100.2,1.38,25.23,0.92,50,26.99,150,0,25.41,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

89,22:00-22:15,25.97,271.95,0.63,193.54,25.97,75,50,70.18,25.97,1.25,78.87,1.38,25.23,0.92,50,26.99,150,0,23.61,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

90,22:15-22:30,25.97,271.95,0.63,193.54,25.97,75,50,70.18,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,21.81,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

91,22:30-22:45,25.97,271.95,0.63,193.54,25.97,75,50,70.18,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,29.61,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

92,22:45-23:00,25.97,271.95,0.63,193.54,25.97,75,50,70.18,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,28.01,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

93,23:00-23:15,25.97,230.83,0.63,193.54,25.97,75,50,59.47,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,26.21,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

94,23:15-23:30,25.97,192.36,0.63,193.54,25.97,75,50,59.47,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,24.61,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

95,23:30-23:45,25.97,149.57,0.63,162.54,25.97,75,50,59.47,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,22.41,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

96,23:45-24:00,25.97,149.57,0.63,162.54,25.97,75,50,59.47,25.97,1.25,52.9,1.38,24.73,0.92,50,26.99,150,0,20.01,0,7.17,0,21.49,6.23,7.17,14.66,14.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

