Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/15082024/APL-Raigarh,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/SKS-Raigarh,NR/01102023/19072037/LT-05,GNA/SR/2024/08/13/6665,NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13
79,19:30-19:45,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,11.93,0,48.08,0,0,0,32,6.2891061,100.19,261.1,30.5,0,0,0,86.75,0,0,0,50,0,16.66,0,0.57,0,0,41.67,0,7,0,0,0,0,41.67,0,11.66,16.67,0.11

80,19:45-20:00,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,11.93,0,48.08,0,0,0,32,6.2891061,100.19,261.1,30.5,0,0,0,86.75,0,0,0,50,0,16.66,0,0.56,0,0,40.67,0,7,0,0,0,0,40.67,0,11.34,16.67,0.11

81,20:00-20:15,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,11.93,0,48.08,0,0,0,30.5,6.47143275,100.19,261.1,30.5,0,0,0,86.75,0,0,0,50,0,16.66,0,0,0,0,38.33,0,7,0,0,0,0,38.33,0,11,16.67,0

82,20:15-20:30,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,11.93,0,48.08,0,0,0,30.5,6.47143275,100.19,261.1,30.5,0,0,0,86.75,0,0,0,50,0,16.66,0,0,0,0,37,0,7,0,0,0,0,37,0,10.34,16.67,0

83,20:30-20:45,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,12.63,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,37.67,0,12.54,0,0,0,0,35,0,7,0,0,0,0,35,0,10,12.56,0

84,20:45-21:00,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,13.82,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,35.99,0,11.99,0,0,0,0,33,0,7,0,0,0,0,33,0,9.34,12,0

85,21:00-21:15,28.26,192.34,17.08,48.08,271.92,12.39,114.92,48.08,12.63,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,31.93,0,10.65,0,0,0,0,32,0,7,0,0,0,0,32,0,9,10.64,0

86,21:15-21:30,28.26,192.34,17.08,48.08,271.92,12.39,114.92,48.08,13.82,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,27.97,0,9.32,0,0,0,0,31,0,7,0,0,0,0,31,0,9,9.32,0

87,21:30-21:45,27.75,192.34,17.08,48.08,271.92,12.39,114.92,48.08,16.15,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,25.23,0,8.4,0,0,0,0,29.33,0,7,0,0,0,0,29.33,0,8.66,8.41,0

88,21:45-22:00,27.75,192.34,17.08,48.08,271.92,12.39,114.92,48.08,16.15,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,22.47,0,7.49,0,0,0,0,29.33,0,7,0,0,0,0,29.33,0,8.66,7.49,0

89,22:00-22:15,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,17.72,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,22,0,7.34,0,0,0,0,29,0,7,0,0,0,0,29,0,8.66,7.33,0

90,22:15-22:30,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,18.91,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,22,0,7.34,0,0,0,0,28.33,0,7,0,0,0,0,28.33,0,8.34,7.33,0

91,22:30-22:45,29.27,192.34,17.08,48.08,271.92,12.39,114.92,48.08,20.09,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,22,0,7.34,0,0,0,0,28.33,0,7,0,0,0,0,28.33,0,8.34,7.33,0

92,22:45-23:00,29.27,192.34,17.08,48.08,271.92,12.39,114.92,48.08,20.09,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,24.5,0,8.16,0,0,0,0,28.67,0,7,0,0,0,0,28.67,0,8,8.17,0

93,23:00-23:15,29.27,192.34,17.08,48.08,271.92,12.39,114.92,48.08,21.28,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,25.5,0,8.5,0,0,0,0,28,0,7,0,0,0,0,28,0,8,8.5,0

94,23:15-23:30,28.77,192.34,17.08,48.08,271.92,12.39,114.92,48.08,21.28,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,27.5,0,9.16,0,0,0,0,28,0,7,0,0,0,0,28,0,8,9.17,0

95,23:30-23:45,28.26,192.34,17.08,48.08,271.92,12.39,114.92,48.08,22.47,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,28.5,0,9.5,0,0,0,0,28,0,7,0,0,0,0,28,0,8,9.5,0

96,23:45-24:00,28.26,192.34,17.08,48.08,271.92,12.39,114.92,48.08,23.48,0,48.08,0,0,0,30.5,0,100.19,261.1,30.5,0,0,0,86.75,0,0,0,31,0,10.34,0,0,0,0,28,0,7,0,0,0,0,28,0,8,10.33,0

