Block,Time,KHSTPP-I,KGSU3AND4,NLCTS2EXP,DADRI_RF,RIHAND2,FSTPP I & II,BRBCL,URI,KHSTPP-II,TALA,DULHASTI,TALST2,KKNP,MAPS,KHARGONE-I,VSTPS II,VSTPS V,RSTPSU7,KSTPS7,NLCIIST2,NTPL,VSTPS IV,SIMHST2,KAWAS-NAPM,SIPAT II,NNTPP,MOUDA_II,VALLURNTECL,NLCIIST1,VSTPS I,SOLAPUR,GANDHAR-APM,SASAN,KAWAS-ComGas,GADARWARA-I,VSTPS III,KAWAS-RLNG,NLCEXP,KSTPS I&II,LARA-I,KAWAS-APM,RSTPSU1TO6,GANDHAR-ComGas,KGSU1AND2,KAPS,KAWAS-zLIQ,GANDHAR-NAPM,MOUDA,SIPAT I,KUDGI,TAPS-II,GANDHAR-RLNG,BSIUL,UNCHAHAR2,RAPPB,TEHRI,NAPP,TANDA2,CHAMERA3,RAPPC,DADRI_GF,RAMPUR,UNCHAHAR1,TANAKPUR,AURY_CRF,PARBATI3,URI2,RIHAND1,UNCHAHAR3,ANTA_RF,RIHAND3,SEWA2,KOLDAM,KOTESHWR,SINGRAULI_HYDRO,JHAJJAR,ANTA_CRF,NJPC,AURY_GF,DADRI_CRF,UNCHAHAR4,CHAMERA1,CHAMERA2,KISHANGANGA,AURY_LF,DADRI_LF,SINGRAULI,SALAL,DHAULIGNGA,AURY_RF,DADRT2,ANTA_GF,ANTA_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,37.849887,1.06,0.85,0.946088,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.87,2.265843,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.783804,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,52.182030,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,64.922567,38.293593,1.050873,664.050759,0.000000,0.000000,0,0,0,0,0

84,20:45-21:00,37.849887,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.87,2.265936,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.783804,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,6.251817,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,0.616994,0.000000,52.182030,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,482.844492,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,133.573683,64.922567,28.653751,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

85,21:00-21:15,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.896039,0.18,3.382812,2.29,0.87,2.276267,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.825524,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,6.251817,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,0.616994,0.000000,17.394009,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476609,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,64.922567,28.653751,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

86,21:15-21:30,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.87,2.276330,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,6.251817,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,0.616994,0.000000,3.345001,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476900,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,64.922567,28.653751,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

87,21:30-21:45,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.276330,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476900,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,64.922567,28.653751,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

88,21:45-22:00,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.276330,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476900,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,64.922567,28.653751,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

89,22:00-22:15,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.286688,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,484.476900,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,136.709224,64.922567,38.293593,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

90,22:15-22:30,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.86,2.286724,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,484.476900,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,136.709224,64.922567,38.293593,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

91,22:30-22:45,38.146006,1.06,0.85,0.000000,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.86,2.286724,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,484.476900,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,136.709224,64.922567,38.293593,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

92,22:45-23:00,38.146006,1.06,0.85,8.428875,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.82,2.286724,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,484.476900,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,136.709224,64.922567,38.293593,11.135748,664.050759,0.000000,0.000000,0,0,0,0,0

93,23:00-23:15,38.146006,1.06,0.85,8.428875,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.82,2.297110,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.375807,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.990912,1.055437,484.476900,0.000000,123.275463,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,64.922567,28.653751,11.135748,664.050759,0.000000,0.000000,0,0,0,0,0

94,23:15-23:30,38.146006,1.06,0.85,8.428875,116.260677,17.241336,14.206593,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.82,2.297118,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476900,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,64.922567,19.102501,11.135748,664.050759,0.000000,0.000000,0,0,0,0,0

95,23:30-23:45,38.146006,1.06,0.85,8.428875,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.82,2.297118,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.000000,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,1.878861,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476900,0.000000,97.436927,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,51.490312,9.551251,11.135748,664.050759,0.000000,0.000000,0,0,0,0,0

96,23:45-24:00,38.146006,1.06,0.85,8.428875,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.82,2.297118,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.827758,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.000000,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,1.409146,20.132874,0.616994,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,16.786202,1.055437,484.476900,0.000000,73.077695,0.000000,0.000000,1.361336,40.601245,42.033750,2.457837,0.000000,0.000000,136.709224,51.490312,9.551251,11.135748,664.050759,0.000000,0.000000,0,0,0,0,0

