Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/05/01/4138,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8510,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/16/9317,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,NR/01102023/22052037/LT-59
65,16:00-16:15,65,28,56,167.92,23.33,70.01,20.67,64.46,50.8,23.33,50.8,0,7.6,33,33,63.2,33.58,29,33,48,0,28.26,11.13,26.95,68.34,3.54,11.13,5.07,8.29,3.08,8.76,26.95,7.23,100.33,8.6,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.28

66,16:15-16:30,58,25,50,152.19,23.67,70.99,21.33,50.21,50.55,23.67,50.55,0,7.6,33,33,55.86,30.44,24,33,42,0,28.26,10.08,26.95,68.34,3.54,10.08,5.07,8.29,3.08,8.76,26.95,7.23,100.33,7.78,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.28

67,16:30-16:45,49,22,43,136.32,24,72,22,40.09,50.3,24,50.3,0,7.6,33,33,49.45,27.26,20,33,36,0,28.76,9.03,26.95,70.23,3.54,9.03,5.22,8.29,3.08,8.76,26.95,7.23,100.33,6.98,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.89

68,16:45-17:00,43,17,35,119.12,24.67,73.99,22.67,34.4,50.07,24.67,50.07,0,7.6,33,33,42.91,23.83,18,33,31,0,29.28,7.99,26.95,70.23,3.54,7.99,5.22,8.29,3.08,8.76,26.95,7.23,100.33,6.18,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.89

69,17:00-17:15,38,14,28,101.02,25,75,23.33,27.32,49.49,25,49.49,0,7.6,33,33,36.48,20.21,14,27.17,27,0,28.26,6.89,26.95,70.23,3.74,6.89,5.37,8.57,3.98,8.52,26.95,7.23,100.33,5.33,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.89

70,17:15-17:30,32,12,23,84.05,25.83,77.51,25,20.28,49.1,25.83,49.1,0,7.6,27.82,30.31,29.4,16.81,10,9.7,21,0,28.26,5.75,26.95,70.23,3.74,5.75,5.37,8.57,3.98,8.52,26.95,7.23,100.33,4.44,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.89

71,17:30-17:45,22,9,19,67.09,25.83,77.51,26.67,11.33,48.59,25.83,48.59,0,7.4,18.9,21.82,23.12,13.42,9,4.85,15,0,28.26,4.66,26.95,70.23,3.74,4.66,5.37,8.57,3.88,7.74,26.95,7.23,100.33,3.6,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,5.12

72,17:45-18:00,13,7,13,50.92,25.83,77.51,27,7.53,48,25.83,48,0,7.8,11.76,14.42,17.15,10.19,5,0.97,9,0,28.26,3.59,26.95,70.23,3.74,3.59,5.37,8.57,3.88,7.74,26.95,7.23,100.33,2.78,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,5.12

73,18:00-18:15,8,3,7,36.61,25.83,77.51,27.33,3.95,55.05,25.83,55.05,0,7.8,0,0,12.36,7.32,4,0,6,0,28.26,2.58,26.56,68.34,3.92,2.58,5.76,8.94,4.98,10.22,29,5.3,100.33,2,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.12

74,18:15-18:30,5,1,3,24.52,25.83,77.51,27.33,1.5,54.28,25.83,54.28,0,8,0,0,8.53,4.9,3,0,1,0,28.26,1.66,26.56,76.84,3.92,1.66,5.76,8.94,5.3,11.58,29,5.3,100.33,1.28,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.12

75,18:30-18:45,2,0,0,15.34,26.67,79.99,26.67,0.97,60,26.67,60,0,8.4,0,0,0.73,3.07,1,0,0,0,28.76,0.96,26.56,85.33,3.92,0.96,5.76,8.94,5.3,11.58,29,5.3,100.33,0.74,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

76,18:45-19:00,1,0,0,8.47,26.33,79.01,26.33,0,59.33,26.33,59.33,0,10.4,0,0,0.28,1.69,1,0,0,0,28.76,0.44,26.56,93.83,3.92,0.44,5.76,8.94,5.3,11.58,29,5.3,100.33,0.33,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

77,19:00-19:15,0,0,0,3.18,25.83,77.51,26,0,58.33,25.83,58.33,0,7.4,0,0,0.18,0.64,0,0,0,0,28.76,0,29,102.32,4.11,0,5.76,9.31,5.3,11.58,29,5.3,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

78,19:15-19:30,0,0,0,0.37,25,75,25.67,0,57.33,25,57.33,0,8,0,0,0,0.08,0,0,0,0,29.27,0,29,115.16,4.11,0,5.76,9.31,5.3,11.58,29,5.3,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

79,19:30-19:45,0,0,0,0.05,24.67,73.99,25.67,0,55.33,24.67,55.33,0,8,0,0,0,0.01,0,0,0,0,29.27,0,29,115.16,4.11,0,5.76,9.31,5.3,11.58,29,5.3,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

80,19:45-20:00,0,0,0,0,24.33,73.01,25.67,0,54,24.33,54,0,8,0,0,0,0,0,0,0,0,28.76,0,29,115.16,4.11,0,5.76,9.31,5.3,11.58,29,5.3,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

81,20:00-20:15,0,0,0,0,23.33,70.01,25.67,0,53,23.33,53,0,8.4,0,0,0,0,0,0,0,0,29.28,0,29.5,115.16,4.29,0,5.99,9.68,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

82,20:15-20:30,0,0,0,0,23.17,69.49,25.33,0,51.67,23.17,51.67,0,9.2,0,0,0,0,0,0,0,0,29.28,0,29.5,115.16,4.29,0,5.99,9.68,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

83,20:30-20:45,0,0,0,0,23,69,20.96,0,49.67,23,49.67,0,9.6,0,0,0,0,0,0,0,0,28.76,0,29.5,115.16,4.29,0,5.99,9.68,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

84,20:45-21:00,0,0,0,0,22.67,67.99,20.9,0,48.67,22.67,48.67,0,10.4,0,0,0,0,0,0,0,0,28.76,0,29.5,115.16,4.29,0,5.99,9.68,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

85,21:00-21:15,0,0,0,0,22,66,20.4,0,45,22,45,0,10.6,0,0,0,0,0,0,0,0,28.76,0,29.5,115.16,4.48,0,5.84,11.15,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

86,21:15-21:30,0,0,0,0,21.67,64.99,20.07,0,44.67,21.67,44.67,0,11,0,0,0,0,0,0,0,0,28.26,0,29.5,115.16,4.48,0,5.84,11.15,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.43

87,21:30-21:45,0,0,0,0,20.83,62.51,19.65,0,45.33,20.83,45.33,0,10.4,0,0,0,0,0,0,0,0,28.26,0,29.5,115.16,4.48,0,6.07,11.15,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,4.66

88,21:45-22:00,0,0,0,0,20.67,61.99,19.65,0,47.33,20.67,47.33,0,10,0,0,0,0,0,0,0,0,28.26,0,29.5,115.16,4.48,0,6.07,11.15,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.12

89,22:00-22:15,0,0,0,0,20.67,61.99,16.85,0,48.67,20.67,48.67,0,9.4,0,0,0,0,0,0,0,0,28.76,0,29.5,115.16,4.67,0,6.07,11.06,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.12

90,22:15-22:30,0,0,0,0,21.33,64.01,16.73,0,48.33,21.33,48.33,0,8.8,0,0,0,0,0,0,0,0,28.26,0,29.5,115.16,4.67,0,6.07,11.06,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,200.66,68.93,28.94,10.59,5.78,19.26,14.44,5.12

91,22:30-22:45,0,0,0,0,22.33,67.01,17.12,0,48.67,22.33,48.67,0,8.8,0,0,0,0,0,0,0,0,27.76,0,29.5,115.16,4.67,0,6.07,11.06,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,5.78,19.26,14.44,5.12

92,22:45-23:00,0,0,0,0,23.17,69.49,17.59,0,49.33,23.17,49.33,0,9.2,0,0,0,0,0,0,0,0,27.76,0,29.5,115.16,4.67,0,6.07,11.06,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,5.78,19.26,14.44,5.12

93,23:00-23:15,0,0,0,0,24,72,17.68,0,50.67,24,50.67,0,16.41,0,0,0,0,0,0,0,0,28.76,0,29.5,115.16,4.67,0,5.91,10.87,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,5.78,19.26,14.44,5.12

94,23:15-23:30,0,0,0,0,24.67,73.99,17.69,0,51.67,24.67,51.67,0,16.81,0,0,0,0,0,0,0,0,28.25,0,29.5,115.16,4.67,0,5.91,10.87,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,5.78,19.26,14.44,5.12

95,23:30-23:45,0,0,0,0,25.33,76.01,17.75,0,53.33,25.33,53.33,0,16.81,0,0,0,0,0,0,0,0,28.25,0,29.5,115.16,4.67,0,5.91,10.87,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,5.78,19.26,14.44,5.12

96,23:45-24:00,0,0,0,0,26,78,17.71,0,55.33,26,55.33,0,16.81,0,0,0,0,0,0,0,0,28.25,0,29.5,115.16,4.67,0,5.91,10.87,10.25,15.49,29.5,7.05,100.33,0,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,5.78,19.26,14.44,5.12

