Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/7459,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/8058,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/3514,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/6775,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/20/2470,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/20/4168,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/20/9046,NR/01102023/22052037/LT-59,GNA/NR/2025/01/20/4698,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/02/1250,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606
66,16:15-16:30,74,31,5,7.2,24,46.67,19,10.83,24.39,32.51,10,24,10.83,65.92,76.17,6.29,28.82,271.64,48.04,0,8.65,0,26.9,1.14,28.82,19.21,6.46,28.82,1.57,21.19,100.09,0,0,0,130.42,0,6.29,0,0,0,1.37,0,20.17,28.82,31.7,48.04,33,39,19,33,121.96,42,50.58,0,0

67,16:30-16:45,60,25,1,7.2,25,37.96,14,10.83,20.37,32.51,10,25,10.83,65.92,86.66,5.06,28.82,271.64,48.04,0,8.65,0,26.9,1.03,28.82,19.21,5.19,28.82,1.57,22.2,100.09,0,0,0,130.42,0,5.06,0,0,0,1.37,0,20.17,28.82,31.7,48.04,33,30,15,33,101.82,35,41.09,0,0

68,16:45-17:00,46,19,0,7.2,26,29.84,7,10.83,16.23,32.51,10.33,26,10.83,65.92,76.17,3.66,28.82,271.64,48.04,0,14.41,0,26.9,1.03,36.51,19.21,3.75,28.82,1.57,23.21,100.09,0,0,0,112.68,0,3.66,0,0,0,1.37,0,20.17,28.82,31.7,48.04,24.13,20,10,32.74,81.17,27,31.32,0,0

69,17:00-17:15,32,13,0,7.2,25,22.39,5,11,12.48,33,8.67,25,11,65.92,76.17,2.69,36.51,271.64,48.04,0,14.41,0,26.9,1.03,36.51,19.21,2.76,36.51,1.57,24.22,100.09,0,0,0,112.68,0,2.69,0,0,0,1.47,0,20.17,28.82,31.7,48.04,14.16,12,6,19.61,62.4,19,24.03,0,0

70,17:15-17:30,18,7,0,7.2,25,13.48,2,11.17,8.74,33.49,8.67,25,11.17,65.92,86.66,2.05,36.51,271.64,48.04,0,14.41,0,26.9,1.03,36.51,19.21,2.11,36.51,1.57,24.22,100.09,0,0,0,130.42,0,2.05,0,0,0,1.47,0,20.17,28.82,31.7,48.04,7.76,4,2,10.04,43.67,12,15.8,0,0

71,17:30-17:45,7,3,0,7.2,25,3.6,0,11.67,4.95,34.99,8.67,25,11.67,114.9,86.66,1.39,36.51,271.64,48.04,0,14.41,0,26.9,1.03,36.51,19.21,1.43,36.51,1.57,25.23,100.09,0,0,0,130.42,0,1.39,0,0,0,1.47,0,20.17,28.82,31.7,48.04,3.97,1,1,4.32,24.77,7,8.44,0,0

72,17:45-18:00,4,1,0,7.2,25,0,0,11.83,2.31,35.51,9,25,11.83,114.9,86.66,0.82,36.51,271.64,48.04,0,14.41,0,26.9,1.03,36.51,19.21,0.84,36.51,1.57,25.74,100.09,0,0,0,130.42,0,0.82,0,0,0,1.47,0,20.17,28.82,31.7,48.04,1.85,1,0,1.23,11.52,3,3.75,0,0

73,18:00-18:15,1,0,0,7.2,20,0,0,9.17,0.7,27.49,9,20,9.17,114.9,86.66,0.41,36.51,271.64,48.04,9.61,14.41,0,26.9,1.03,43.23,19.21,0.42,36.51,1.53,25.74,100.09,30.74,96.07,0,130.42,5.76,0.41,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,3.47,2,1.27,50,30

74,18:15-18:30,0,0,0,7.2,20.33,0,0,9.17,0.18,27.49,9.33,20.34,9.17,114.9,86.66,0.15,36.51,271.64,48.04,9.61,14.41,0,26.9,1.03,43.23,19.21,0.15,36.51,1.53,25.74,100.09,30.74,96.07,0,130.42,5.76,0.15,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0.92,0,0.32,50,30

75,18:30-18:45,0,0,0,6.8,20.67,0,0,9.17,0,27.49,9.33,20.66,9.17,114.9,86.66,0.06,36.51,271.64,48.04,9.61,14.41,0,26.9,1.03,43.23,19.21,0.06,36.51,1.53,25.74,100.09,30.74,96.07,0,130.42,5.76,0.06,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

76,18:45-19:00,0,0,0,6.8,21,0,0,9.33,0,28.01,9.33,21,9.33,114.9,86.66,0,36.51,271.64,48.04,9.61,14.41,0,26.9,1.03,43.23,19.21,0,36.51,1.53,25.74,100.09,30.74,96.07,0,130.42,5.76,0,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

77,19:00-19:15,0,0,0,6.8,18.67,0,0,9.5,0,28.5,8,18.66,9.5,114.9,86.66,0,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,0,36.51,1.43,25.74,100.09,30.74,96.07,0,130.42,5.76,0,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

78,19:15-19:30,0,0,0,6.8,18.67,0,0,9.67,0,28.99,8,18.66,9.67,114.9,86.66,0,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,0,36.51,1.43,25.74,100.09,30.74,96.07,0,130.42,5.76,0,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

79,19:30-19:45,0,0,0,6.8,18.67,0,0,9.83,0,29.51,8,18.66,9.83,111.04,86.66,0,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,0,36.51,1.43,25.74,100.09,30.74,96.07,0,130.42,5.76,0,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

80,19:45-20:00,0,0,0,6.8,19,0,0,10,0,30,8,19,10,106.8,86.66,0,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,0,36.51,1.43,25.74,100.09,30.74,96.07,0,130.42,5.76,0,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

81,20:00-20:15,0,0,0,6.8,19.33,0,0,10.17,0,30.49,8.33,19.34,10.17,102.55,86.66,0,34.59,271.64,48.04,0,8.65,0,26.9,0.99,34.59,19.21,0,34.59,1.43,25.74,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

82,20:15-20:30,0,0,0,6.8,19.67,0,0,10.33,0,31.01,8.33,19.66,10.33,98.32,86.66,0,34.59,271.64,48.04,0,8.65,0,26.9,0.99,34.59,19.21,0,34.59,1.43,25.74,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

83,20:30-20:45,0,0,0,6.8,18.33,0,0,10.33,0,31.01,8.33,18.34,10.33,94.08,86.66,0,34.59,271.64,48.04,0,8.65,0,26.9,0.99,34.59,19.21,0,34.59,1.43,25.74,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

84,20:45-21:00,0,0,0,6.8,18.33,0,0,10.33,0,31.01,8.67,18.34,10.33,89.84,86.66,0,34.59,271.64,48.04,0,8.65,0,26.9,0.99,34.59,19.21,0,34.59,1.43,25.74,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

85,21:00-21:15,0,0,0,6.8,18.33,0,0,10.5,0,31.5,8.67,18.34,10.5,85.61,86.66,0,31.7,271.64,48.04,0,8.65,0,26.9,0.99,31.7,19.21,0,31.7,1.43,25.23,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

86,21:15-21:30,0,0,0,6.8,18.33,0,0,10.67,0,31.99,9,18.34,10.67,81.37,86.66,0,31.7,271.64,48.04,0,8.65,0,26.9,0.99,31.7,19.21,0,31.7,1.43,25.23,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

87,21:30-21:45,0,0,0,6.8,18.33,0,0,10.67,0,31.99,8.33,18.34,10.67,77.13,78.33,0,31.7,271.64,48.04,0,8.65,0,26.9,0.99,31.7,19.21,0,31.7,1.43,25.23,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

88,21:45-22:00,0,0,0,6.8,18.33,0,0,10.83,0,32.51,8.33,18.34,10.83,72.9,78.33,0,31.7,271.64,48.04,0,8.65,0,26.9,0.99,31.7,19.21,0,31.7,1.43,25.23,100.09,0,0,0,130.42,0,0,0,0,0,1.47,50,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

89,22:00-22:15,0,0,0,7,18.33,0,0,10.83,0,32.51,8.33,18.34,10.83,68.65,78.33,0,27.86,271.64,48.04,0,8.65,0,26.9,0.99,27.86,19.21,0,27.86,1.43,25.23,100.09,0,0,0,112.19,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

90,22:15-22:30,0,0,0,7,18.33,0,0,10.83,0,32.51,8.33,18.34,10.83,64.41,78.33,0,27.86,271.64,48.04,0,8.65,0,26.9,0.99,27.86,19.21,0,27.86,1.43,25.23,100.09,0,0,0,112.19,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

91,22:30-22:45,0,0,0,7.6,16.67,0,0,8.33,0,25.01,8.33,16.66,8.33,60.18,78.33,0,27.86,271.64,48.04,0,8.65,0,26.9,0.99,27.86,19.21,0,27.86,1.43,24.73,100.09,0,0,0,112.19,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

92,22:45-23:00,0,0,0,7.6,16.67,0,0,8.33,0,25.01,8.33,16.66,8.33,57.63,78.33,0,27.86,230.57,48.04,0,8.65,0,26.9,0.99,27.86,19.21,0,27.86,1.43,24.73,100.09,0,0,0,112.19,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

93,23:00-23:15,0,0,0,7.6,16.67,0,0,8.33,0,25.01,8.33,16.66,8.33,57.63,67.84,0,24.02,192.14,48.04,0,8.65,0,26.9,0.99,24.02,19.21,0,24.02,1.43,24.73,100.09,0,0,0,93.5,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

94,23:15-23:30,0,0,0,8,16.67,0,0,8.33,0,25.01,8.33,16.66,8.33,57.63,67.39,0,24.02,149.4,48.04,0,8.65,0,26.9,0.99,24.02,19.21,0,24.02,1.43,24.73,71.26,0,0,0,93.5,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

95,23:30-23:45,0,0,0,8.6,16.67,0,0,8.33,0,25.01,8.33,16.66,8.33,35.04,67.39,0,24.02,149.4,48.04,0,8.65,0,26.9,0.99,24.02,19.21,0,24.02,1.43,24.73,52.84,0,0,0,93.5,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

96,23:45-24:00,0,0,0,9.8,16.67,0,0,8.33,0,25.01,8.33,16.66,8.33,35.04,67.39,0,24.02,149.4,48.04,0,8.65,0,26.9,0.99,24.02,19.21,0,24.02,1.43,24.73,52.84,0,0,0,93.5,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,50,30

