Column1,Block,NR/2025/31138/A/92767,NR/2025/29985/A/92747,NR/2025/31136/A/92758,NR/2025/32510/C,NR/2025/31138/A/92768,NR/2025/31420/A/92479,NR/2025/31347/A/92275,GNARE/NR/2024/12/20/3668,NR/2025/31419/A/92481,NR/2025/32485/C,NR/2025/32528/C,NR/2025/29352/A/92529,NR/2025/32419/C,NR/2025/30105/A/92954,NR/2025/27978/A/92857,NR/2025/32474/C,NR/2025/29910/A/92962,NR/2025/32530/C,NR/2025/29992/A/92735,NR/2025/32522/C,NR/2025/30121/A/92278,NR/2025/30083/A/92959,NR/2025/29167/A/92313,NR/2025/32526/C,NR/2025/29439/A/92415,NR/2025/30086/A/92957,NR/2025/32513/C,NR/2025/29440/A/92260,NR/2025/30191/A/92276,NR/2025/30101/A/92853,NR/2025/31780/A/92744,NR/2025/32458/C,NR/2025/30084/A/92958,NR/2025/32498/C,NR/2025/32529/C,NR/2025/30082/A/92811,NR/2025/29628/A/92964,NR/2025/30067/A/92816,NR/2025/32516/C,NR/2025/32499/C,NR/2025/27973/A/92794,NR/2025/31870/A/92373,NR/2025/27975/A/92793,NR/2025/28728/A/92792,NR/2025/29353/A/92527,NR/2025/30217/A/92953,NR/2025/27965/A/92796,NR/2025/32415/C,NR/2025/27966/A/92795,NR/2025/32464/C,NR/2025/29915/A/92311,NR/30092023/31122025/SH-07,NR/2025/32527/C,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/23/7329,NR/2025/31137/A/92766,NR/2025/31136/A/92759,NR/2025/31137/A/92761,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/2786,NR/30092023/26122029/SH-06,Total
43,10:30-10:45,0.19,161,0.48,11.56,0.67,1.64,9.64,90.34,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.61,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,17.9,20.79,192.76,43.8,26.61,1828.4499999999998

44,10:45-11:00,0.19,168,0.48,12.84,0.67,1.64,9.64,92.53,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.61,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,17.9,20.79,192.76,43.8,26.61,1838.9199999999996

45,11:00-11:15,0.19,175,0.48,14.11,0.67,1.64,9.64,93.42,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.61,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.61,1848.9099999999994

46,11:15-11:30,0.19,175,0.48,15.56,0.67,1.64,9.64,94.12,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.61,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.61,1851.0599999999995

47,11:30-11:45,0.19,175,0.48,7.85,0.67,1.64,9.64,94.89,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.61,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.61,1844.1199999999994

48,11:45-12:00,0.19,175,0.48,7.85,0.67,1.64,9.64,95,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.61,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.61,1844.2299999999996

49,12:00-12:15,0.19,175,0.48,7.85,0.67,1.64,9.64,95,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1844.4099999999999

50,12:15-12:30,0.19,175,0.48,7.85,0.67,1.64,9.64,95,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1844.4099999999999

51,12:30-12:45,0.19,189,0.48,7.85,0.67,1.64,9.64,98.33,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1861.7399999999998

52,12:45-13:00,0.19,189,0.48,7.85,0.67,1.64,9.64,97.67,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1861.08

53,13:00-13:15,0.19,193,0.48,7.85,0.67,1.64,9.64,96.33,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1863.7399999999998

54,13:15-13:30,0.19,196,0.48,7.85,0.67,1.64,9.64,95,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1865.4099999999999

55,13:30-13:45,0.19,196,0.48,7.85,0.67,1.64,9.64,94.33,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1864.7399999999998

56,13:45-14:00,0.19,196,0.48,7.85,0.67,1.64,9.64,93.33,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1863.7399999999998

57,14:00-14:15,0.19,182,0.48,7.85,0.67,1.64,9.64,92.09,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1848.5

58,14:15-14:30,0.19,179,0.48,8.83,0.67,1.64,9.64,88.41,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1842.7999999999997

59,14:30-14:45,0.19,175,0.48,8.83,0.67,1.64,9.64,91.04,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1841.4299999999998

60,14:45-15:00,0.19,168,0.48,8.83,0.67,1.64,9.64,87.75,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1831.1399999999999

61,15:00-15:15,0.19,168,0.48,10.78,0.67,1.64,9.64,85.18,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1830.52

62,15:15-15:30,0.19,161,0.48,10.78,0.67,1.64,9.64,79.39,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,43.8,26.7,1817.73

63,15:30-15:45,0.19,147,0.48,10.78,0.67,1.64,9.64,77.36,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,26.28,26.7,1784.1800000000003

64,15:45-16:00,0.19,133,0.48,10.78,0.67,1.64,9.64,71.68,1.45,0.96,29.2,33.73,48.19,0,0,96.38,0,30.21,0,192.76,0,0,0,14.6,0,0,48.19,0,0,0,0,44.33,0,76.74,7.71,0,0,0,96.38,16.62,0,13.49,0,0,96.38,0,0,6.75,0,48.19,0,26.7,30.21,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,26.28,26.7,1764.5

65,16:00-16:15,0.19,116,0.48,10.78,0.67,0,9.64,67.06,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.96,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,26.28,26.7,1899.8600000000001

66,16:15-16:30,0.19,102,0.48,10.78,0.67,0,9.64,60.95,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.96,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,26.28,26.7,1879.7500000000005

67,16:30-16:45,0.19,88,0.48,10.78,0.67,0,9.64,54.59,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.96,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.77,0.96,0.29,18.73,20.79,192.76,26.28,26.7,1859.3900000000003

68,16:45-17:00,0.19,74,0.48,8.83,0.63,0,9.64,47.72,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.96,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.71,0.9,0.29,18.73,20.79,192.76,26.28,26.7,1836.4100000000003

69,17:00-17:15,0.19,63,0.48,8.17,0.56,0,0,41.97,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.65,0.8,0.29,19.01,20.79,192.76,26.28,26.7,1809.3200000000002

70,17:15-17:30,0.19,56,0.48,7.89,0.5,0,0,36.61,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.57,0.71,0.29,19.01,20.79,192.76,26.28,26.7,1796.4500000000003

71,17:30-17:45,0.19,49,0.48,7.71,0.44,0,0,31.7,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.5,0.64,0.29,19.01,20.79,192.76,26.28,26.7,1784.1600000000003

72,17:45-18:00,0.19,42,0.48,7.71,0.29,0,0,25.76,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,26.7,0,0,0,15.28,19.28,96.38,159.03,0.39,0.48,0.29,19.01,20.79,192.76,26.28,26.7,1770.8000000000002

73,18:00-18:15,0.19,28,0.48,7.71,0.19,0,0,19.67,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0.26,0.33,0.29,19.01,20.79,192.76,26.28,29.5,1716.47

74,18:15-18:30,0.14,14,0.37,4.08,0.11,0,0,13.3,0,0,0,33.73,0,29.2,96.38,0,16.62,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0.13,0.17,0.22,19.01,20.79,192.76,26.28,29.5,1691.8700000000001

75,18:30-18:45,0.09,7,0.2,4.08,0.05,0,0,8.06,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0.07,0.09,0.13,19.01,20.79,192.76,26.28,29.5,1681.7799999999997

76,18:45-19:00,0.04,5,0.1,2.61,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.87,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0.06,19.01,20.79,192.76,26.28,29.5,1669.8200000000002

77,19:00-19:15,0,1,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1680.58

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1679.58

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1679.58

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,0,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1679.58

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,12.33,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1721.5200000000004

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,17.43,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1726.6200000000003

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,17.43,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1726.6200000000003

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,76.74,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,17.43,0,0,0,0,0,96.38,159.03,0,0,0,19.01,20.79,192.76,43.8,29.5,1726.6200000000003

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,17.43,0,0,0,0,0,96.38,159.03,0,0,0,18.73,20.79,192.76,43.8,29.5,1755.6200000000001

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.73,20.79,192.76,43.8,29.5,1762.7900000000002

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.73,20.79,192.76,43.8,29.5,1762.7900000000002

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.73,20.79,192.76,43.8,29.5,1762.7900000000002

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,29.5,1762.5100000000002

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,13.49,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,29.5,1762.5100000000002

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,12.53,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,29.5,1761.5500000000002

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,12.53,0,96.38,96.38,7.71,0,0,0,0,0,24.6,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,29.5,1761.5500000000002

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,12.53,0,96.38,96.38,7.71,0,0,0,0,0,26.61,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,26.61,1760.6699999999998

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,12.53,0,96.38,96.38,7.71,0,0,0,0,0,26.61,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,26.61,1760.6699999999998

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,12.53,0,96.38,96.38,7.71,0,0,0,0,0,26.61,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,26.61,1760.6699999999998

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,33.73,0,29.2,96.38,0,19.28,0,44.33,192.76,6.75,14.6,54.21,0,25.14,30.21,0,0.92,48.19,48.19,134.93,0,30.21,0,0,48.19,106.02,0,0,0,0,12.53,0,96.38,96.38,7.71,0,0,0,0,0,26.61,0,0,0,0,0,96.38,159.03,0,0,0,18.45,20.79,192.76,43.8,26.61,1760.6699999999998

