Block,Time Block,BSIUL,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,TEHRI,TelanganaSTPP,DADRT2,CHAMERA3,CHAMERA2,CHAMERA1,KGSU3AND4,JHAJJAR,KGSU1AND2,KHSTPP-I,DHAULIGNGA,FSTPP I & II,DULHASTI,TANDA2,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,TANAKPUR,SINGRAULI,TALA,SEWA2,BRBCL,NJPC,NLCIIST1,MAPS,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,NLCEXP,RIHAND3,RSTPSU7,SALAL,RSTPSU1TO6,SASAN,KUDGI,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,AURY_GF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,URI2,URI,UNCHAHAR4,VALLURNTECL,RAPPC,RIHAND2,RIHAND1,RAPPB,RAPPD,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,23.2,12.78,10.04,0,0,109.31,33.84,47.16,0,0,213.47,0,28.04,31.72,10.17,56.7,1.67,1.11,0,0,0,7.18,140.83,0,0,19.32,174.76,0,0,0,24.65,0,0,0,22.24,5.08,0,123.68,0,6.73,0,402.14,0,0,125.24,0,0,7.5,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,49.07,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

55,13:30-13:45,0,23.2,12.78,10.04,0,0,178.87,33.84,47.16,0,0,213.47,0,29.92,31.72,10.17,56.7,1.67,1.11,0,0,0,7.18,140.83,1.42,0,19.32,174.76,0,0,0,24.65,0,0,0,37.95,10.9,0,123.68,0,25.56,0,402.14,0,0,125.24,0,0,7.5,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

56,13:45-14:00,6.3,23.2,12.78,10.04,0,0,183.7,33.84,47.16,0,0,213.47,0,29.92,31.72,10.17,56.7,1.67,1.11,0,0,0,7.18,140.83,1.42,0,19.32,174.76,0,0,0,24.65,0,0,0,37.95,21.78,0,123.68,0,63.9,0,402.14,0,0,125.24,0,0,7.5,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

57,14:00-14:15,12.6,23.2,12.78,10.04,0,0,183.7,33.84,47.16,0,0,213.47,0,28.04,31.72,10.17,56.7,1.67,1.11,0,0,0,7.18,140.83,1.42,0,19.32,174.76,0,0,0,24.65,0,0,0,37.95,39.93,0,123.68,0,77.46,0,402.14,0,0,125.24,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

58,14:15-14:30,12.6,23.2,12.78,10.04,0,0,183.7,33.84,47.16,0,0,213.47,0,29.92,31.72,10.17,56.7,1.67,1.11,0,0,0,7.18,140.83,1.42,0,19.32,174.76,0,0,0,24.65,0,0,0,37.95,39.93,0,123.68,0,77.46,0,402.14,0,0,125.24,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

59,14:30-14:45,12.6,23.2,12.78,10.04,0,0,183.7,33.84,47.16,3.82,0,213.47,0,29.92,31.72,12.95,56.7,1.67,1.11,0,0,0,7.18,140.83,12.5,0,19.32,174.76,0,0,0,24.65,0,0,0,37.95,39.93,0,123.68,0,61.75,0,402.14,0,0,125.24,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

60,14:45-15:00,12.6,23.2,12.78,10.04,0,0,183.7,33.84,47.16,27.1,0,213.47,0,29.92,31.72,12.95,56.7,1.67,1.11,0,0,0,7.18,140.83,12.5,0,19.32,174.76,0,0,0,24.65,0,0,0,37.95,39.93,0,123.68,0,61.75,0,402.14,0,0,125.24,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

61,15:00-15:15,12.6,23.2,12.78,10.04,0,0,183.7,33.84,47.16,40.79,0,213.47,0,35.74,31.72,12.95,56.7,3.05,1.11,0,0,0,7.18,140.83,14.2,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,125.24,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

62,15:15-15:30,12.6,23.2,12.78,10.04,0,0,183.7,33.84,47.16,40.79,0,213.47,0,38.62,31.72,12.95,56.7,3.05,1.11,0,0,0,7.18,140.83,14.2,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,125.24,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

63,15:30-15:45,12.6,23.2,12.78,10.04,9.07,0,71.64,33.84,47.16,40.79,0,213.47,0,43.99,31.72,12.95,56.7,3.05,1.11,0,0,0,7.18,140.83,12.5,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

64,15:45-16:00,12.6,23.2,12.78,10.04,9.07,0,70.81,33.84,47.16,40.79,0,213.47,0,43.99,31.72,12.95,56.7,3.05,1.11,0,0,0,7.18,140.83,12.5,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

65,16:00-16:15,12.6,23.2,12.78,10.04,18.13,0,70.81,33.84,47.16,40.79,0,213.47,0,43.99,31.72,14.64,56.7,3.05,1.11,0,0,0,7.18,140.83,12.5,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

66,16:15-16:30,12.6,23.2,12.78,10.04,18.13,0,70.81,33.84,47.16,40.79,0,213.47,0,43.99,31.72,16.11,56.7,3.05,1.11,0,0,0,7.18,140.83,12.5,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

67,16:30-16:45,6.3,23.2,12.78,10.04,27.22,0,70.81,33.84,47.16,40.79,0,213.47,0,43.99,31.72,16.11,56.7,3.05,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,61.75,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

68,16:45-17:00,6.3,23.2,12.78,10.04,27.6,0,70.81,33.84,47.16,40.79,0,213.47,0,43.99,31.72,16.11,56.7,3.05,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,123.68,0,53.88,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

69,17:00-17:15,6.3,23.2,12.78,10.04,28.61,0,70.81,33.84,47.16,40.79,0,150.67,0,43.99,31.72,16.11,56.7,3.05,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,89.89,0,53.88,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

70,17:15-17:30,6.3,23.2,12.78,10.04,28.61,0,70.81,33.84,47.16,40.79,0,150.67,0,43.99,31.72,16.11,56.7,3.05,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,89.89,0,53.88,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.77,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

71,17:30-17:45,6.3,27.88,17.32,13.62,28.61,0,70.81,33.84,47.16,40.79,0,150.67,0,35.29,42.3,16.11,56.7,1.67,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,89.89,0,53.88,0,402.14,0,10.08,114.96,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

72,17:45-18:00,6.3,27.88,17.32,13.62,28.61,0,70.81,33.84,47.16,40.79,0,150.67,0,35.29,42.3,16.11,56.7,1.67,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,89.89,0,53.88,0,402.14,0,10.08,114.96,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

73,18:00-18:15,12.6,27.88,17.32,13.62,28.61,0,70.81,33.84,47.16,40.79,0,150.67,0,35.29,42.3,16.11,56.7,1.67,1.11,0,0,0,7.18,140.83,11.36,0,19.32,174.76,0,0,0,24.65,0,0,0,48.92,39.93,0,89.89,0,44.9,0,402.14,0,10.08,114.96,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

74,18:15-18:30,12.6,27.88,17.32,13.62,28.61,0,70.81,33.84,47.16,40.79,0,150.67,0,35.29,42.3,16.11,56.7,1.67,1.11,0,0,0,7.18,140.83,11.36,6.09,19.32,174.76,0,0,0,24.65,0,0,0,51.88,39.93,0,89.89,0,44.9,0,402.14,0,20.14,114.96,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,0.7,0,65.58,117.95,91.76,0,18.49,6.74,0,0,0,0,0

75,18:30-18:45,12.6,28.47,17.86,13.95,28.61,0,73.19,33.81,47.16,40.79,0,158.38,0,43.56,42.3,16.11,56.7,5.33,1.11,0,0,0,7.18,145.24,12.93,12.18,19.32,174.76,0,0,0,24.65,0,0,0,17.79,43.55,0,91.91,0,44.9,0,402.14,0,30.22,142.82,0,0,9.26,8.34,0,0,0,0,0,0,0,0,0,0,0,0,36.81,48.53,1.14,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

76,18:45-19:00,19.77,28.47,17.86,13.95,28.61,0,73.19,35.59,49.32,41.51,0,158.38,0,43.99,43.26,16.11,57.48,5.33,1.11,0,0,0,7.18,145.24,12.93,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,43.55,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,2.06,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

77,19:00-19:15,19.77,33.81,21.38,16.71,28.61,0,50.01,35.59,49.32,41.51,0,225.04,0,43.99,43.26,16.11,57.48,5.33,1.11,0,0,0,7.18,145.24,11.36,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,43.55,0,91.9,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

78,19:15-19:30,19.77,33.86,21.38,16.73,28.61,0,50.01,35.59,49.32,41.51,0,283.01,0,43.99,43.26,20.06,57.48,5.33,1.11,0,0,0,6.18,145.24,11.36,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,43.55,0,91.9,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,1.61,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

79,19:30-19:45,19.77,33.87,21.38,16.73,28.61,0,88.65,35.59,49.32,41.51,0,368.03,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,10.14,145.24,11.36,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,43.55,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

80,19:45-20:00,19.77,42.52,26.74,20.91,28.61,0,117.63,35.59,49.32,41.51,0,377.73,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,10.14,145.24,11.36,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,1.61,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

81,20:00-20:15,19.77,42.52,26.74,20.91,28.61,0,161.13,35.59,49.32,41.51,0,377.73,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,10.14,145.24,11.36,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,1.61,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

82,20:15-20:30,19.77,42.52,26.74,20.91,28.61,0,161.13,35.59,49.32,41.51,0,377.73,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,11.14,145.24,11.36,19.41,18.57,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,0,0,0,0,0,0,0,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

83,20:30-20:45,12.6,42.52,26.74,20.91,28.61,0,161.13,33.84,47.16,40.79,0,377.73,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,11.14,145.24,11.36,18.26,16.23,174.76,0,0,0,24.65,0,0,0,32.62,47.18,0,91.91,0,44.9,0,402.14,0,30.22,143.27,0,0,9.26,8.34,0,0,0,0,11.36,0,0,0,0,23.19,19.31,0,36.81,48.53,1.64,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

84,20:45-21:00,12.6,42.52,26.74,20.91,28.61,0,190.11,33.84,47.16,40.79,0,377.73,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,7.42,145.24,11.36,18.26,16.78,174.76,0,0,0,24.65,0,0,0,29.64,47.18,0,91.91,0,44.9,0,402.14,0,30.22,143.27,0,0,9.26,8.34,0,0,0,0,11.36,0,0,0,0,23.19,19.31,0,36.81,48.53,1.64,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

85,21:00-21:15,12.6,42.54,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.69,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,7.42,145.24,6.25,18.26,19.32,174.76,0,0,0,24.65,0,0,0,56.33,47.18,0,91.9,0,44.9,0,402.14,0,30.22,143.27,0,0,9.26,8.34,0,0,0,0,11.52,0,0,0,0,23.19,19.31,0,36.81,48.53,1.64,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

86,21:15-21:30,19.77,42.51,26.74,20.91,28.61,0,238.41,35.59,49.32,41.51,0,377.69,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,7.42,145.24,6.25,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.9,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,11.52,0,0,0,0,23.19,19.31,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

87,21:30-21:45,19.77,42.52,26.74,20.91,28.61,0,238.41,35.59,49.32,41.51,0,377.69,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,11.14,145.24,6.25,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.9,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,11.52,0,0,0,0,23.19,19.31,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

88,21:45-22:00,19.77,42.52,26.74,20.91,28.61,0,238.41,35.59,49.32,41.51,0,377.69,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,11.14,145.24,6.25,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.9,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,11.52,0,0,0,0,23.19,19.31,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

89,22:00-22:15,19.77,42.52,26.74,20.91,28.61,0,238.41,35.59,49.32,41.51,0,377.72,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,11.14,145.24,6.25,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,11.57,0,0,0,0,23.19,19.31,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

90,22:15-22:30,19.77,42.51,26.74,20.91,28.61,0,238.41,35.59,49.32,41.51,0,377.72,0,43.99,43.26,20.09,57.48,5.33,1.11,0,0,0,7.42,145.24,6.25,19.41,19.32,176.4,0,0,0,24.65,0,0,0,76.16,57.49,0,91.91,0,44.9,0,402.14,0,33.58,143.27,0,0,9.26,8.39,0,0,0,0,11.57,0,0,0,0,23.19,19.31,0,38.8,48.53,1.6,0,65.58,120.36,93.93,0,18.49,6.91,0,0,0,0,0

91,22:30-22:45,18.9,42.55,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.72,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,7.42,145.24,8.24,12.18,19.32,174.76,0,0,0,24.65,0,0,0,66.71,41.38,0,91.91,0,44.9,0,402.14,0,10.3,143.27,0,0,9.26,8.34,0,0,0,0,11.57,0,0,0,0,23.19,19.31,0,36.81,48.53,1.63,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

92,22:45-23:00,18.9,42.53,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.72,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,7.42,145.24,8.24,12.18,19.32,174.76,0,0,0,24.65,0,0,0,65.22,41.38,0,91.91,0,44.9,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,11.57,0,0,0,0,23.19,19.31,0,36.81,48.53,1.61,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

93,23:00-23:15,12.6,42.52,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.72,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,11.14,145.24,8.24,12.18,19.32,174.76,0,0,0,24.65,0,0,0,51.88,41.38,0,91.91,0,44.9,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,11.59,0,0,0,0,23.19,19.31,0,36.81,48.53,1.63,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

94,23:15-23:30,12.6,42.52,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.72,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,11.14,145.24,8.24,12.18,18.16,174.76,0,0,0,24.65,0,0,0,51.88,41.38,0,91.91,0,44.9,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,11.59,0,0,0,0,23.19,19.31,0,36.81,48.53,1.64,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

95,23:30-23:45,12.6,42.52,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.72,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,11.14,145.24,8.24,12.18,18.8,174.76,0,0,0,24.65,0,0,0,38.55,41.38,0,91.91,0,44.9,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,11.59,0,0,0,0,23.19,19.31,0,36.81,48,1.64,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

96,23:45-24:00,12.6,42.52,26.74,20.91,28.61,0,238.41,33.84,47.16,40.79,0,377.72,0,43.99,42.3,20.09,56.7,5.33,1.11,0,0,0,11.14,145.24,8.24,12.18,16.99,174.76,0,0,0,24.65,0,0,0,38.55,41.38,0,91.91,0,44.9,0,402.14,0,10.08,143.27,0,0,9.26,8.34,0,0,0,0,11.59,0,0,0,0,23.19,19.31,0,36.81,48,1.64,0,65.58,120.36,93.93,0,18.49,6.74,0,0,0,0,0

