Column1,Time,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/WR/2025/01/01/8625,WR/01102023/30052048/L_NR_2022_10,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/5886,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/4863,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/2594,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2143,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/9969,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07)
81,20:00-20:15,0,13.67,12,39,0,39,75,8.64,50,150,50,8.64,19.89,0,25.92,259.8,26.24,25.92,0,0.92,100.02,271.47,32,0,114.85,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,12.61,0,0,12,0,36,0,0,0

82,20:15-20:30,0,13.67,12.33,40,0,40,75,8.64,50,150,50,8.64,19.89,0,25.92,259.8,26.24,25.92,0,0.92,100.02,271.47,32,0,114.85,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,12.61,0,0,12.33,0,37.01,0,0,0

83,20:30-20:45,0,13.67,12.33,40.67,0,40.66,75,8.64,50,150,50,8.64,26.99,0,25.92,259.8,25.74,25.92,0,0.92,100.02,271.47,26.99,0,106.38,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,15.01,0,0,12.33,0,37.01,0,0,0

84,20:45-21:00,0,13.67,12.33,41.67,0,41.66,75,8.64,50,150,50,8.64,26.99,0,25.92,259.8,25.74,25.92,0,0.92,100.02,271.47,26.99,0,97.9,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,15.01,0,0,12.33,0,37.01,0,0,0

85,21:00-21:15,0,14,12.33,42.67,0,42.66,75,8.64,50,150,50,8.64,26.99,0,25.92,259.8,25.23,25.92,0,0.92,100.02,271.47,26.99,0,89.43,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,15.21,0,0,12.33,0,37.01,0,0,0

86,21:15-21:30,0,13,12.5,43,0,43,75,8.64,50,150,50,8.64,26.99,0,25.92,259.8,25.23,25.92,0,0.92,100.02,271.47,26.99,0,70.04,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,15.21,0,0,12.5,0,37.5,0,0,0

87,21:30-21:45,0,13,12.83,36.33,0,36.34,75,8.64,50,150,50,8.64,26.99,0,25.92,259.8,25.23,25.92,0,0.92,100.02,271.47,26.99,0,70.04,1.47,0.62,1.3,25.92,86.6,0,0,0,0,0,0,15.21,0,0,12.83,0,38.51,0,0,0

88,21:45-22:00,0,13.33,13.17,36.67,0,36.66,75,8.64,50,150,50,8.64,26.99,0,25.92,259.8,25.23,25.92,0,0.92,100.02,271.47,26.99,0,70.04,1.47,0.62,1.3,25.92,76.13,0,0,0,0,0,0,15.61,0,0,13.17,0,39.49,0,0,0

89,22:00-22:15,0,14,13,35.67,0,35.66,75,8.64,50,150,50,8.64,26.99,0,25.92,211.8,25.23,25.92,0,0.92,100.02,271.47,26.99,0,70.04,1.47,0.62,1.25,25.92,64.92,0,0,0,0,0,0,15.61,0,0,13,0,39,0,0,0

90,22:15-22:30,0,14,12.83,34.33,0,34.34,75,8.64,50,150,50,8.64,26.99,0,25.92,192.24,26.24,25.92,0,0.92,100.02,271.47,26.99,0,70.04,1.47,0.62,1.25,25.92,64.92,0,0,0,0,0,0,15.81,0,0,12.83,0,38.51,0,0,0

91,22:30-22:45,0,14.33,12.5,36.67,0,36.66,75,8.64,50,150,50,8.64,26.99,0,25.92,192.24,26.24,25.92,0,0.92,72.01,271.47,26.99,0,70.04,1.47,0.62,1.25,25.92,64.92,0,0,0,0,0,0,15.81,0,0,12.5,0,37.5,0,0,0

92,22:45-23:00,0,13.67,12.17,36.67,0,36.66,75,8.64,50,150,50,8.64,26.99,0,25.92,192.24,25.74,25.92,0,0.92,52.81,271.47,26.99,0,70.04,1.47,0.62,1.25,25.92,64.92,0,0,0,0,0,0,16.01,0,0,12.17,0,36.49,0,0,0

93,23:00-23:15,0,12.67,11.67,35,0,35,75,8.64,50,150,50,8.64,26.99,0,23.04,192.24,25.74,23.04,0,0.92,52.81,230.42,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,11.61,0,0,11.67,0,34.99,0,0,0

94,23:15-23:30,0,11.67,11.17,35,0,35,75,8.64,50,150,50,8.64,26.99,0,23.04,192.24,25.74,23.04,0,0.92,52.81,192.02,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,11,0,0,11.17,0,33.49,0,0,0

95,23:30-23:45,0,11.33,10.67,35,0,35,75,8.64,50,150,50,8.64,26.99,0,23.04,192.24,25.74,23.04,0,0.92,52.81,149.31,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,10.4,0,0,10.67,0,31.99,0,0,0

96,23:45-24:00,0,11.33,10.17,35,0,35,75,8.64,50,150,50,8.64,26.99,0,23.04,192.24,25.74,23.04,0,0.92,52.81,149.31,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,9.8,0,0,10.17,0,30.49,0,0,0

