Column1,Block,NR/2025/31463/C,NR/2025/29440/A/87978,NR/2025/31459/C,NR/2025/27962/A/88482,NR/2025/30086/A/88510,NR/2025/30084/A/88511,NR/2025/31439/C,NR/2025/31461/C,NR/2025/30105/A/88508,NR/2025/29910/A/88515,NR/2025/30082/A/88518,NR/2025/30083/A/88512,NR/2025/29992/A/88137,NR/2025/29352/A/88416,NR/2025/30101/A/88532,NR/2025/27970/A/88486,NR/2025/27968/A/88485,NR/2025/29439/A/88139,NR/2025/30822/A/88135,NR/2025/30191/A/87992,NR/2025/31126/A/88148,NR/2025/29985/A/88136,NR/2025/31138/A/88476,NR/2025/31200/A/88177,GNARE/NR/2024/12/20/3668,NR/2025/31137/A/88474,NR/2025/31138/A/88475,NR/2025/31136/A/88472,NR/2025/31137/A/88473,NR/2025/31132/A/88181,NR/2025/31136/A/88471,NR/2025/30334/A/87990,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/2786,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/2236,NR/2025/31407/C,GNA/NR/2025/07/01/2997,NR/2025/31411/C,NR/2025/31412/C,NR/2025/31358/C,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8230,NR/2025/31359/C,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8154,NR/2025/26975/A/88524,NR/2025/31481/C,NR/2025/31478/C,NR/2025/31482/C,NR/2025/27964/A/88484,NR/2025/29915/A/88079,NR/2025/31479/C,NR/2025/31483/C,NR/2025/27963/A/88483,NR/2025/29628/A/88521,NR/2025/31480/C,NR/2025/28725/A/88487,NR/2025/31476/C,NR/2025/30067/A/88614,NR/2025/29353/A/88413,NR/2025/30121/A/88001,NR/2025/31469/C,NR/2025/29167/A/88081,NR/2025/31490/C/Alternate/1,NR/2025/27978/A/88533,NR/2025/30217/A/88507,NR/2025/31491/C,NR/2025/31490/C,NR/2025/31467/C,NR/2025/31494/C,Total
38,09:15-09:30,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,116,0.67,1.63,56.47,0.77,0.19,0.96,0.29,0,0.48,5.35,16.01,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,6.85,1876.45

39,09:30-09:45,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,123,0.67,1.63,61.4,0.77,0.19,0.96,0.29,0,0.48,5.71,16.01,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,6.85,1888.74

40,09:45-10:00,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,133,0.67,1.63,66.14,0.77,0.19,0.96,0.29,0,0.48,6.05,16.01,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,7.83,1904.8

41,10:00-10:15,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,144,0.67,1.63,71.27,0.77,0.19,0.96,0.29,1.44,0.48,5.5,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,7.83,1921.73

42,10:15-10:30,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,151,0.67,1.63,76.22,0.77,0.19,0.96,0.29,1.44,0.48,5.77,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,7.83,1933.95

43,10:30-10:45,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,151,0.67,1.63,80.69,0.77,0.19,0.96,0.29,1.44,0.48,5.25,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,11.53,1941.6000000000001

44,10:45-11:00,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,158,0.67,1.63,83.17,0.77,0.19,0.96,0.29,1.44,0.48,5.25,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,12.81,1952.3600000000001

45,11:00-11:15,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,165,0.67,1.63,84.88,0.77,0.19,0.96,0.29,1.44,0.48,5.25,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,14.07,1962.33

46,11:15-11:30,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,172,0.67,1.63,86.07,0.77,0.19,0.96,0.29,1.44,0.48,5.25,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,15.52,1971.97

47,11:30-11:45,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,140,0.57,1.63,89.54,0.64,0.19,0.81,0.29,1.44,0.48,5.25,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,16.89,1944.4300000000003

48,11:45-12:00,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,140,0.57,1.63,90.42,0.64,0.19,0.81,0.29,1.44,0.48,5.25,15.92,26.8,43.7,26.8,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,18.17,1946.5900000000001

49,12:00-12:15,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,102,0.57,1.63,88.33,0.64,0.19,0.81,0.29,1.44,0.48,4.37,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,19.35,1902.76

50,12:15-12:30,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,102,0.57,1.63,88.33,0.64,0.19,0.81,0.29,1.44,0.48,4.42,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,19.65,1903.1100000000001

51,12:30-12:45,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,168,0.57,1.63,88.33,0.64,0.19,0.81,0.29,1.44,0.48,4.45,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,19.91,1969.4

52,12:45-13:00,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,168,0.57,1.63,88.33,0.64,0.19,0.81,0.29,1.44,0.48,4.45,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,20.19,1969.68

53,13:00-13:15,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,168,0.57,1.63,88.33,0.64,0.19,0.81,0.29,1.44,0.48,4.39,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,1958.24

54,13:15-13:30,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,168,0.57,1.63,88.33,0.64,0.19,0.81,0.29,1.44,0.48,4.26,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,1958.11

55,13:30-13:45,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,168,0.63,1.63,88.33,0.72,0.19,0.9,0.29,1.44,0.48,4.1,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,1958.18

56,13:45-14:00,96.14,0,0,0,0,0,0.96,0,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,168,0.63,1.63,88.33,0.72,0.19,0.9,0.29,1.44,0.48,3.91,11.78,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,1957.99

57,14:00-14:15,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,140,0.63,1.63,81.74,0.72,0.19,0.9,0.29,1.44,0.48,2.37,16.1,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,2214.6000000000004

58,14:15-14:30,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,140,0.63,1.63,79.55,0.72,0.19,0.9,0.29,1.44,0.48,2.29,16.1,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,2212.3300000000004

59,14:30-14:45,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,119,0.62,1.63,84.46,0.71,0.19,0.88,0.29,1.44,0.48,2.35,16.1,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,2196.2600000000007

60,14:45-15:00,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,112,0.62,1.63,82.33,0.72,0.19,0.89,0.29,1.44,0.48,2.36,16.1,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,8.81,2187.1600000000008

61,15:00-15:15,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,63,0.52,1.63,79.74,0.6,0.19,0.74,0.29,1.44,0.48,0.94,16.38,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,10.76,2136.010000000001

62,15:15-15:30,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,63,0.51,1.63,76.59,0.59,0.19,0.73,0.29,1.44,0.48,0.95,16.38,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,10.76,2132.8400000000006

63,15:30-15:45,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,105,0.5,1.63,70.25,0.57,0.19,0.71,0.29,1.44,0.48,0.95,16.38,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,10.76,2168.4500000000007

64,15:45-16:00,96.14,0,144.21,0,0,0,0.96,144.21,0,0,0,0,0,28.6,0,0,0,0,0,0,13.46,98,0.46,1.63,67.2,0.53,0.19,0.66,0.29,1.44,0.48,0.95,16.38,26.85,43.7,26.85,81.72,143.01,15.24,48.07,44.22,48.07,0,224.73,6.73,19.23,134.84,20.74,5.77,37.15,43.7,48.07,0,0,28.91,96.14,0,0,7.69,0,14.57,0,81.72,0,16.57,0,0,0,0,28.84,162.04,76.55,10.76,2158.270000000001

65,16:00-16:15,0,0.96,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,91,0.44,0,53.33,0.51,0.19,0.63,0.29,0,0.48,0.15,16.56,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,10.76,2293.5300000000007

66,16:15-16:30,0,0.96,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,84,0.44,0,51.67,0.51,0.19,0.63,0.29,0,0.48,0.31,16.56,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,10.76,2285.0300000000007

67,16:30-16:45,0,0.96,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,77,0.45,0,48.33,0.52,0.19,0.64,0.29,0,0.48,0.48,16.56,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,10.76,2274.890000000001

68,16:45-17:00,0,0.96,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,70,0.4,0,45,0.47,0.19,0.59,0.29,0,0.48,0.64,16.56,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,8.81,2262.6200000000003

69,17:00-17:15,0,0.87,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,63,0.27,0,41.67,0.31,0.16,0.38,0.24,0,0.4,0,16.83,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,8.15,2250.51

70,17:15-17:30,0,0.87,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,56,0.23,0,38.61,0.26,0.18,0.33,0.27,0,0.45,0,16.83,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,7.87,2240.13

71,17:30-17:45,0,0.87,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,32,0.18,0,36.67,0.21,0.19,0.26,0.29,0,0.48,0,16.83,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,7.69,2213.9000000000005

72,17:45-18:00,0,0.87,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,28,0.14,0,31.67,0.16,0.19,0.2,0.29,0,0.48,0,16.83,26.85,43.7,26.85,81.72,0,15.24,0,0,0,0,224.73,0,19.23,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,7.76,2204.8200000000006

73,18:00-18:15,0,0.87,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,21,0.11,0,21.67,0.12,0.19,0.15,0.29,0,0.48,0,17.3,26.8,43.7,26.8,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,8.58,2154.42

74,18:15-18:30,0,0.87,0,96.14,37.15,43.7,0,0,29.13,16.57,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,14,0.07,0,16.67,0.1,0.19,0.12,0.29,0,0.48,0,17.3,26.8,43.7,26.8,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,6.23,2139.98

75,18:30-18:45,0,0.87,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,7,0.02,0,9.42,0.03,0.15,0.03,0.24,0,0.39,0,17.3,29,43.7,26.49,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,28.84,162.04,0,4.07,2127.7300000000005

76,18:45-19:00,0,0.87,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,5,0,0,1.89,0,0.1,0,0.14,0,0.24,0,17.3,29,43.7,25.35,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,55.14,96.14,7.69,28.84,106.91,0,2.61,2115.2300000000005

77,19:00-19:15,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,1,0,0,0.97,0,0,0,0,0,0,0,17.3,26.49,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,0,192.28,0,0,2109.7900000000004

78,19:15-19:30,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0.33,0,0,0,0,0,0,0,17.3,26.49,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,0,192.28,0,0,2108.1500000000005

79,19:30-19:45,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,0,192.28,0,0,2110.3300000000004

80,19:45-20:00,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,5.77,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,0,0,96.14,7.69,0,192.28,0,0,2110.3300000000004

81,20:00-20:15,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2184.6000000000004

82,20:15-20:30,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2184.6000000000004

83,20:30-20:45,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2184.6000000000004

84,20:45-21:00,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,76.55,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2184.6000000000004

85,21:00-21:15,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,105.75,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2213.8

86,21:15-21:30,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,29,43.7,29,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,105.75,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2213.8

87,21:30-21:45,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,26.8,43.7,26.8,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,105.75,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2209.4

88,21:45-22:00,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,26.8,43.7,26.8,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,105.75,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2209.4

89,22:00-22:15,0,0.91,0,96.14,37.15,43.7,0,0,29.13,19.23,48.07,14.57,44.22,28.6,48.07,144.21,0,25.07,134.6,48.07,13.46,0,0,0,0,0,0,0,0,0,0,0,17.3,26.8,43.7,26.8,81.72,0,0,0,0,0,0,224.73,0,0,134.84,20.74,25.96,0,0,0,144.21,0,0,0,0,105.75,0,143.01,0,0,81.72,6.73,0,54.08,0,96.14,7.69,0,192.28,0,0,2209.4

