Column1,Time,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/9042,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/9061,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/4503,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/3646,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07
79,19:30-19:45,0,2.8,17.55,150,50,0,0,0,0,0,0,0,26.87,3.78,26.33,145.71,100.59,2.23,70.39,26.87,3.46,29.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,10,6.67,0,6.67

80,19:45-20:00,0,2.8,17.55,150,50,0,0,0,0,0,0,0,26.87,3.78,26.33,145.71,100.59,2.23,70.39,26.87,3.46,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,10.67,6.67,0,6.67

81,20:00-20:15,0,2.64,17.55,200,50,0,0,0,0,0,0,0,26.87,3.78,26.33,206.18,100.59,2.23,70.39,26.87,3.46,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,10.67,6.67,0,6.67

82,20:15-20:30,0,2.64,17.55,200,50,0,0,0,0,0,0,0,26.87,3.78,26.33,206.18,100.59,2.23,70.39,26.87,3.46,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,10.67,6.67,0,6.67

83,20:30-20:45,0,2.64,17.55,200,50,0,0,0,0,0,0,0,26.87,3.78,26.33,206.18,100.59,2.23,70.39,26.87,3.46,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,10.33,6.67,0,6.67

84,20:45-21:00,0,2.64,17.55,200,50,0,0,0,0,0,0,0,26.87,3.78,26.33,206.18,100.59,2.23,70.39,26.87,3.46,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,9.67,6.67,0,6.67

85,21:00-21:15,0,2.64,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.3,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,9.67,6.67,0,6.67

86,21:15-21:30,0,2.64,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.3,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,14,7,14,19.99,0,0,9.33,6.67,0,6.67

87,21:30-21:45,0,2.64,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.3,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,15,7,15,19.99,0,0,9,6.67,0,6.67

88,21:45-22:00,0,2.64,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.3,28.26,26.33,8.78,8.78,0,0,0,273,0,0,26.33,68.1,0,15,7,15,19.99,0,0,8.67,6.67,0,6.67

89,22:00-22:15,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.22,28.26,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8.67,6.67,0,6.67

90,22:15-22:30,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.22,28.26,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8.33,6.67,0,6.67

91,22:30-22:45,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.22,27.25,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8.33,6.67,0,6.67

92,22:45-23:00,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.22,27.25,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8,6.67,0,6.67

93,23:00-23:15,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.07,27.25,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8.33,6.67,0,6.67

94,23:15-23:30,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.07,27.25,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8.67,6.67,0,6.67

95,23:30-23:45,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.07,27.25,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,8.67,6.67,0,6.67

96,23:45-24:00,285.39,2.48,17.55,200,50,0,0,0,0,0,0,0,24.08,3.78,26.33,206.18,100.59,2.23,70.39,24.08,3.07,27.25,26.33,8.78,8.78,0,0,0,273,95.12,0,26.33,68.1,0,15,7,15,19.99,0,0,9,6.67,0,6.67

