Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/1196,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/5126,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/6209,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2952,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/5784,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2025/06/07/5932,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/1044,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/4452,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6187
69,17:00-17:15,22.01,22,4.73,23.66,10,25,8,17,18.33,69,35.82,2,28.09,69,27.99,15,23.1,0,25,75,130.61,8.71,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,0,67.57,0,4.63,3.76,9.91,67.57,0,0,-0,0,2.9,3.22,100.56,15.3,3.76,8.69,20.83,17.38

70,17:15-17:30,21.61,22,3.91,19.53,9,25,7,15,17,69,35.37,0,21.72,69,22.37,13,16.69,0,25,75,130.61,8.71,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,0,67.57,0,4.63,3.48,9.91,67.57,0,0,-0,0,2.69,3.22,100.56,15.3,3.48,8.69,20.83,17.38

71,17:30-17:45,16.01,18,3.13,15.66,8,25,7,13,15.58,69,35,0,15.28,69,16.56,13,11.03,0,25,75,130.61,5.62,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,0,67.57,0,4.63,3.05,6.92,67.57,0,0,-0,0,2.36,3.24,100.56,15.3,3.05,8.69,20.83,17.38

72,17:45-18:00,15.01,17,2.45,12.23,7,25,6,11,13.44,69,34.33,0,8.85,69,10.72,9,6.17,0,25,75,130.61,5.62,70.4,0,271.49,33.79,16.89,8.69,19.31,76.54,16.89,0,67.57,0,4.63,2.59,6.91,67.57,0,0,-0,0,1.99,3.24,100.56,15.3,2.59,8.69,20.83,17.38

73,18:00-18:15,13.01,10,1.84,9.2,5,25,5,10,10.27,38.63,33.67,0,0,38.63,6.82,6,0,0,25,75,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,4.63,2.23,6.9,67.57,0,0,-0,0,1.72,3.22,100.56,0,2.23,8.69,20.83,17.38

74,18:15-18:30,11,7,1.31,6.56,3,25,4,9,7.13,38.63,33,0,0,38.63,2.92,4,0,0,25,75,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,4.63,1.57,6.9,67.57,0,0,-0,0,1.22,3.22,100.56,0,1.57,8.69,20.83,17.38

75,18:30-18:45,8.4,3,0.84,4.18,1,25,3,5,2.83,64.38,32.33,0,0,64.38,0,3,0,0,25,75,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,4.43,0.76,6.9,67.57,0,0,-0,0,0.58,3.22,100.56,0,0.76,8.69,20.83,17.38

76,18:45-19:00,9.2,2,0.49,2.44,1,25,2,3,0.98,64.38,31.44,0,0,64.38,0,2,0,0,25,75,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,4.43,0,6.9,67.57,0,0,-0,0,0,3.22,100.56,0,0,8.69,20.83,17.38

77,19:00-19:15,10.6,1,0,0,0,25,0,1,0.57,64.38,30.5,0,0,64.38,0,1,0,0,25,75,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

78,19:15-19:30,12.41,0,0,0,0,24.72,0,0,0.22,64.38,29.4,0,0,64.38,0,0,0,0,24.72,74.14,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

79,19:30-19:45,8,0,0,0,0,24.5,0,0,0.05,63.42,28.67,0,0,63.41,0,0,0,0,24.5,73.5,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

80,19:45-20:00,8,0,0,0,0,24.17,0,0,0,62.39,27.56,0,0,62.4,0,0,0,0,24.17,72.49,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

81,20:00-20:15,8,0,0,0,0,24.16,0,0,0,63.24,26.46,0,0,63.24,0,0,0,0,24.17,72.5,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

82,20:15-20:30,8,0,0,0,0,24,0,0,0,62.5,25.72,0,0,62.51,0,0,0,0,24,72,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

83,20:30-20:45,14,0,0,0,0,23.84,0,0,0,62.34,24.99,0,0,62.33,0,0,0,0,23.83,71.5,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

84,20:45-21:00,13.4,0,0,0,0,23.66,0,0,0,63.34,23.89,0,0,63.33,0,0,0,0,23.67,71,130.61,8.89,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

85,21:00-21:15,12.8,0,0,0,0,23.5,0,0,0,63.34,22.79,0,0,63.33,0,0,0,0,23.5,70.5,130.61,8.61,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

86,21:15-21:30,12.01,0,0,0,0,23.34,0,0,0,62.41,22.05,0,0,62.4,0,0,0,0,23.33,70,130.61,8.61,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

87,21:30-21:45,11.01,0,0,0,0,21.66,0,0,0,60.64,21.32,0,0,60.63,0,0,0,0,21.67,65,130.61,8.61,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

88,21:45-22:00,10.01,0,0,0,0,21.84,0,0,0,58.93,20.21,0,0,58.93,0,0,0,0,21.83,65.5,130.61,8.61,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

89,22:00-22:15,8.81,0,0,0,0,22,0,0,0,55.33,19.85,0,0,55.33,0,0,0,0,22,66,130.61,8.61,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

90,22:15-22:30,8.01,0,0,0,0,22.16,0,0,0,56,19.48,0,0,56,0,0,0,0,22.17,66.5,130.61,8.61,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

91,22:30-22:45,8.01,0,0,0,0,22.34,0,0,0,56.66,19.11,0,0,56.67,0,0,0,0,22.33,67,130.61,0,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,25.23,0,5.92,100.56,0,0,8.69,20.83,17.38

92,22:45-23:00,8.21,0,0,0,0,22.34,0,0,0,57.66,18.74,0,0,57.67,0,0,0,0,22.33,67,130.61,0,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,25.23,0,5.92,100.56,0,0,8.69,20.83,17.38

93,23:00-23:15,8.61,0,0,0,0,22.16,0,0,0,59.34,22.49,0,0,59.33,0,0,0,0,22.17,66.5,130.61,0,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,24.23,0,5.92,100.56,0,0,8.69,20.83,17.38

94,23:15-23:30,9.41,0,0,0,0,22,0,0,0,61.66,22.49,0,0,61.67,0,0,0,0,22,66,130.61,0,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,24.23,0,5.92,100.56,0,0,8.69,20.83,17.38

95,23:30-23:45,10.01,0,0,0,0,21.84,0,0,0,64.34,22.49,0,0,64.33,0,0,0,0,21.83,65.5,130.61,0,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

96,23:45-24:00,10.61,0,0,0,0,21.66,0,0,0,66,22.49,0,0,66,0,0,0,0,21.67,65,130.61,0,70.4,0,271.49,33.79,16.89,8.69,0,87.07,16.89,0,19.31,0,8.54,0,12.69,67.57,0,0,-0,0,0,5.92,100.56,0,0,8.69,20.83,17.38

