Column1,Block,NR/2024/22052/A/30773,NR/2024/22058/A/30772,NR/2024/22353/C,NR/2024/22356/C,NR/2024/22010/A/30985,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,GNA/NR/2024/08/07/2729,NR/2024/21909/A/30959,NR/2024/22228/A/31024,NR/2024/21940/A/31030,NR/2024/22279/A/30955,NR/2024/22080/A/30621,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/2024/22042/A/30731,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug24,NR/2024/21974/A/31010,NR/2024/21971/A/31009,NR/2024/21956/A/31032,GNA/NR/2024/08/07/8214,NR/2024/22081/A/30967,NR/2024/21943/A/31028,NR/01082024/15082024/APL-Raigarh,NR/2024/21814/A/31011,NR/2024/21918/A/30988,NR/2024/21970/A/31008,NR/2024/21961/A/30859,NR/2024/21938/A/30993,NR/30092023/26122029/SH-06,NR/01082024/31082024/jitpl,NR/30092023/31122025/SH-07,NR/01082024/31082024/SKS-Raigarh,NR/2024/22364/C,NR/2024/22367/C,NR/2024/22351/C,NR/2024/22352/C,NR/2024/21658/A/30767,NR/2024/22377/C,NR/2024/22014/A/30732,NR/2024/21860/A/30968,NR/2024/22362/C,NR/2024/21966/A/30945,NR/2024/21968/A/31007,NR/2024/21954/A/31029,NR/2024/21983/A/30869,Total
63,15:30-15:45,37.75,10.59,3.85,4.62,11.69,0,0,192.58,44.37,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1435.0242000000007

64,15:45-16:00,38.03,10.59,3.07,4.33,11.69,0,0,192.58,44.37,83.95,4.81,12.52,17.28,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.96,0,1.93,48.14,0,48.14,37.2,24,48.14,1434.2342000000008

65,16:00-16:15,36.69,10.59,2.41,5.68,11.69,0,0,192.58,44.37,83.95,4.81,12.52,17.74,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.82,0,1.93,48.14,0,48.14,37.2,24,48.14,1433.9042000000006

66,16:15-16:30,31.39,10.59,2.3,10.98,11.69,0,0,192.58,44.37,83.95,4.81,12.52,17.74,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.82,0,1.93,48.14,0,48.14,37.2,24,48.14,1433.7942000000005

67,16:30-16:45,24.75,10.59,1.98,10.69,11.69,0,0,192.58,44.37,83.95,4.81,12.52,19.39,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.82,0,1.93,48.14,0,48.14,37.2,24,48.14,1428.1942000000006

68,16:45-17:00,20.32,10.59,1.27,8.57,11.69,0,0,192.58,44.37,83.95,4.81,12.52,19.39,0,0,3.85,0,37.2,37.2,24.07,0,240.72,38.52,0,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.82,0,1.93,48.14,0,48.14,37.2,24,48.14,1420.9342000000004

69,17:00-17:15,0,0,1.45,0,11.69,0,0,0,44.37,83.95,4.81,12.52,19.39,48.14,0,3.85,48.14,37.2,37.2,24.07,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1381.5842000000002

70,17:15-17:30,0,0,1.6,0,11.69,0,0,0,44.37,83.95,4.81,12.52,19.39,48.14,0,3.85,48.14,37.2,37.2,24.07,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1381.7342

71,17:30-17:45,0,0,1.14,0,11.69,0,0,0,44.37,83.95,4.81,12.52,19.39,48.14,0,3.85,48.14,37.2,37.2,24.07,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1381.2742

72,17:45-18:00,0,0,0.76,0,11.69,0,0,0,44.37,83.95,4.81,12.52,19.39,48.14,0,3.85,48.14,37.2,37.2,24.07,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1380.8942000000002

73,18:00-18:15,0,0,0.68,0,0,0,0,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,24.07,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1323.7842000000003

74,18:15-18:30,0,0,0.35,0,0,0,0,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,24.07,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1323.4542000000004

75,18:30-18:45,0,0,0.12,0,0,0,0,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.85,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1342.5042000000003

76,18:45-19:00,0,0,0,0,0,0,0,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,0,240.72,38.52,192.58,48.14,90.51,12.4,0,0,26.9071,11.83,26.9071,12.4,0,0,27.92,163.93,0.77,0,1.93,48.14,0,0,37.2,24,0,1342.3642000000004

77,19:00-19:15,0,0,0,0,0,0,48.14,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,21.4784,11.83,21.4784,12.4,48.14,0,27.92,163.93,0.77,39.45,1.93,48.14,48.14,0,37.2,24,0,1640.5568000000007

78,19:15-19:30,0,0,0,0,0,0,48.14,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,21.4784,11.83,21.4784,12.4,48.14,0,27.92,163.93,0.77,38.68,1.93,48.14,48.14,0,37.2,24,0,1639.7868000000008

79,19:30-19:45,0,0,0,0,0,0,48.14,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,19.5568,11.83,32,12.4,48.14,0,27.92,163.93,0.77,40.07,1.93,48.14,48.14,0,37.2,24,0,1649.7768000000008

80,19:45-20:00,0,0,0,0,0,0,48.14,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,19.5568,11.83,32,12.4,48.14,0,27.92,163.93,0.77,39.31,1.93,48.14,48.14,0,37.2,24,0,1649.0168000000008

81,20:00-20:15,0,0,0,0,0,0,48.14,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,0,27.92,163.93,0.77,39.44,1.93,48.14,96.29,0,37.2,24,0,1706.806200000001

82,20:15-20:30,0,0,0,0,0,0,48.14,0,0,83.95,4.81,11.55,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,0,27.92,163.93,0.77,39.79,1.93,48.14,96.29,0,37.2,24,0,1707.1562000000008

83,20:30-20:45,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,0,27.92,163.93,0.77,39.47,1.93,48.14,96.29,0,37.2,24,0,1705.8762000000008

84,20:45-21:00,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,0,27.92,163.93,0.77,40.73,1.93,48.14,96.29,0,37.2,24,0,1707.1362000000008

85,21:00-21:15,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,89.93,27.92,163.93,0.77,41.23,1.93,48.14,96.29,0,37.2,24,0,1797.566200000001

86,21:15-21:30,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,89.93,27.92,163.93,0.77,41.42,1.93,48.14,96.29,0,37.2,24,0,1797.756200000001

87,21:30-21:45,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,89.93,27.92,163.93,0.77,44.1,1.93,48.14,96.29,0,37.2,24,0,1800.4362000000008

88,21:45-22:00,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,0,0,30.5331,11.83,30.5331,12.4,48.14,89.93,27.92,163.93,0.77,40.11,1.93,48.14,96.29,0,37.2,24,0,1796.4462000000008

89,22:00-22:15,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,30.5331,11.83,30.5331,12.4,48.14,89.93,27.92,163.93,0.77,39.98,1.93,48.14,96.29,0,37.2,24,0,1904.6562000000008

90,22:15-22:30,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,43.33,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,30.5331,11.83,30.5331,12.4,48.14,89.93,27.92,163.93,0.77,39.29,1.93,48.14,96.29,0,37.2,24,0,1903.9662000000008

91,22:30-22:45,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,67.4,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,32,11.83,0,12.4,48.14,89.93,27.92,163.93,0.77,38.92,1.93,48.14,96.29,0,37.2,24,0,1898.6000000000006

92,22:45-23:00,0,0,0,0,0,0,48.14,0,0,83.95,4.81,10.59,19.39,48.14,0,3.85,48.14,37.2,37.2,67.4,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,32,11.83,0,12.4,48.14,89.93,27.92,163.93,0.77,39.02,1.93,48.14,96.29,0,37.2,24,0,1898.7000000000005

93,23:00-23:15,0,0,0,0,0,0,48.14,0,0,83.95,4.81,9.63,19.39,48.14,0,3.85,48.14,37.2,37.2,67.4,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,32,11.83,0,12.4,48.14,89.93,27.92,163.93,0.72,38.77,1.93,48.14,96.29,0,37.2,24,0,1897.4400000000005

94,23:15-23:30,0,0,0,0,0,0,48.14,0,0,83.95,4.81,9.63,19.39,48.14,0,3.85,48.14,37.2,37.2,67.4,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,32,11.83,0,12.4,48.14,89.93,27.92,163.93,0.72,39.69,1.93,48.14,96.29,0,37.2,24,0,1898.3600000000006

95,23:30-23:45,0,0,0,0,0,0,48.14,0,0,83.95,4.81,9.63,19.39,48.14,0,3.85,48.14,37.2,37.2,67.4,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,32,11.83,0,12.4,48.14,89.93,27.92,163.93,0.72,40.1,1.93,48.14,96.29,0,37.2,24,0,1898.7700000000004

96,23:45-24:00,0,0,0,0,0,0,48.14,0,0,83.95,4.81,9.63,19.39,48.14,0,3.85,48.14,37.2,37.2,67.4,125.18,240.72,38.52,192.58,48.14,90.51,12.4,81.25,27.09,32,11.83,0,12.4,48.14,89.93,27.92,163.93,0.72,37.77,1.93,48.14,96.29,0,37.2,24,0,1896.4400000000005

