Column1,Time,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/7459,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/6490,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/7960,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/1333,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/5285
69,17:00-17:15,71.67,31.74,31.73,46.53,31.73,30.17,19.93,99.67,34,35.7,35,14,38,16,19,30.17,71.67,10.8,90.49,33.34,27.75,26.99,2.61,66,3.15,26.99,5.41,9.62,2.87,2.4,44.25,6.26,129.86,0,9.62,9.62,271.98,1.92,5.41,5.41,0,22.12,52.9,0,2.89,48.1,2.89,50,2.89

70,17:15-17:30,70,33,33,39.21,16,30,16.04,80.18,25,26.44,28,11,24,12,12,30,70,10.4,90,32.66,27.75,26.99,2.61,66,3.15,26.99,4.06,9.62,2.87,2.4,44.25,6.26,129.86,0,9.62,9.62,271.98,1.92,4.06,4.06,0,22.12,52.9,0,2.89,48.1,2.89,50,2.89

71,17:30-17:45,76.67,21.63,21.64,31.13,7,29.83,12.34,61.72,21,18.15,21,9,15,9,7,29.83,76.67,10.2,89.51,34,28.26,26.99,2.61,78.63,3.15,26.99,2.82,9.62,2.87,2.4,57.4,6.26,166.11,0,9.62,9.62,271.98,1.92,2.82,2.82,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

72,17:45-18:00,76,12.36,11.79,22.51,1,29.5,8.83,44.13,18,11.08,13,7,9,7,4,29.5,76,9.6,88.5,33,29.27,26.99,2.61,87.11,3.15,26.99,1.65,9.62,2.87,2.4,57.4,6.26,166.11,0,9.62,9.62,271.98,1.92,1.65,1.65,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

73,18:00-18:15,78.33,0,0,15.61,0,30.83,5.85,29.24,7,5.89,8,3,5,5,2,30.83,78.33,9,92.51,32.34,30.28,26.99,2.61,95.59,3.22,26.99,0.81,9.62,3.11,5.77,86.76,6.44,260.29,0,9.62,9.62,271.98,1.92,0.81,0.81,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

74,18:15-18:30,78.33,0,0,9.9,0,30.67,3.49,17.43,4,1.29,5,1,2,3,1,30.67,78.33,8.4,91.99,31.66,30.28,26.99,2.61,104.08,3.22,26.99,0.25,9.62,3.11,5.77,86.76,6.44,260.29,0,9.62,9.62,271.98,1.92,0.25,0.25,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

75,18:30-18:45,78.33,0,0,5.49,0,30.5,1.97,9.86,1,0,2,0,1,3,0,30.5,78.33,8,91.5,31,30.28,26.99,3.17,112.56,3.53,26.99,0.05,9.62,3.72,5.77,86.76,6.44,260.29,0,9.62,9.62,271.98,1.92,0.05,0.05,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

76,18:45-19:00,78.33,0,0,2.68,0,30.33,0.46,2.31,0,0,1,0,0,1,0,30.33,78.33,7,91.01,30.34,30.28,26.99,3.17,115.01,3.53,26.99,0.04,9.62,3.72,5.77,86.76,6.44,260.29,0,9.62,9.62,271.98,1.92,0.04,0.04,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

77,19:00-19:15,78.33,0,0,0,0,31.67,0,0,0,0,0,0,0,0,0,31.67,78.33,11.21,94.99,37.34,30.78,26.99,3.08,115.01,3.99,26.99,0,9.62,3.72,5.77,86.76,6.58,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

78,19:15-19:30,78.33,0,0,0,0,31.33,0,0,0,0,0,0,0,0,0,31.33,78.33,11,94.01,37,30.78,25.71,3.08,115.01,3.99,25.71,0,9.62,3.72,5.77,86.76,6.58,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,0,2.89,48.1,2.89,50,2.89

79,19:30-19:45,71.67,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,71.67,11.21,93,31,30.78,21.9,3.08,115.01,3.99,21.9,0,9.62,4.42,5.77,86.76,6.58,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

80,19:45-20:00,71.67,0,0,0,0,30.67,0,0,0,0,0,0,0,0,0,30.67,71.67,11.21,91.99,30.34,30.78,21.9,3.08,115.01,3.99,21.9,0,9.62,4.42,5.77,86.76,6.58,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

81,20:00-20:15,68,0,0,0,0,27.17,0,0,0,0,0,0,0,0,0,27.17,68,11,81.49,29.66,30.78,24.39,2.98,115.01,3.84,24.39,0,9.62,4.42,5.77,86.76,6.58,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

82,20:15-20:30,67.67,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,26.67,67.67,10.8,79.99,29,30.78,24.39,2.98,115.01,3.84,24.39,0,9.62,4.42,5.77,86.76,6.58,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

83,20:30-20:45,67.33,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,26.67,67.33,10.4,79.99,28.34,30.78,24.39,2.98,115.01,3.84,24.39,0,9.62,4.42,5.77,86.76,6.99,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

84,20:45-21:00,66.67,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,26.67,66.67,9,79.99,27.66,30.78,24.39,2.98,115.01,3.84,24.39,0,9.62,4.42,5.77,86.76,6.99,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

85,21:00-21:15,66.4,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,26.67,66.4,9,79.99,26.66,30.78,24.39,2.98,115.01,4.75,24.39,0,9.62,4.42,5.77,86.76,7.09,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

86,21:15-21:30,67.37,0,0,0,0,27.17,0,0,0,0,0,0,0,0,0,27.17,67.37,8.4,81.49,25,30.28,26.99,2.98,106.53,4.75,26.99,0,9.62,4.42,5.77,86.76,7.09,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.7,2.89,48.1,2.89,50,2.89

87,21:30-21:45,75,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,75,8.2,90,30,30.28,26.99,2.98,98.05,4.75,26.99,0,9.62,4.42,5.77,86.76,7.09,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.05,2.89,48.1,2.89,50,2.89

88,21:45-22:00,75.67,0,0,0,0,31.67,0,0,0,0,0,0,0,0,0,31.67,75.67,8,94.99,30.66,30.28,26.99,2.98,70.14,4.75,26.99,0,9.62,4.42,5.77,86.76,7.09,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,7.05,2.89,48.1,2.89,50,2.89

89,22:00-22:15,76.33,0,0,0,0,34.83,0,0,0,0,0,0,0,0,0,34.83,76.33,8,104.51,31.34,31.29,26.99,2.8,70.14,4.6,26.99,0,9.62,4.27,5.77,76.27,7.27,225.97,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

90,22:15-22:30,77,0,0,0,0,35.33,0,0,0,0,0,0,0,0,0,35.33,77,8,106.01,31.66,31.29,26.99,2.8,70.14,4.6,26.99,0,9.62,4.27,5.77,86.76,7.27,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

91,22:30-22:45,77.67,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,77.67,8,108,31.66,31.29,26.99,2.8,70.14,4.6,26.99,0,9.62,4.27,5.77,86.76,7.27,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

92,22:45-23:00,78.33,0,0,0,0,36.5,0,0,0,0,0,0,0,0,0,36.5,78.33,8,109.5,31.66,31.29,26.99,2.8,78.63,4.6,26.99,0,9.62,4.27,5.77,86.76,7.27,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

93,23:00-23:15,78.33,0,0,0,0,36.67,0,0,0,0,0,0,0,0,0,36.67,78.33,7,109.99,31.66,31.29,24.39,2.8,87.11,4.37,24.39,0,9.62,4.89,5.77,86.76,7.37,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

94,23:15-23:30,78.33,0,0,0,0,36.5,0,0,0,0,0,0,0,0,0,36.5,78.33,7,109.5,31.66,30.78,24.39,2.8,115.01,4.37,24.39,0,9.62,4.89,5.77,86.76,7.37,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

95,23:30-23:45,78.33,0,0,0,0,36.17,0,0,0,0,0,0,0,0,0,36.17,78.33,7,108.49,31.66,30.78,24.39,2.8,115.01,4.37,24.39,0,9.62,4.89,5.77,86.76,7.37,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

96,23:45-24:00,78.33,0,0,0,0,35.5,0,0,0,0,0,0,0,0,0,35.5,78.33,7,106.5,31.66,30.78,24.39,2.8,115.01,4.37,24.39,0,9.62,4.89,5.77,86.76,7.37,260.29,0,9.62,9.62,271.98,1.92,0,0,0,22.12,100.21,5.96,2.89,48.1,2.89,50,2.89

