Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2024/09/01/7119,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/01/3451,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/8090,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/2171,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/4802,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7908
80,19:45-20:00,0,0,0,69,23,33.41,0,0,0,0,0,0,0,0,0,19,23,55.67,55.67,24.8,0,273.84,26.24,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0,18.4

81,20:00-20:15,0,0,0,66.5,22.17,39.42,0,0,0,0,0,0,0,0,0,19,22.16,48.33,48.33,24.8,0,273.84,26.24,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0,18.4

82,20:15-20:30,0,0,0,65,21.67,38.82,0,0,0,0,0,0,0,0,0,18.34,21.66,48,48,24.8,0,273.84,26.24,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0,18.4

83,20:30-20:45,0,0,0,63,21,38.02,0,0,0,0,0,0,0,0,0,13.34,21,47,47,24.8,0,273.84,25.23,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0,18.4

84,20:45-21:00,0,0,0,62,20.67,37.02,0,0,0,0,0,0,0,0,0,13.34,20.66,46.33,46.33,24.8,0,273.84,25.23,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.95,1.94,100.9,0,0,82.32,0,18.4

85,21:00-21:15,0,0,0,50,16.67,36.42,0,0,0,0,0,0,0,0,0,13.34,16.66,45.33,45.33,24.8,0,273.84,25.23,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.76,1.94,100.9,0,0,82.32,0,18.4

86,21:15-21:30,0,0,0,49.5,16.5,35.61,0,0,0,0,0,0,0,0,0,13.34,16.5,44.33,44.33,24.8,0,273.84,25.23,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.76,1.94,100.9,0,0,82.32,0,18.4

87,21:30-21:45,0,0,0,49,16.33,34.81,0,0,0,0,0,0,0,0,0,13.66,16.34,45,45,24.8,0,273.84,25.23,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.76,1.94,100.9,0,0,82.32,0,18.4

88,21:45-22:00,0,0,0,48.5,16.17,34.01,0,0,0,0,0,0,0,0,0,14,16.16,46.67,46.67,24.8,0,273.84,25.23,0,87.36,0,262.95,82.32,0,41.16,41.16,0,0,20.58,12.47,0,115.76,12.76,1.94,100.9,0,0,82.32,0,18.4

89,22:00-22:15,0,0,0,48.5,16.17,38.02,0,0,0,0,0,0,0,0,0,14,16.16,47,47,24.8,0,273.84,26.25,0,57.82,0,167.5,82.32,0,41.16,41.16,0,0,20.58,12.47,0,85.39,12.76,1.94,100.9,0,0,82.32,0,18.4

90,22:15-22:30,0,0,0,49,16.33,37.42,0,0,0,0,0,0,0,0,0,14,16.34,47.33,47.33,24.8,0,273.84,26.25,0,57.82,0,167.5,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.76,1.94,100.9,0,0,82.32,0,18.4

91,22:30-22:45,0,0,0,49,16.33,37.02,0,0,0,0,0,0,0,0,0,14.66,16.34,48.33,48.33,24.8,0,273.84,27.25,0,57.82,0,167.5,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.76,1.94,100.9,0,0,82.32,0,18.4

92,22:45-23:00,0,0,0,50,16.67,36.42,0,0,0,0,0,0,0,0,0,15.34,16.66,49.33,49.33,24.8,0,273.84,27.25,0,57.82,0,167.5,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.76,1.94,100.9,0,0,82.32,0,18.4

93,23:00-23:15,0,0,0,51.5,17.17,36.01,0,0,0,0,0,0,0,0,0,16,17.16,49.67,49.67,24.8,0,273.84,27.25,0,57.82,0,167.5,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.57,0,100.9,0,0,82.32,0,18.4

94,23:15-23:30,0,0,0,53,17.67,35.61,0,0,0,0,0,0,0,0,0,16.66,17.66,50.67,50.67,24.8,0,273.84,26.75,0,57.82,0,167.5,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.57,0,100.9,0,0,82.32,0,18.4

95,23:30-23:45,0,0,0,54.5,18.17,35.21,0,0,0,0,0,0,0,0,0,17.34,18.16,50.67,50.67,24.8,0,273.84,26.25,0,57.82,0,130.75,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.57,0,100.9,0,0,82.32,0,18.4

96,23:45-24:00,0,0,0,55.5,18.5,35.01,0,0,0,0,0,0,0,0,0,18,18.5,50.67,50.67,24.8,0,273.84,26.25,0,57.82,0,111.38,82.32,0,41.16,41.16,0,0,20.58,12.47,0,70.59,12.57,0,79.42,0,0,82.32,0,18.4

