Block,Time,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16
88,21:45-22:00,118.080000,3.770000,30.970000,0.000000,0,4.050000,249.720000,8.39,30.930000,0.000000,8.38,0,25.16,0,0.000000,30.970000,0.000000,3.630000,27.6,272.220000,0,8.47,27.6,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

89,22:00-22:15,118.080000,3.770000,30.970000,0.000000,0,3.890000,249.720000,8.28,30.930000,0.000000,8.26,0,24.83,0,0.000000,30.970000,0.000000,3.630000,30.83,272.220000,0,8.23,30.83,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

90,22:15-22:30,118.080000,3.770000,30.970000,0.000000,0,3.890000,249.720000,8.05,30.930000,0.000000,8.03,0,24.14,0,0.000000,30.970000,0.000000,3.630000,29.77,272.220000,0,8.14,29.77,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

91,22:30-22:45,118.080000,3.770000,30.970000,0.000000,0,3.890000,249.720000,8.03,30.930000,0.000000,8.03,0,24.1,0,0.000000,30.970000,0.000000,3.630000,28.96,272.220000,0,8.1,28.96,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

92,22:45-23:00,118.080000,3.770000,30.970000,0.000000,0,3.890000,249.720000,7.98,30.930000,0.000000,7.97,0,23.94,0,0.000000,30.970000,0.000000,3.630000,28.21,272.220000,0,8.18,28.21,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

93,23:00-23:15,118.080000,3.620000,30.970000,0.000000,0,3.810000,249.720000,7.7,29.970000,0.000000,7.71,0,23.11,0,0.000000,30.970000,0.000000,3.580000,27.41,272.220000,0,8.23,27.41,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

94,23:15-23:30,118.080000,3.620000,30.970000,0.000000,0,3.810000,249.720000,7.33,29.970000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.580000,26.64,272.220000,0,8.27,26.64,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

95,23:30-23:45,118.080000,3.620000,30.970000,0.000000,0,3.810000,249.720000,7.33,29.970000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.580000,26.15,272.220000,0,8.29,26.15,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

96,23:45-24:00,118.080000,3.620000,30.970000,0.000000,0,3.810000,249.720000,7.33,29.970000,0.000000,7.34,0,22,0,0.000000,30.970000,0.000000,3.580000,25.63,272.220000,0,8.32,25.63,101.380000,0.000000,0,0,0,0,0,7.41,0,0,0

