Block,Time Block,RIHAND1,RAPPC,RAMPUR,RIHAND3,RIHAND2,RAPPB,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TALA,TEHRI,SALAL,SEWA2,SINGRAULI,TANDA2,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,NTPL,PARBATI3,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,DADRI_GF,DADRI_RF,DADRI_LF,KHSTPP-I,JHAJJAR,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,AURY_CRF,DADRI_CRF,ANTA_RF,AURY_LF,ANTA_LF,ANTA_GF,AURY_GF,AURY_RF,VALLURNTECL,ANTA_CRF,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,14.97,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,597.98,0,0,0,16.42,0,357.5,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,17.54,0,0,0,0,0,0

64,15:45-16:00,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,14.97,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,600.25,0,0,0,16.45,0,418.55,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,17.54,0,0,0,0,0,0

65,16:00-16:15,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,29.94,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,0,16.45,0,477.24,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,0,0,0,0,0,0

66,16:15-16:30,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,45.21,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,0,16.45,0,507.64,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,0,0,0,0,0,0

67,16:30-16:45,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,45.51,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,0,16.45,0,538.4,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,0,0,0,0,0,0

68,16:45-17:00,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,59.87,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,22.5,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,0,16.45,0,562.34,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,0,0,0,0,0,0

69,17:00-17:15,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,59.87,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,45.01,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,0,14.71,15.85,479.26,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,0,0,0,0,0,0

70,17:15-17:30,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,59.87,1.35,0,121.17,0,1.06,19.24,3.2,11.7,0,0,0,17.08,142.66,0,0,0,0,0,0,67.5,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,0,14.71,31.7,464.1,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,0,0,0,0,0,0

71,17:30-17:45,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,59.87,1.35,0,121.17,0,2.12,19.24,12.67,13.52,0,0,0,25.62,142.66,0,0,0,0,0,0,90,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,7.75,14.71,31.7,436.2,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.07,19.78,6.13,0,0,0,0,0

72,17:45-18:00,88.5,51.52,0,119.6,114.24,0,402.86,0,1.48,0,0,0,0,0,0,0,59.87,1.35,10.13,121.17,0,12.54,19.24,25.34,26.98,0,0,0,38.32,142.66,0,0,0,0,0,0,112.52,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,15.37,14.71,31.7,477.57,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.6,19.78,27.97,0,0,0,0,0

73,18:00-18:15,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,8.94,10.13,121.17,0,12.54,19.24,25.34,26.98,0,0,0,38.32,142.66,0,0,0,0,0,0,112.52,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,30.88,14.71,31.7,466.02,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,1.6,19.78,27.97,0,0,0,0,0

74,18:15-18:30,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,40.24,10.13,121.17,0,12.54,19.24,25.34,26.98,0,0,0,38.32,142.66,0,0,0,0,0,0,112.52,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,32.16,14.71,31.7,467.95,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,3.18,19.78,27.97,0,0,0,0,0

75,18:30-18:45,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,40.24,10.13,121.17,0,12.54,19.24,25.34,26.98,0,0,0,38.32,142.66,0,0,0,0,0,0,112.52,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,32.16,14.71,31.7,466.98,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,25.48,19.78,27.97,0,0,0,0,0

76,18:45-19:00,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,40.24,10.13,121.17,0,12.54,19.24,25.34,26.98,0,0,0,38.32,142.66,0,0,0,0,0,0,112.52,41.91,0,0,0,0,0,0,0,43.5,629.44,0,0,32.16,14.71,31.7,465.06,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,25.48,19.78,27.97,0,0,0,0,0

77,19:00-19:15,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,40.24,10.13,121.17,0,12.54,19.24,25.34,23.56,0,0,0,38.32,142.66,0,0,0,0,3.67,0,91.1,41.91,0,0,0,0,0,0,0,43.5,577,0,0,15.37,14.71,31.7,510.31,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,4.24,19.78,27.97,0,0,0,0,0

78,19:15-19:30,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,40.24,0,121.17,0,2.12,19.24,25.34,11.55,0,0,0,25.62,142.66,0,0,0,0,15.92,0,90,41.91,0,0,0,0,0,0,0,43.5,596.24,0,0,15.37,14.71,31.7,512.77,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,4.24,19.78,1.84,0,0,0,0,0

79,19:30-19:45,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,40.24,0,121.17,0,0,19.24,12.67,11.55,0,0,0,25.62,142.66,0,0,0,0,15.92,0,67.5,41.91,0,0,0,0,0,0,0,43.5,577,0,0,7.62,14.71,15.85,544.67,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,4.24,19.78,0,0,0,0,0,0

80,19:45-20:00,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,8.94,0,121.17,0,0,19.24,0,0,0,0,0,25.62,142.66,0,0,0,0,15.92,0,45.01,41.91,0,0,0,0,0,0,0,43.5,586.62,0,0,0,14.71,15.85,554.58,0,0,0,0,0,0,0,0,0,0,0,4.15,25.39,40.78,25.48,19.78,0,0,0,0,0,0

81,20:00-20:15,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,1.35,0,121.17,0,0,19.24,0,0,0,0,0,17.08,142.66,0,0,0,0,15.92,0,0,41.91,0,0,0,0,0,0,0,43.5,562.57,0,0,0,14.71,15.85,561.7,0,0,0,0,0,0,0,0,0,0,0,10.35,25.39,40.78,25.48,19.78,0,0,0,0,0,0

82,20:15-20:30,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,59.87,1.35,0,121.17,0,0,19.24,0,0,0,0,0,17.08,142.66,0,0,0,0,15.92,0,0,41.91,0,0,0,0,0,0,0,43.5,475.99,0,0,0,14.71,15.85,562.35,0,0,0,0,0,0,0,0,0,0,0,10.35,25.39,40.78,25.48,19.78,0,0,0,0,0,0

83,20:30-20:45,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,44.91,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,15.92,0,0,41.91,0,0,0,0,0,0,0,43.5,378.58,0,0,0,13.15,15.85,509.43,0,0,0,0,0,0,0,0,0,0,0,10.35,21.44,35,25.48,17.04,0,0,0,0,0,0

84,20:45-21:00,88.5,51.52,0,119.6,114.24,0,402.86,0,1.11,0,0,0,0,0,0,0,44.91,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,3.42,0,0,41.91,0,0,0,0,0,0,0,43.5,378.58,0,0,0,14.7,15.85,481.21,0,0,0,0,0,0,0,0,0,0,0,10.35,21.44,35,17,16.59,0,0,0,0,0,0

85,21:00-21:15,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,44.91,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,378.58,0,0,0,14.71,15.85,410.88,0,0,0,0,0,0,0,0,0,0,0,10.35,21.88,35.15,15.93,17.05,0,0,0,0,0,0

86,21:15-21:30,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,44.91,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,378.58,0,0,0,14.71,15.85,329.9,0,0,0,0,0,0,0,0,0,0,0,10.35,21.88,35.15,15.93,17.05,0,0,0,0,0,0

87,21:30-21:45,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,29.94,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,374.29,0,0,0,14.71,15.85,308.8,0,0,0,0,0,0,0,0,0,0,0,4.15,21.88,26.86,11.69,17.05,0,0,0,0,0,0

88,21:45-22:00,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,29.94,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,374.29,0,0,0,14.71,15.85,308.8,0,0,0,0,0,0,0,0,0,0,0,4.15,21.88,26.86,11.69,17.05,0,0,0,0,0,0

89,22:00-22:15,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,29.94,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,366.27,0,0,0,13.3,15.85,297.26,0,0,0,0,0,0,0,0,0,0,0,5.83,21.88,26.86,8.49,17.05,0,0,0,0,0,0

90,22:15-22:30,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,29.94,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,366.27,0,0,0,13.15,15.85,297.26,0,0,0,0,0,0,0,0,0,0,0,5.83,21.88,26.86,8.49,17.05,0,0,0,0,0,0

91,22:30-22:45,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,29.94,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,361.46,0,0,0,13.15,15.85,297.26,0,0,0,0,0,0,0,0,0,0,0,4.15,21.88,26.86,1.6,17.05,0,0,0,0,0,0

92,22:45-23:00,88.5,51.52,0,119.6,114.24,0,402.86,0,0,0,0,0,0,0,0,0,14.97,1.35,0,121.17,0,0,19.24,0,0,0,0,0,8.54,142.66,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,43.5,361.46,0,0,0,13.15,15.85,297.26,0,0,0,0,0,0,0,0,0,0,0,4.15,21.88,26.86,1.6,17.05,0,0,0,0,0,0

93,23:00-23:15,88.5,51.52,0,117.75,99.65,0,402.86,0,0,0,0,0,0,0,0,0,0,1.35,0,91.9,0,0,19.24,0,0,0,0,0,8.54,124.7,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,38.22,344.15,0,0,0,11.34,15.85,361.45,0,0,0,0,0,0,0,0,0,0,0,4.15,19.28,22.42,1.6,14.91,0,0,0,0,0,0

94,23:15-23:30,88.5,51.52,0,96.84,99.65,0,402.86,0,0,0,0,0,0,0,0,0,0,1.35,0,91.9,0,0,19.24,0,0,0,0,0,8.54,124.7,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,38.22,344.15,0,0,0,11.34,15.85,361.45,0,0,0,0,0,0,0,0,0,0,0,4.15,19.28,22.42,1.6,14.91,0,0,0,0,0,0

95,23:30-23:45,88.5,51.52,0,96.84,99.65,0,402.86,0,0,0,0,0,0,0,0,0,0,1.35,0,91.9,0,0,19.24,0,0,0,0,0,8.54,124.7,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,38.22,344.15,0,0,0,11.34,15.85,361.45,0,0,0,0,0,0,0,0,0,0,0,4.15,19.28,22.42,6.38,14.91,0,0,0,0,0,0

96,23:45-24:00,88.5,51.52,0,96.84,99.65,0,402.86,0,0,0,0,0,0,0,0,0,0,1.35,0,91.9,0,0,19.24,0,0,0,0,0,8.54,124.7,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,38.22,344.15,0,0,0,11.34,15.85,361.45,0,0,0,0,0,0,0,0,0,0,0,4.15,19.28,22.42,6.38,14.91,0,0,0,0,0,0

