Block,Time,DADRT2,JHAJJAR,TelanganaSTPP,VALLURNTECL,BRBCL,KHSTPP-I,KHSTPP-II,KKNP,KOTESHWR,NLCEXP,RIHAND2,SEWA2,SIMHST2,SINGRAULI,UNCHAHAR2,URI2,DADRI_RF,CHAMERA2,CHAMERA3,KGSU1AND2,KOLDAM,TANAKPUR,UNCHAHAR4,ANTA_GF,AURY_GF,DADRI_CRF,KGSU3AND4,KISHANGANGA,KUDGI,NAPP,NJPC,PARBATI3,RSTPSU7,SALAL,SASAN,SINGRAULI_HYDRO,TALST2,TEHRI,UNCHAHAR3,ANTA_LF,AURY_CRF,DADRI_LF,CHAMERA1,DULHASTI,KKNPPU2,MAPS,NNTPP,NTPL,PARBATI2,RAPPD,URI,ANTA_CRF,DHAULIGNGA,NLCIIST2,RAMPUR,RSTPSU1TO6,TEHRIPSP,AURY_RF,DADRI_GF,BSIUL,FSTPP I & II,NLCIIST1,NLCTS2EXP,RIHAND1,RIHAND3,SIMHST1,TALA,TANDA2,UNCHAHAR1,ANTA_RF,RAPPB,RAPPC,AURY_LF
55,13:30-13:45,689.38,667.25,0,0,24.99,45.53,148.3,0,10.14,0,125.27,0,0,149.89,45,17.15,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,20.82,0,81.92,309.38,0.96,0,0,27.69,0,0,0,0,37.42,0,0,0,0,0,24.52,29.26,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.87,5.73,21.65,47.41,0,65.42,0

56,13:45-14:00,689.38,667.25,0,0,24.99,45.53,148.3,0,10.14,0,125.27,0,0,149.89,45,17.15,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,20.82,0,81.92,309.38,0.96,0,0,27.69,0,0,0,0,37.42,0,0,0,0,0,24.52,29.26,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.93,5.73,21.65,47.41,0,65.42,0

57,14:00-14:15,689.38,667.25,0,0,24.99,45.53,148.3,0,10.14,0,125.27,0,0,149.89,45,17.15,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,19.32,0,81.92,309.38,0.96,0,13.88,27.69,0,0,0,0,55.38,0,0,0,0,0,24.52,29.26,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.93,5.73,21.65,46.78,0,65.42,0

58,14:15-14:30,689.38,667.25,0,0,24.99,45.53,148.3,0,10.14,0,125.27,0,0,149.89,45,17.15,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,19.32,0,81.92,309.38,0.96,0,41.64,27.69,0,0,0,0,55.38,0,0,0,0,0,24.52,29.26,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.93,5.73,21.65,46.78,0,65.42,0

59,14:30-14:45,689.38,667.25,0,0,24.99,45.53,148.3,0,10.14,0,125.27,0,0,149.89,45,24.94,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,0,55.38,0,0,0,0,0,24.52,35.33,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.93,5.73,21.65,46.78,0,65.42,0

60,14:45-15:00,689.38,667.25,0,0,24.99,45.53,148.3,0,10.14,0,125.27,0,0,149.89,45,24.94,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,0,55.38,0,0,0,0,0,24.52,35.33,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.93,5.73,21.65,46.78,0,65.42,0

61,15:00-15:15,689.38,667.25,0,0,24.99,45.53,148.3,0,20.51,0,125.27,0,0,149.89,45,24.94,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,0,55.38,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,22.64,5.73,21.65,46.78,0,65.42,0

62,15:15-15:30,689.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,24.94,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,14.05,55.38,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,22.64,5.73,21.65,46.78,0,65.42,0

63,15:30-15:45,689.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,24.94,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,14.05,37.42,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,22.64,5.73,21.65,46.78,0,65.42,0

64,15:45-16:00,689.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,24.94,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,28.1,37.42,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,22.64,5.73,21.65,46.78,0,65.42,0

65,16:00-16:15,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.5,5.73,21.65,46.15,0,65.42,0

66,16:15-16:30,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,31.4,22.6,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.92,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.38,5.73,21.65,46.15,0,65.42,0

67,16:30-16:45,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,31.4,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.38,5.73,21.65,45.51,0,65.42,0

68,16:45-17:00,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,31.4,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,19.87,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,21.17,5.73,21.65,45.51,0,65.42,0

69,17:00-17:15,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,24.94,76.41,31.4,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,35.33,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,20.64,5.73,21.65,45.51,0,65.42,0

70,17:15-17:30,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,24.94,76.41,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,35.33,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,20.37,5.73,21.65,45.51,0,65.42,0

71,17:30-17:45,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,28.71,0,42.46,0,5.7,0,0,76.36,0,13.04,20.02,0,0,98.32,130.84,0,17.38,5.73,21.65,45.51,0,65.42,0

72,17:45-18:00,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,28.71,0,42.46,0,5.7,0,0,76.36,0,19.56,20.02,0,0,98.32,130.84,0,17.29,5.73,21.65,45.51,0,65.42,0

73,18:00-18:15,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,30.91,0,42.46,0,5.7,0,0,76.36,0,19.56,20.02,0,0,98.32,130.84,0,16.96,5.73,21.65,45.51,0,65.42,0

74,18:15-18:30,549.38,667.25,0,0,24.99,45.53,148.3,0,20.29,0,125.27,0,0,149.89,45,17.15,76.41,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,55.52,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,30.91,0,42.46,0,5.7,0,0,76.36,0,19.56,20.02,0,0,98.32,130.84,0,16.7,5.73,21.65,45.51,0,65.42,0

75,18:30-18:45,549.38,667.25,0,0,24.99,45.53,148.3,0,30.43,0,125.27,0,0,149.89,45,17.15,76.41,47.12,33.94,0,8.62,1.79,3.22,0,0,0,0,7.05,0,21.17,175.79,18.58,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,52.36,0,42.46,0,5.7,0,0,76.36,0,19.56,20.02,0,0,98.32,130.84,0,16.56,5.73,21.65,45.51,0,65.42,0

76,18:45-19:00,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,6.12,0,149.89,45,17.15,76.41,47.12,33.94,0,8.62,1.79,3.22,0,0,0,0,7.05,0,21.17,175.79,22.3,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,52.36,0,42.46,0,5.7,0,0,76.36,0,19.56,20.02,0,0,98.32,130.84,0,16.46,5.73,21.65,45.51,0,65.42,0

77,19:00-19:15,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,12.22,0,149.89,45,38.97,76.41,47.12,33.94,0,8.62,1.79,3.22,0,0,0,0,7.05,0,21.17,175.79,37.17,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,52.36,0,42.46,0,5.7,0,74.87,76.36,0,19.56,20.02,0,0,98.32,130.84,0,16.46,5.73,21.65,45.77,0,65.42,0

78,19:15-19:30,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,38.97,76.41,49.59,35.69,0,8.62,9.86,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,30.91,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,16.46,5.73,21.65,45.77,0,65.42,0

79,19:30-19:45,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,38.97,76.41,49.59,35.69,0,8.62,9.86,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,30.91,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,16.7,5.73,21.65,46.15,0,65.42,0

80,19:45-20:00,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,38.97,76.41,49.59,35.69,0,8.62,11.91,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,30.91,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,16.84,5.73,21.65,46.15,0,65.42,0

81,20:00-20:15,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,24.94,79.04,49.59,35.69,0,8.62,11.91,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,30.91,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,16.91,5.73,21.65,46.78,0,65.42,0

82,20:15-20:30,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,24.94,79.04,49.59,35.69,0,8.62,11.91,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,52.36,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,17.03,5.73,21.65,46.78,0,65.42,0

83,20:30-20:45,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,31.17,79.04,49.59,35.69,0,8.62,11.91,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,52.36,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,17.08,5.73,21.65,46.78,0,65.42,0

84,20:45-21:00,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,31.17,79.04,49.59,35.69,0,8.62,11.91,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,33.12,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,17.19,5.73,21.65,46.78,0,65.42,0

85,21:00-21:15,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,21.82,79.04,49.59,35.69,0,8.62,11.91,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,22.08,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,17.35,5.73,21.65,47.41,0,65.42,0

86,21:15-21:30,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,18.34,0,137.89,45,21.82,79.04,47.12,33.94,0,8.62,11.91,3.22,0,0,0,0,7.05,0,21.17,175.79,8.92,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,74.87,76.36,0,13.04,20.02,0,0,98.32,130.84,0,17.43,5.73,21.65,47.41,0,65.42,0

87,21:30-21:45,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,18.34,0,137.89,45,17.15,79.04,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,8.92,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,74.87,76.36,0,13.04,20.02,0,0,98.32,130.84,0,17.58,5.73,21.65,47.41,0,65.42,0

88,21:45-22:00,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,137.89,45,17.15,79.04,49.59,35.69,0,8.62,9.86,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,22.08,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,17.73,5.73,21.65,47.41,0,65.42,0

89,22:00-22:15,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,137.89,45,21.82,79.04,49.59,35.69,0,8.62,9.86,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,22.08,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,17.88,5.73,21.65,49.31,0,65.42,0

90,22:15-22:30,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,137.89,45,21.82,79.04,49.59,35.69,0,8.62,9.86,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,22.08,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,18.02,5.73,21.65,49.31,0,65.42,0

91,22:30-22:45,549.38,667.25,0,0,24.99,45.53,148.3,0,44.64,0,125.27,19.49,0,149.89,45,21.82,79.04,49.59,35.69,0,8.62,9.86,3.22,0,0,0,0,7.18,0,21.17,177.44,38.65,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.27,57.67,0,0,0,0,0,24.52,22.08,0,44.58,0,5.84,0,74.87,76.36,0,20.46,20.02,0,0,98.32,130.84,0,18.17,5.73,21.65,49.31,0,65.42,0

92,22:45-23:00,549.38,667.25,0,0,24.99,45.53,148.3,0,40.8,0,125.27,18.34,0,149.89,45,21.82,79.04,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,7.43,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,74.87,76.36,0,13.04,20.02,0,0,98.32,130.84,0,18.25,5.73,21.65,49.31,0,65.42,0

93,23:00-23:15,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,18.34,0,149.89,45,21.82,79.04,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,7.43,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,74.87,76.36,0,13.04,18.07,0,0,98.32,130.84,0,18.32,5.73,21.65,50.57,0,65.42,0

94,23:15-23:30,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,18.34,0,149.89,45,21.82,79.04,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,19.32,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,0,76.36,0,13.04,18.07,0,0,98.32,130.84,0,18.37,5.73,21.65,50.57,0,65.42,0

95,23:30-23:45,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,18.34,0,149.89,45,21.82,79.04,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,19.32,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,0,76.36,0,13.04,18.07,0,0,98.32,130.84,0,19.93,5.73,21.65,50.57,0,65.42,0

96,23:45-24:00,549.38,667.25,0,0,24.99,45.53,148.3,0,40.57,0,125.27,18.34,0,149.89,45,21.82,79.04,47.12,33.94,0,8.62,9.86,3.22,0,0,0,0,7.05,0,21.17,175.79,19.32,0,81.34,309.38,0.96,0,56.13,27.69,0,0,0,42.15,55.38,0,0,0,0,0,24.52,22.08,0,42.46,0,5.7,0,0,76.36,0,13.04,18.07,0,0,98.32,130.84,0,20.09,5.73,21.65,50.57,0,65.42,0

