Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,DD20240805NR26059,NR/01082024/15082024/APL-Raigarh,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01082024/31082024/jitpl,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06
81,20:00-20:15,14.83,18,34.67,44.5,0,0,0,14.84,34.67,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,30.78,258.59,0

82,20:15-20:30,15.17,18.34,32,45.5,0,0,0,15.16,32,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,30.27,258.59,0

83,20:30-20:45,15.83,18.34,30.33,47.5,0,0,0,15.84,30.33,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,30.78,258.59,30.5

84,20:45-21:00,16.33,18,29,49,0,0,0,16.34,29,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,30.78,258.59,30.5

85,21:00-21:15,21,17.66,40,63,0,0,0,21,40,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,30.28,258.59,30.5

86,21:15-21:30,21,16.66,39.33,63,0,0,0,21,39.33,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,29.77,258.59,30.5

87,21:30-21:45,21.17,25,39,63.5,0,0,0,21.16,39,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,29.77,258.59,30.5

88,21:45-22:00,21.5,25,39.33,64.5,0,0,0,21.5,39.33,0,0,0,0,0,0,0,0,0,7.61,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.76,272.26,0,12.16,29.77,258.59,30.5

89,22:00-22:15,21.33,24.34,40.33,64,0,0,0,21.34,40.33,0,0,0,0,0,0,0,0,0,7.41,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.48,272.26,0,12.16,29.77,258.59,30.5

90,22:15-22:30,21.17,23.34,41,63.5,0,0,0,21.16,41,0,0,0,0,0,0,0,0,0,7.41,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.48,272.26,0,12.16,29.27,258.59,30.5

91,22:30-22:45,21,22.34,41.33,63,0,0,0,21,41.33,0,0,0,0,0,0,0,0,0,12.8,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.48,272.26,0,12.16,28.76,258.59,30.5

92,22:45-23:00,20.83,21.66,41,62.5,0,0,0,20.84,41,0,0,0,0,0,0,0,0,0,12.8,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.48,272.26,0,12.16,28.26,258.59,30.5

93,23:00-23:15,15.83,14,40.33,47.5,0,0,0,15.84,40.33,0,0,0,0,0,0,0,0,0,14,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.3,272.26,0,12.16,29.27,258.59,30.5

94,23:15-23:30,15.5,13.34,39,46.5,0,0,0,15.5,39,0,0,0,0,0,0,0,0,0,15.2,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.3,272.26,0,12.16,29.27,258.59,30.5

95,23:30-23:45,15,12.34,38.33,45,0,0,0,15,38.33,0,0,0,0,0,0,0,0,0,17.2,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.3,272.26,0,12.16,28.76,258.59,30.5

96,23:45-24:00,14.5,11.66,37.67,43.5,0,0,0,14.5,37.67,0,0,0,0,0,0,0,0,0,18.4,0,0,30.5,12.4,0,0,0,0,18.2,3.97,48.14,48.14,77.03,0,115.07,85.6,0,96.29,192.58,6.3,272.26,0,12.16,28.76,258.59,30.5

