Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/04112023/04112023/HPX-TAMCTG-041123-05164,NR/01102023/15082037/GNA_NR_2012_01,NR/01112023/30112023/HP-09,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/08032047/L_NR_2021_14,NR/03112023/30112023/IEX-231101-05680,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/02012046/L_NR_2021_17,NR/01112023/30112023/HP-10,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/02112023/15112023/D20231102NR21539,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/29112042/RUMS(L_NR_2019_07)
66,16:15-16:30,2.160000,0.000000,101.260000,0.000000,31.16,9.95,0.000000,5.510000,1,6.34,13.33,0,5.510000,271.910000,16.7,30.940000,117.950000,2.700000,20,7.66,49,261.620000,6.67,31.17,83.5,74.130000,21,5.650000,24.33,6.66,145.02,29.89,48.340000,30.940000,0.000000,2.330000,0,231.420000,13.33,1,48.340000,48.340000,31.17

67,16:30-16:45,2.160000,0.000000,101.260000,0.000000,11.65,6.45,0.000000,4.600000,0,6.34,13.33,0,4.600000,271.910000,13.15,30.940000,117.950000,2.700000,20,7.21,31.5,261.620000,6.67,16.06,65.73,74.130000,13.5,4.720000,15.37656,6.66,145.02,22.66,48.340000,29.970000,0.000000,2.330000,0,231.420000,13.33,1,48.340000,48.340000,28

68,16:45-17:00,2.160000,0.000000,101.260000,0.000000,6,5,0.000000,3.670000,1,6.34,13.33,0,3.670000,271.910000,9.59,30.940000,117.950000,2.700000,20,7.21,21,261.620000,6.67,3.23,47.97,74.130000,9,3.760000,8.671212,6.66,145.02,15.92,48.340000,29.970000,0.000000,2.330000,0,231.420000,13.33,1,48.340000,48.340000,18

69,17:00-17:15,2.160000,96.680000,101.260000,0.000000,3,4,0.000000,2.740000,3,6.34,13.33,0,2.740000,271.910000,6.64,30.940000,117.950000,2.700000,20,7.21,17.5,261.620000,6.67,5,33.18,74.130000,7.5,2.820000,4.904928,6.66,145.02,8.81,48.340000,29.970000,0.000000,2.330000,0,231.420000,13.33,6,48.340000,48.340000,10

70,17:15-17:30,2.160000,96.680000,101.260000,0.000000,1,3,0.000000,1.870000,3,6.34,13.33,0,1.870000,271.910000,3.36,30.940000,117.950000,2.700000,20,7.21,14,261.620000,6.67,1,16.83,74.130000,6,1.920000,0.642312,6.66,145.02,6,48.340000,29.970000,0.000000,2.330000,0,231.420000,13.33,5,48.340000,48.340000,3

71,17:30-17:45,2.160000,96.680000,101.260000,0.000000,0.1,2,29.970000,1.120000,1,6.34,14.17,0,1.120000,271.910000,1.49,30.940000,117.950000,2.700000,20,7.21,7,261.620000,6.67,0,7.48,74.130000,3,1.150000,0.058392,6.66,145.02,3.33,48.340000,29.970000,0.000000,2.330000,0,231.420000,14.17,3,48.340000,48.340000,0

72,17:45-18:00,2.160000,96.680000,101.260000,0.000000,0,1,29.970000,0.530000,0,6.34,14.67,0,0.530000,271.910000,0.37,30.940000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,1.87,74.130000,0,0.540000,0,6.66,145.02,1,48.340000,29.970000,0.000000,2.330000,0,231.420000,14.67,0,48.340000,48.340000,0

73,18:00-18:15,2.000000,96.680000,101.260000,0.000000,0,0,30.450000,0.150000,0,7,15.34,0,0.150000,271.910000,0,30.940000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.160000,0,6.66,145.02,0.33,48.340000,30.450000,0.000000,2.180000,0,49.320000,15.34,0,48.340000,48.340000,0

74,18:15-18:30,2.000000,96.680000,101.260000,0.000000,0,0,30.450000,0.000000,0,7,16.01,0,0.000000,271.910000,0,30.940000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.450000,0.000000,2.180000,0,49.320000,16.01,0,48.340000,48.340000,0

75,18:30-18:45,2.000000,96.680000,101.260000,0.000000,0,0,30.450000,0.000000,0,7,16.67,0,0.000000,271.910000,0,30.940000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.450000,0.000000,2.180000,0,49.320000,16.67,0,48.340000,48.340000,0

76,18:45-19:00,2.000000,96.680000,101.260000,0.000000,0,0,30.450000,0.000000,0,7,17.34,0,0.000000,271.910000,0,30.940000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.450000,0.000000,2.180000,0,49.320000,17.34,0,48.340000,48.340000,0

77,19:00-19:15,2.000000,0.000000,101.260000,0.000000,0,0,30.570000,0.000000,0,7,18.34,0,0.000000,271.910000,0,30.940000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.560000,0.000000,2.180000,0,49.320000,18.34,0,48.340000,48.340000,0

78,19:15-19:30,2.000000,0.000000,101.260000,0.000000,0,0,30.570000,0.000000,0,7,19.34,0,0.000000,271.910000,0,29.970000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.560000,0.000000,2.180000,0,49.320000,19.34,0,48.340000,48.340000,0

79,19:30-19:45,2.000000,0.000000,101.260000,0.000000,0,0,30.570000,0.000000,0,7,20.01,0,0.000000,271.910000,0,29.970000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.560000,0.000000,2.180000,0,49.320000,20.01,0,48.340000,48.340000,0

80,19:45-20:00,2.000000,0.000000,101.260000,0.000000,0,0,30.570000,0.000000,0,7,20.34,0,0.000000,271.910000,0,29.970000,117.950000,2.700000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.560000,0.000000,2.180000,0,49.320000,20.34,0,48.340000,48.340000,0

81,20:00-20:15,2.000000,0.000000,101.260000,0.000000,0,0,30.570000,0.000000,0,7,15.23,0,0.000000,271.910000,0,29.970000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.560000,0.000000,2.180000,0,49.320000,15.23,0,48.340000,48.340000,0

82,20:15-20:30,2.000000,0.000000,101.260000,0.000000,0,0,30.570000,0.000000,0,7,14.77,0,0.000000,271.910000,0,29.970000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,30.560000,0.000000,2.180000,0,49.320000,14.77,0,48.340000,48.340000,0

83,20:30-20:45,2.000000,0.000000,101.260000,0.000000,0,0,5.400000,0.000000,0,7,14.28,0,0.000000,271.910000,0,29.970000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,5.400000,0.000000,2.180000,0,49.320000,14.28,0,48.340000,48.340000,0

84,20:45-21:00,2.000000,0.000000,101.260000,0.000000,0,0,5.400000,0.000000,0,7,14.09,0,0.000000,271.910000,0,29.970000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,5.400000,0.000000,2.180000,0,49.320000,14.09,0,48.340000,48.340000,0

85,21:00-21:15,2.000000,0.000000,101.260000,0.000000,0,0,22.070000,0.000000,0,7,13.66,0,0.000000,271.910000,0,29.970000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.070000,0.000000,2.100000,0,49.320000,13.66,0,48.340000,48.340000,0

86,21:15-21:30,2.000000,0.000000,101.260000,0.000000,0,0,22.070000,0.000000,0,7,13.33,0,0.000000,271.910000,0,29.000000,87.010000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.070000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

87,21:30-21:45,2.000000,0.000000,101.260000,0.000000,0,0,22.070000,0.000000,0,7,13.33,0,0.000000,271.910000,0,29.000000,87.010000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.070000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

88,21:45-22:00,2.000000,0.000000,101.260000,0.000000,0,0,22.070000,0.000000,0,7,13.33,0,0.000000,271.910000,0,29.000000,87.010000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.070000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

89,22:00-22:15,1.920000,0.000000,101.260000,76.850000,0,0,22.880000,0.000000,0,7,13.33,0,0.000000,271.910000,0,29.000000,87.010000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.880000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

90,22:15-22:30,1.920000,0.000000,101.260000,76.850000,0,0,22.880000,0.000000,0,7,13.33,0,0.000000,271.910000,0,29.000000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.880000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

91,22:30-22:45,1.920000,0.000000,101.260000,76.850000,0,0,22.880000,0.000000,0,7,13.33,0,0.000000,271.910000,0,28.040000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.880000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

92,22:45-23:00,1.920000,0.000000,101.260000,76.850000,0,0,22.880000,0.000000,0,7,13.33,0,0.000000,271.910000,0,28.040000,117.950000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,22.880000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

93,23:00-23:15,1.920000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,7,13.33,0,0.000000,271.910000,0,27.070000,67.680000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

94,23:15-23:30,1.920000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,7,13.33,0,0.000000,271.910000,0,27.070000,67.680000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

95,23:30-23:45,1.920000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,7,13.33,0,0.000000,271.910000,0,27.070000,67.680000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

96,23:45-24:00,1.920000,0.000000,101.260000,76.850000,0,0,26.090000,0.000000,0,7,13.33,0,0.000000,271.910000,0,27.070000,67.680000,2.650000,20,7.21,0,261.620000,6.67,0,0,74.130000,0,0.000000,0,6.66,145.02,0,48.340000,26.090000,0.000000,2.100000,0,49.320000,13.33,0,48.340000,48.340000,0

