Column1,Time,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/9317,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/6957,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/16/1698
64,15:45-16:00,7.7,0,14.49,10.63,82.12,5.92,58.61,6.46,100.65,70.46,7.55,273.16,165.87,10.46,10.46,11.83,3.89,8.08,5.81,25.22,164.24,26.7,26.7,59,58,29,19.44,97.17,0,29,59,42.62,46.66,107.51,33,35,33,35.83,83,83,63.36,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

65,16:00-16:15,7.7,0,14.49,10.63,82.12,6.23,58.61,6.46,100.65,70.46,7.55,273.16,165.87,9.41,9.41,12.58,2.17,7.27,5.81,25.22,164.24,26.7,26.7,53,51,26,17.53,87.67,0,27,52,43.42,38.78,107.51,33,35,33,35.83,83,83,59.86,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

66,16:15-16:30,7.7,0,14.49,10.63,82.12,6.23,58.03,6.46,100.65,70.46,7.55,273.16,165.87,8.25,8.25,12.58,2.17,6.38,5.81,25.22,164.24,26.7,26.7,47,45,23,15.62,78.1,0,23,47,42.82,34.38,107.51,33,33.33,33,35.83,83,83,41.77,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

67,16:30-16:45,7.7,0,14.49,10.63,82.12,6.23,58.61,6.46,100.65,70.46,7.55,273.16,165.87,7.34,7.34,12.58,2.17,5.67,5.81,25.22,164.24,26.7,26.7,43,39,20,13.66,68.32,0,18,40,38.62,29.89,107.51,33,33.33,33,35.83,83,83,36.37,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

68,16:45-17:00,7.7,0,14.49,10.63,82.12,6.23,58.61,6.46,100.65,70.46,7.55,273.16,165.87,6.11,6.11,12.58,2.17,4.72,5.81,25.22,164.24,26.7,26.7,37,33,17,11.84,59.2,0,16,33,39.02,28.1,107.51,33,33.33,33,35.83,83,83,31.08,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

69,17:00-17:15,7.7,0,14.49,10.63,82.12,7.01,58.61,6.56,100.65,70.46,8.47,273.16,201.31,4.82,4.82,13.23,2.17,3.72,5.81,25.22,164.24,26.7,26.7,31,27,13,10.11,50.52,0,12,27,43.22,25.41,107.51,26,33.33,33,35.83,86.33,86.33,25.72,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

70,17:15-17:30,7.7,0,14.49,10.63,82.12,7.01,58.61,6.56,100.65,70.46,8.47,273.16,201.31,3.56,3.56,13.23,2.17,2.76,5.81,26.24,164.24,26.7,26.7,27,21,10,9.23,46.14,0,9,20,43.42,21.87,107.51,9,33.33,33,35.83,86.33,86.33,21.01,33,35.83,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

71,17:30-17:45,7.7,0,14.49,10.63,82.12,8.18,58.61,6.56,100.65,70.46,8.47,273.16,201.31,2.47,2.47,13.23,2.17,1.91,5.81,28.26,164.24,26.7,26.7,20,15,7,5.87,29.36,0,8,13,43.22,16.1,109.01,5,33.33,23.66,36.33,86.33,86.33,15.59,24.75,36.33,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

72,17:45-18:00,7.7,0,14.49,10.63,82.12,8.18,58.61,6.56,100.65,70.46,8.47,273.16,201.31,1.9,1.9,13.23,2.17,1.47,5.81,28.26,164.24,26.7,26.7,13,10,5,4.19,20.97,0,7,10,43.02,10.9,105.49,1,33.33,14.07,35.17,86.33,86.33,17.14,20.2,35.17,28.98,0,0,0,17.56,0,13.53,0,0,0,20.53

73,18:00-18:15,7.7,0,14.49,10.63,82.12,8.18,38.64,6.56,100.65,70.46,9.09,273.16,201.31,1.39,1.39,14.14,2.17,1.08,2.9,28.26,164.24,26.7,26.7,8,7,3,1.85,9.23,0,5,7,42.82,5.15,103.5,0,33,0,34.5,87.33,87.33,11.85,0,34.5,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

74,18:15-18:30,4.35,0,14.49,10.63,82.12,8.18,38.64,6.56,100.65,70.46,9.09,273.16,201.31,0.96,0.96,14.14,2.17,0.74,2.9,28.26,164.24,26.7,26.7,5,4,2,1.01,5.03,0,3,3,43.42,3.29,100.99,0,32.67,0,33.67,85.67,85.67,8.19,0,33.67,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

75,18:30-18:45,5.79,0,14.49,10.63,82.12,8.18,69.15,6.56,100.65,63.54,10.17,273.16,201.31,0,0,14.14,5.28,0,7.38,28.26,164.24,26.7,26.7,2,3,1,0.34,1.67,0,1,2,43.22,1.49,105,0,31.67,0,35,85,85,4.98,0,35,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

76,18:45-19:00,7.22,0,14.49,10.63,82.12,8.18,69.15,6.56,100.65,63.54,10.17,273.16,201.31,0,0,14.14,5.28,0,7.38,28.76,164.24,26.7,26.7,1,1,0,0,0,0,1,1,42.42,0.6,103.99,0,31.33,0,34.67,84.67,84.67,1.72,0,34.67,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

77,19:00-19:15,8.64,0,14.49,10.63,82.12,9.74,69.15,7.02,100.65,72.06,10.17,273.16,201.31,0,0,14.79,5.28,0,7.38,28.76,164.24,29,25.55,0,0,0,0,0,0,0,0,43.62,0,102.49,0,30.67,0,34.17,83.33,83.33,0,0,34.17,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

78,19:15-19:30,10.03,0,14.49,10.63,82.12,9.74,69.15,7.02,100.65,80.59,10.17,273.16,201.31,0,0,14.79,5.28,0,7.38,28.76,164.24,29,25.55,0,0,0,0,0,0,0,0,43.62,0,100.01,0,29.67,0,33.33,83.33,83.33,0,0,33.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

79,19:30-19:45,11.01,0,14.49,10.63,82.12,9.74,69.15,7.02,100.65,89.11,10.78,273.16,201.31,0,0,14.79,5.28,0,7.38,28.26,164.24,29,29,0,0,0,0,0,0,0,0,43.02,0,100.01,0,36,0,33.33,83.33,83.33,0,0,33.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

80,19:45-20:00,11.01,0,14.49,10.63,82.12,9.74,69.15,7.02,100.65,115.53,10.78,273.16,201.31,0,0,14.79,5.28,0,7.38,28.26,164.24,29,29,0,0,0,0,0,0,0,0,43.42,0,100.01,0,36,0,33.33,83.33,83.33,0,0,33.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

81,20:00-20:15,15.36,0,14.49,10.63,82.12,9.74,87.14,7.22,100.65,115.53,10.78,273.16,249.61,0,0,15.35,7.07,0,10.29,29.78,164.24,24.6,29.5,0,0,0,0,0,0,0,0,43.02,0,109.99,0,38.33,0,36.67,83.33,83.33,0,0,36.67,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

82,20:15-20:30,15.36,0,14.49,10.63,82.12,9.74,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.35,7.07,0,10.29,29.78,164.24,24.6,29.5,0,0,0,0,0,0,0,0,42.62,0,109.99,0,37.67,0,36.67,83.33,83.33,0,0,36.67,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

83,20:30-20:45,15.36,0,14.49,10.63,82.12,9.74,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.35,7.07,0,10.29,28.76,164.24,24.6,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,37,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

84,20:45-21:00,15.36,0,14.49,10.63,82.12,9.74,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.35,7.07,0,10.29,28.76,164.24,24.6,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,36.33,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

85,21:00-21:15,15.36,0,14.49,10.63,82.12,9.58,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.82,7.07,0,10.29,28.26,164.24,24.6,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,36.33,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

86,21:15-21:30,15.36,0,14.49,10.63,82.12,9.58,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.82,7.07,0,10.29,28.26,164.24,24.6,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,36.33,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

87,21:30-21:45,15.36,0,14.49,10.63,82.12,9.58,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.82,7.07,0,10.29,28.26,164.24,9.6,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,34.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

88,21:45-22:00,15.36,0,14.49,10.63,82.12,9.58,87.14,7.22,100.65,115.53,10.78,273.16,261.43,0,0,15.82,7.07,0,10.29,28.26,164.24,9.6,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,34.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

89,22:00-22:15,15.36,0,14.49,10.63,82.12,9.97,87.14,7.5,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.77,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,34.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

90,22:15-22:30,15.36,0,14.49,10.63,82.12,9.97,87.14,7.5,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.77,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,34.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

91,22:30-22:45,15.36,0,14.49,10.63,82.12,9.35,87.14,7.5,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.77,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,34.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

92,22:45-23:00,15.36,0,14.49,10.63,82.12,9.35,87.14,7.5,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.77,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,34.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

93,23:00-23:15,15.36,0,14.49,10.63,82.12,9.35,87.14,7.96,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.76,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,35,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

94,23:15-23:30,15.36,0,14.49,10.63,82.12,9.35,87.14,7.96,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.76,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,35.67,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

95,23:30-23:45,15.36,0,14.49,10.63,82.12,9.35,87.14,0,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.76,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,36,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

96,23:45-24:00,15.36,0,14.49,10.63,82.12,9.35,87.14,0,100.65,115.53,10.78,273.16,261.43,0,0,16,7.07,0,10.29,28.76,164.24,29.5,29.5,0,0,0,0,0,0,0,0,43.62,0,115.01,0,36.33,0,38.33,85,85,0,0,38.33,28.98,67.63,28.98,5.8,17.56,0,13.53,5.8,14.49,19.32,20.53

