Block,Time Block,NAPP,KOTESHWR,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,KHSTPP-II,KKNP,KHSTPP-I,KKNPPU2,KGSU1AND2,KGSU3AND4,KISHANGANGA,KOLDAM,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,RIHAND3,SASAN,SINGRAULI_HYDRO,SIMHST1,RIHAND2,SIMHST2,TALA,RIHAND1,SINGRAULI,SALAL,SEWA2,RSTPSU1TO6,RAPPC,RSTPSU7,NNTPP,RAPPB,PARBATI3,RAMPUR,NTPL,DADRI_RF,DADRI_LF,DADRI_GF,VALLURNTECL,UNCHAHAR4,TALST2,UNCHAHAR3,URI2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,TANDA2,DADRI_CRF,ANTA_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,451.6,0,0,16.72,19.24,0,291.97,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,0,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,523.75,0,0,16.72,19.24,0,291,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,14.97,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,608.54,0,0,16.72,19.24,0,323.55,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,29.94,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,629.44,0,0,16.72,19.24,0,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,44.91,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,629.44,0,0,16.72,19.24,0,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,44.91,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,42.02,8.54,0,0,0,0,22.5,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,629.44,0,0,16.72,19.24,0,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,42.02,8.54,0,0,0,0,45.01,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,629.44,0,0,16.72,19.24,0,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,42.02,17.08,0,0,0,0,67.5,0,0,142.66,0,43.5,0,0,0,0,0,11.7,1.06,0,629.44,2.06,0,16.72,19.24,0,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,42.02,25.62,0,0,0,0,90,0,0,142.66,0,43.5,0,0,0,0,0,13.52,2.12,9.3,629.44,3.59,7.75,16.72,19.24,15.85,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,8.94,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,42.02,38.32,0,0,0,0,112.52,0,0,142.66,0,43.5,0,0,0,0,0,26.98,12.54,18.64,629.44,25.34,15.37,16.72,19.24,31.7,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,40.24,10.13,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,42.02,38.32,0,0,0,0,112.52,0,0,142.66,0,43.5,0,0,0,0,0,26.98,12.54,18.64,629.44,25.34,30.88,16.72,19.24,31.7,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,40.24,10.13,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,42.02,38.32,0,0,0,0,112.52,0,0,142.66,0,43.5,0,0,0,0,0,26.98,12.54,18.64,629.44,25.34,32.16,16.72,19.24,31.7,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,40.24,10.13,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,1.48,0,40.78,59.87,1.07,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,42.02,38.32,0,0,0,0,112.52,0,0,142.66,0,43.5,0,0,0,0,0,26.98,12.54,18.64,629.44,25.34,32.16,16.72,19.24,31.7,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,40.24,10.13,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,0,0,40.78,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,42.02,38.32,0,0,0,0,112.52,0,0,142.66,0,43.5,0,0,0,0,0,26.98,12.54,18.64,629.44,25.34,32.16,16.72,19.24,31.7,328.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,40.24,10.13,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,25.39,4.15,0,0,40.78,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,42.02,38.32,0,0,0,0,91.1,0,0,142.66,0,43.5,0,0,0,0,0,23.56,12.54,18.64,629.44,25.34,15.37,16.72,19.24,31.7,326.24,119.6,402.86,0,0,114.24,0,0,88.5,121.17,40.24,10.13,0,51.52,0,0,0,3.67,0,0,0,0,0,0,0,0,25.39,10.35,0,0,40.78,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,42.02,25.62,0,0,0,0,90,0,0,142.66,0,43.5,0,0,0,0,0,11.55,2.12,9.3,629.44,12.67,15.37,16.72,19.24,15.85,326.57,119.6,402.86,0,0,114.24,0,0,88.5,121.17,8.94,0,0,51.52,0,0,0,15.92,0,0,0,0,0,0,0,0,25.39,10.35,0,0,40.78,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,42.02,25.62,0,0,0,0,67.5,0,0,142.66,0,43.5,0,0,0,0,0,11.55,0,0,601.05,0,7.62,16.72,19.24,15.85,326.57,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,15.92,0,0,0,0,0,0,0,0,25.39,10.35,0,0,40.78,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,42.02,25.62,0,0,0,0,45.01,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,514.47,0,0,16.72,19.24,15.85,326.57,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,15.92,0,0,0,0,0,0,0,0,25.39,10.35,0,0,40.78,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,42.02,17.08,0,0,0,0,20.04,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,418.27,0,0,16.72,19.24,15.85,323.57,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,15.92,0,0,0,0,0,0,0,0,25.39,10.35,0,0,36.53,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,42.02,17.08,0,0,0,0,20.04,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,418.27,0,0,16.72,19.24,15.85,317.02,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,15.92,0,0,0,0,0,0,0,0,21.88,10.35,0,0,35.15,59.87,25.48,17.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,475.99,0,0,16.72,19.24,15.85,307.76,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,15.92,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,44.91,25.48,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,475.99,0,0,16.72,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,3.42,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,44.91,25.48,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,466.99,0,0,16.72,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,44.91,4.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,447.13,0,0,16.72,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,29.94,4.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,379.79,0,0,16.72,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,29.94,12.75,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,379.79,0,0,16.72,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,16.18,12.75,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,379.79,0,0,15.33,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,16.18,21.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,15.09,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,16.18,21.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,14.55,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,15.08,21.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,14.55,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,0,21.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,14.55,19.24,15.85,289.25,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.15,0,0,35.15,0,4.24,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,12.22,19.24,15.85,255.77,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,4.15,0,0,30.56,0,4.24,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,12.22,19.24,15.85,231.72,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,4.15,0,0,30.56,0,1.28,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,42.02,8.54,0,0,0,0,0,0,0,142.66,0,43.5,0,0,0,0,0,0,0,0,350.59,0,0,12.22,19.24,15.85,202.86,119.6,402.86,0,0,114.24,0,0,88.5,121.17,1.35,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,0,19.28,4.15,0,0,30.56,0,1.28,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

