Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/1868,NR/01102023/25072045/L_NR_2021_15,GNA/NR/2024/11/01/5474,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/4503,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,NR/01102023/27052033/DIAPL(L_NR_2023_04)
79,19:30-19:45,7.6,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,0,0,150,86.66,260.83,89.68,0,0,1.55,50,26.25

80,19:45-20:00,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,28.82,28.82,28.82,24.98,0,8.65,2.38,0,1.81,0,0,150,86.66,260.83,89.68,0,0,1.55,50,26.25

81,20:00-20:15,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,28.82,28.82,28.82,24.98,0,8.65,2.48,0,1.81,0.91,0,200,86.66,260.83,89.68,0,0,1.39,50,27.26

82,20:15-20:30,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,65.9,28.82,28.82,28.82,24.98,0,8.65,2.48,0,1.81,0.91,0,200,86.66,260.83,89.68,0,0,1.39,50,27.26

83,20:30-20:45,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,28.82,28.82,28.82,24.98,0,8.65,2.48,0,1.81,0,0,200,86.66,260.83,89.68,0,0,1.39,50,27.26

84,20:45-21:00,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,28.82,28.82,28.82,24.98,0,8.65,2.48,0,1.81,0,0,200,86.66,260.83,89.68,0,0,1.39,50,27.26

85,21:00-21:15,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.81,0,0,200,86.66,260.83,89.68,0,0,1.39,50,26.24

86,21:15-21:30,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.81,0,0,200,86.66,260.83,89.68,0,0,1.39,50,26.24

87,21:30-21:45,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.81,0.91,0,200,86.66,260.83,89.68,0,0,1.39,50,26.24

88,21:45-22:00,7.2,0,0,132.94,8.65,0,0,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,0,8.65,2.48,0,1.81,0.91,0,200,79.06,260.83,89.68,0,0,1.39,50,26.24

89,22:00-22:15,7.2,0,0,132.94,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0,0,200,67.76,205.16,100.09,0,0,1.32,50,26.24

90,22:15-22:30,7.2,0,0,132.94,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0,0,200,67.76,205.16,100.09,0,0,1.32,50,26.24

91,22:30-22:45,7.2,0,0,132.94,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0,0,200,57.35,205.16,100.09,0,0,1.32,50,26.24

92,22:45-23:00,7.2,0,0,132.94,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0,0,200,57.35,185.07,100.09,0,0,1.32,50,26.24

93,23:00-23:15,11,0,0,132.94,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0.91,0,200,57.35,175.46,100.09,0,0,1.32,50,26.24

94,23:15-23:30,11.21,0,0,115.28,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0.91,0,200,57.35,175.46,100.09,0,0,1.32,50,26.24

95,23:30-23:45,11.21,0,0,115.28,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0,0,200,57.35,175.46,100.09,0,0,1.32,50,26.24

96,23:45-24:00,11,0,0,96.07,8.65,0,142.69,0,6.67,0,0,0,0,0,0,6.67,13.34,19.99,13.33,0,6.67,0,0,70.04,25.94,25.94,25.94,17.29,47.56,8.65,2.48,0,1.81,0,0,200,57.35,170.66,100.09,0,0,1.32,50,26.24

