Column1,Block,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8154,NR/30092023/26122029/SH-06,NR/2025/30575/C,NR/2025/30543/C,GNA/NR/2025/07/01/2997,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/30541/C,NR/2025/30433/C,NR/2025/30509/C,NR/2025/30542/C,NR/2025/29353/A/85004,NR/2025/30101/A/85360,NR/2025/30563/C,NR/2025/30485/C,NR/2025/27964/A/85442,NR/2025/30564/C,NR/2025/27963/A/85444,NR/2025/30082/A/85353,NR/2025/30543/C/Alternate/1,NR/2025/29915/A/85065,NR/2025/28725/A/85434,NR/2025/30452/C,NR/2025/29440/A/84966,NR/2025/29352/A/85006,NR/2025/30561/C,NR/2025/30511/C,NR/2025/30562/C,NR/2025/30512/C,NR/2025/30547/C,NR/2025/27962/A/85447,NR/2025/30121/A/84910,NR/2025/30513/C,NR/2025/30545/C,NR/2025/30217/A/85337,NR/2025/29167/A/85067,NR/2025/30536/C,NR/2025/29439/A/85021,NR/2025/30105/A/85338,NR/2025/27970/A/85437,NR/2025/30191/A/84908,NR/2025/30067/A/85490,NR/2025/27968/A/85440,NR/2025/30424/C,NR/2025/30565/C,NR/2025/27978/A/85364,NR/2025/29986/A/85296,NR/2025/30086/A/85339,NR/2025/30084/A/85340,GNARE/NR/2024/12/20/3668,NR/2025/26975/A/85350,NR/2025/29910/A/85344,NR/2025/29992/A/85251,NR/2025/29628/A/85347,NR/2025/30083/A/85341,NR/2025/30334/A/85129,NR/2025/29985/A/85294,Total
46,11:15-11:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.8,0.96,163.87,15.26,26.8,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,79.66,5.78,0,0,0,0,5.25,193,1932.39

47,11:30-11:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.8,0.96,163.87,15.26,26.8,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,78.01,5.78,0,0,0,0,5.25,196,1933.74

48,11:45-12:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.8,0.96,163.87,15.26,26.8,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,78.31,5.78,0,0,0,0,5.25,196,1934.04

49,12:00-12:15,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,163.87,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,68.33,5.78,0,0,0,0,5.25,196,1924.1599999999999

50,12:15-12:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,163.87,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,71.67,5.78,0,0,0,0,5.25,196,1927.5

51,12:30-12:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,75,5.78,0,0,0,0,5.25,189,1814.58

52,12:45-13:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,77.56,5.78,0,0,0,0,5.25,189,1817.1399999999999

53,13:00-13:15,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,78.68,5.78,0,0,0,0,5.25,161,1790.26

54,13:15-13:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,79.36,5.78,0,0,0,0,5.25,161,1790.9399999999998

55,13:30-13:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,80.79,5.78,0,0,0,0,5.25,161,1792.37

56,13:45-14:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,0,43.75,0,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,0,0,0,79.85,5.78,0,0,0,0,5.25,161,1791.4299999999998

57,14:00-14:15,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,81.62,5.78,0,0,0,0,5.25,151,2206.7100000000005

58,14:15-14:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,80.36,5.78,0,0,0,0,5.26,151,2205.4600000000005

59,14:30-14:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,83.33,5.78,0,0,0,0,6.22,154,2212.39

60,14:45-15:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,80,5.78,0,0,0,0,6.24,154,2209.08

61,15:00-15:15,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,75,5.78,0,0,0,0,4.75,147,2195.59

62,15:15-15:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,69.77,5.78,0,0,0,0,4.61,140,2183.2200000000003

63,15:30-15:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,66.89,5.78,0,0,0,0,4.4,133,2173.13

64,15:45-16:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0.96,54.62,15.26,26.85,0,16.59,44.28,96.25,27.91,81.81,0,15.44,13.48,0,37.19,0,0,0,0,0,48.12,0,28.88,14.58,144.38,43.75,144.38,48.12,0,0,143.41,96.25,0,0,76.63,0,0,0,0,0,0,48.12,7.7,0,134.75,0,0,63.01,5.78,0,0,0,0,4.12,123,2158.9700000000003

65,16:00-16:15,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,0,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.96,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,57.91,5.78,16.59,44.28,76.63,14.58,3.84,116,2178.4300000000003

66,16:15-16:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,0,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.96,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,51.59,5.78,16.59,44.28,76.63,14.58,3.43,105,2160.7

67,16:30-16:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,0,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.96,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,49.83,5.78,16.59,44.28,76.63,14.58,3.11,91,2144.62

68,16:45-17:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,0,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.96,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,43.48,5.78,16.59,44.28,76.63,14.58,2.84,77,2124

69,17:00-17:15,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,0,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,38.13,5.78,16.59,44.28,76.63,14.58,0,63,2101.72

70,17:15-17:30,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,0,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,33.52,5.78,16.59,44.28,76.63,14.58,0,49,2083.1099999999997

71,17:30-17:45,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,29.51,5.78,16.59,44.28,76.63,14.58,0,35,2078.73

72,17:45-18:00,43.75,81.81,0,225.22,19.25,135.71,20.76,26.85,0,54.62,15.26,26.85,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,24.5,5.78,16.59,44.28,76.63,14.58,0,25,2063.72

73,18:00-18:15,43.75,81.81,0,225.22,0,135.71,20.76,29,0,54.62,0,23.35,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,18.6,5.78,16.59,44.28,76.63,14.58,0,18,2014.9599999999996

74,18:15-18:30,43.75,81.81,0,225.22,0,135.71,20.76,29,0,54.62,0,23.35,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,12.33,5.78,16.59,44.28,76.63,14.58,0,11,2001.6899999999996

75,18:30-18:45,43.75,81.81,0,225.22,0,135.71,20.76,29,0,54.62,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,7.19,5.78,19.25,44.28,76.63,14.58,0,7,1989.1399999999999

76,18:45-19:00,43.75,81.81,0,225.22,0,135.71,20.76,29,0,54.62,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.87,28.88,0,0,0,0,0,96.25,6.74,0,0,7.7,0,0,25.1,15.44,144.38,48.12,0,0,0,0,96.25,134.75,37.19,43.75,2.04,5.78,19.25,44.28,76.63,14.58,0,5,1981.9899999999998

77,19:00-19:15,43.75,81.81,0,225.22,0,135.71,20.76,29,0,54.62,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,0,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0.01,5.78,19.25,44.28,76.63,14.58,0,1,1976

78,19:15-19:30,43.75,81.81,0,225.22,0,135.71,20.76,29,0,54.62,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,0,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,5.78,19.25,44.28,76.63,14.58,0,0,1974.9899999999998

79,19:30-19:45,43.75,81.81,0,225.22,0,135.71,20.76,29,0,109.24,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,0,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,5.78,19.25,44.28,76.63,14.58,0,0,2029.6099999999997

80,19:45-20:00,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,0,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,5.78,19.25,44.28,76.63,14.58,0,0,2084.24

81,20:00-20:15,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,76.63,14.58,0,0,2158.5900000000006

82,20:15-20:30,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,17.28,13.63,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,76.63,14.58,0,0,2158.5900000000006

83,20:30-20:45,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,76.63,14.58,0,0,2161.1000000000004

84,20:45-21:00,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,76.63,14.58,0,0,2161.1000000000004

85,21:00-21:15,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2190.3500000000004

86,21:15-21:30,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2190.3500000000004

87,21:30-21:45,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2190.3500000000004

88,21:45-22:00,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2190.3500000000004

89,22:00-22:15,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2190.3500000000004

90,22:15-22:30,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,13.48,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2190.3500000000004

91,22:30-22:45,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,12.51,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2189.3800000000006

92,22:45-23:00,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,12.51,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2189.3800000000006

93,23:00-23:15,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,12.51,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2189.3800000000006

94,23:15-23:30,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,12.51,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2189.3800000000006

95,23:30-23:45,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,12.51,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,25.99,19.25,44.28,105.88,14.58,0,0,2189.3800000000006

96,23:45-24:00,43.75,81.81,0,225.22,0,135.71,20.76,29,0,163.87,0,29,4.42,0,0,0,27.91,81.81,48.12,0,12.51,144.38,0,0,48.12,0,0,143.41,0,0.91,28.88,0,0,0,0,0,96.25,6.74,0,0,0,54.14,0,25.1,15.44,144.38,48.12,0,0,0,7.7,96.25,134.75,37.19,43.75,0,26.13,19.25,44.28,105.88,14.58,0,0,2189.5200000000004

