Time,Block,NR/2023/11203/A,NR/2023/14333/D,NR/2023/14326/D,NR/2023/13858/A,NR/2023/11204/A,NR/2023/11954/A,NR/2023/14354/C,NR/2023/13859/A,NR/2023/13573/A,NR/2023/13704/A,NR/2023/13573/A/II,NR/2023/14120/F,NR/2023/13983/F,NR/2023/13283/A,NR/2023/14119/F,NR/2023/14387/C,NR/2023/14361/C,NR/2023/11521/A,NR/2023/13283/A/II,NR/2023/11697/A,NR/2023/11325/A,NR/2023/14113/F,NR/2023/14117/F,NR/2023/14121/F,NR/2023/14359/C,NR/2023/14397/C,NR/2023/11654/A,NR/2023/14346/C,NR/2023/11458/A,NR/2023/14404/C,NR/2023/14334/D,NR/2023/14400/C,NR/2023/11739/A,NR/2023/11328/A,NR/2023/11524/A,NR/2023/14335/D,NR/2023/11892/A,NR/2023/13704/A/II,NR/2023/14370/C,NR/2023/11469/A,NR/2023/14136/F,NR/2023/14187/F,NR/2023/11264/A,NR/2023/13284/A,NR/2023/14116/F,NR/2023/14330/D,NR/2023/14115/F,NR/2023/13983/F/II,NR/2023/14378/C,NR/2023/14331/D,NR/2023/14364/C,NR/2023/12646/A,NR/2023/11315/A,NR/2023/14114/F,NR/2023/11470/A,NR/2023/14350/C,NR/2023/14118/F,NR/2023/14328/D,NR/2023/11205/A,Total
35,08:30-08:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,0.000000,0,37.5,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,4.75,0.950000,0.000000,0.000000,87.5,0.000000,0.000000,22.200000,0.520000,21.240000,17.560000,0.980000,147.460000,15.760000,1525.83

36,08:45:09:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,0.000000,0,42,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,5.25,0.950000,0.000000,0.000000,98,0.000000,0.000000,22.200000,0.520000,21.240000,17.560000,0.980000,147.460000,15.760000,1541.33

37,09:00:09:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,0.000000,0,46.5,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,5.73,0.950000,0.000000,0.000000,108.5,0.000000,0.000000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1580.77

38,09:15-09:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,0.000000,0,51,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,6.16,0.950000,0.000000,0.000000,119,0.000000,0.000000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1596.2

39,09:30-09:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,0.000000,0,56.1,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,6.3,0.950000,0.000000,0.000000,130.9,0.000000,0.000000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1613.34

40,09:45-10:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,0.000000,0,61.2,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,6.61,0.950000,0.000000,0.000000,142.8,0.000000,0.000000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1630.65

41,10:00-10:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,7.13,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1730.91

42,10:15-10:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,3.55,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1727.33

43,10:30-10:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,4.72,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1728.5

44,10:45-11:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,5.1,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1728.88

45,11:00-11:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,6.39,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1730.17

46,11:15-11:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,6.33,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1730.11

47,11:30-11:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,6.79,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1730.57

48,11:45-12:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,8.14,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.380000,0.000000,147.460000,15.760000,1731.92

49,12:00-12:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,7.78,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1731.46

50,12:15-12:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,7.8,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1731.48

51,12:30-12:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,7.47,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1731.15

52,12:45-13:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,5.75,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1729.43

53,13:00-13:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,7.97,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1731.65

54,13:15-13:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,3.49,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1727.17

55,13:30-13:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,6.86,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1730.54

56,13:45-14:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,90.750000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,6.93,0.000000,0.000000,0.000000,154,0.000000,0.000000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1730.61

57,14:00-14:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,106.190000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,4.27,0.000000,0.000000,0.000000,154,0.000000,23.100000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1766.49

58,14:15-14:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,0.000000,0.000000,257.760000,4.830000,106.190000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,4.06,0.000000,0.000000,0.000000,154,0.000000,23.100000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1766.28

59,14:30-14:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.000000,0.970000,24.140000,0.000000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.000000,0.000000,0.000000,5.790000,0.000000,257.760000,4.830000,106.190000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.000000,5.17,0.000000,0.000000,0.000000,154,0.000000,23.100000,22.200000,0.000000,21.240000,17.280000,0.000000,147.460000,15.760000,1773.18

60,14:45-15:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,48.270000,0.000000,257.760000,4.830000,106.190000,0,66,0.000000,42.470000,48.270000,154.460000,0.000000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,5.57,0.950000,0.000000,0.000000,154,0.000000,23.100000,22.200000,0.520000,21.240000,17.280000,0.980000,147.460000,15.760000,1823.07

61,15:00-15:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,39.580000,0.000000,257.760000,4.830000,106.190000,0,60,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,5.37,0.950000,0.000000,0.000000,140,67.580000,23.100000,22.200000,0.520000,21.240000,17.280000,0.980000,147.460000,15.760000,1900.38

62,15:15-15:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,59.850000,0.000000,257.760000,4.830000,106.190000,0,58.5,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,6.53,0.950000,0.000000,0.000000,136.5,77.230000,23.100000,22.200000,0.520000,21.240000,17.280000,0.980000,147.460000,15.760000,1926.46

63,15:30-15:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,40.550000,0.000000,257.760000,4.830000,106.190000,0,57,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,4.95,0.950000,0.000000,0.000000,133,115.850000,23.100000,22.200000,0.520000,21.240000,17.280000,0.980000,147.460000,15.760000,1939.2

64,15:45-16:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,30.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.970000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,13.520000,0.000000,257.760000,4.830000,106.190000,0,52.8,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,5.94,0.950000,0.000000,0.000000,123.2,164.120000,23.100000,22.200000,0.520000,21.240000,17.280000,0.980000,147.460000,15.760000,1947.43

65,16:00-16:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,19.310000,0.000000,257.760000,4.830000,106.190000,0,48,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,5.16,0.950000,0.000000,0.000000,112,164.120000,23.100000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1906.39

66,16:15-16:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,27.030000,0.000000,257.760000,4.830000,106.190000,0,40.8,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,4.63,0.950000,0.000000,0.000000,95.2,164.120000,23.100000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1889.58

67,16:30-16:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,25.100000,0.000000,257.760000,4.830000,106.190000,0,34.5,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,4.15,0.950000,0.000000,0.000000,80.5,164.120000,23.100000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1866.17

68,16:45-17:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,26.070000,0.000000,257.760000,4.830000,106.190000,0,30,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,24.140000,9.650000,21.530000,0.000000,0.970000,3.3,0.950000,0.000000,0.000000,70,164.120000,23.100000,22.200000,0.520000,21.240000,17.380000,0.980000,147.460000,15.760000,1851.29

69,17:00-17:15,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,34.750000,0.000000,257.760000,4.830000,48.270000,0,26.1,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,3.05,0.950000,0.000000,0.000000,60.9,164.120000,0.000000,22.200000,0.520000,21.240000,17.560000,0.980000,147.460000,15.760000,1741.74

70,17:15-17:30,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,32.820000,0.000000,257.760000,4.830000,48.270000,0,21,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,1.65,0.950000,0.000000,0.000000,49,164.120000,0.000000,22.200000,0.520000,21.240000,17.560000,0.980000,147.460000,15.760000,1721.41

71,17:30-17:45,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,64.680000,0.000000,257.760000,4.830000,48.270000,0,15,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,1.45,0.950000,0.000000,0.000000,35,164.120000,0.000000,22.200000,0.520000,21.240000,17.560000,0.980000,147.460000,15.760000,1733.07

72,17:45-18:00,62.990000,18.340000,45.370000,77.230000,7.720000,0.000000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.820000,24.140000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,69.510000,0.000000,257.760000,4.830000,48.270000,0,13.5,0.000000,42.470000,48.270000,154.460000,38.620000,0.000000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,1.36,0.950000,0.000000,0.000000,31.5,164.120000,0.000000,22.200000,0.520000,21.240000,17.560000,0.980000,147.460000,15.760000,1732.81

73,18:00-18:15,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.870000,0.000000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,69.510000,0.000000,257.760000,4.830000,48.270000,0,13.5,0.000000,42.470000,48.270000,154.460000,38.620000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0.92,0.950000,0.000000,27.030000,31.5,164.120000,0.000000,22.200000,0.520000,21.240000,17.740000,0.980000,147.460000,15.780000,1844.97

74,18:15-18:30,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.870000,0.000000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,46.340000,0.000000,257.760000,4.830000,48.270000,0,10.5,0.000000,42.470000,48.270000,154.460000,38.620000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0.6,0.950000,0.000000,27.030000,24.5,164.120000,0.000000,22.200000,0.520000,21.240000,17.740000,0.980000,147.460000,15.780000,1811.48

75,18:30-18:45,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.870000,0.000000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,48.270000,0,9,0.000000,42.470000,48.270000,154.460000,38.620000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0.35,0.950000,0.000000,27.030000,21,164.120000,0.000000,22.200000,0.520000,21.240000,17.740000,0.980000,147.460000,15.780000,1759.89

76,18:45-19:00,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.870000,0.000000,1.010000,0.000000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,48.270000,0,6,0.000000,42.470000,48.270000,154.460000,38.620000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0.12,0.950000,0.000000,27.030000,14,164.120000,0.000000,22.200000,0.520000,21.240000,17.740000,0.980000,147.460000,15.780000,1749.66

77,19:00-19:15,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,48.270000,0,3,0.000000,42.470000,48.270000,154.460000,38.620000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,7,164.120000,0.000000,22.200000,0.520000,21.240000,17.830000,0.980000,147.460000,15.780000,1807.26

78,19:15-19:30,62.990000,18.340000,45.370000,77.230000,14.240000,36.420000,0.000000,141.910000,62.750000,0.000000,0.000000,0.610000,0.920000,0.000000,1.010000,67.580000,0.000000,38.620000,0.000000,0.000000,24.140000,0.380000,0.980000,0.610000,0.000000,0.000000,257.760000,4.830000,48.270000,0,1.8,0.000000,42.470000,48.270000,154.460000,0.000000,66.520000,6.760000,0.000000,84.940000,0.000000,9.650000,21.530000,0.000000,0.970000,0,0.950000,0.000000,27.030000,4.2,164.120000,0.000000,22.200000,0.520000,21.240000,17.830000,0.980000,147.460000,15.780000,1764.64

