Block,Time,CHAMERA1,DADRT2,DULHASTI,KKNP,KKNPPU2,KOLDAM,NAPP,RIHAND2,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TEHRI,AURY_RF,BSIUL,DHAULIGNGA,KOTESHWR,NLCEXP,NNTPP,RAPPB,SASAN,ANTA_LF,KISHANGANGA,RIHAND3,TelanganaSTPP,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,DADRI_CRF,BRBCL,CHAMERA2,KHSTPP-I,KHSTPP-II,NJPC,RAMPUR,RIHAND1,SEWA2,TANAKPUR,ANTA_CRF,AURY_GF,JHAJJAR,KUDGI,NLCTS2EXP,RAPPC,SIMHST1,TALST2,TANDA2,UNCHAHAR1,DADRI_LF,DADRI_RF,CHAMERA3,SINGRAULI,URI,DADRI_GF,FSTPP I & II,NLCIIST1,NTPL,PARBATI3,RSTPSU1TO6,TALA,UNCHAHAR3,AURY_CRF,AURY_LF,KGSU1AND2,KGSU3AND4,MAPS,NLCIIST2,SALAL,UNCHAHAR2,ANTA_RF
63,15:30-15:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,1.32,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

64,15:45-16:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,1.32,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

65,16:00-16:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,1.32,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,23.39,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,40.11

66,16:15-16:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,0,69.5,0,1.32,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,29.08,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,40.11

67,16:30-16:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,1.32,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.11

68,16:45-17:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,1.32,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.11

69,17:00-17:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,14.93,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,2.4,43.71,148.3,61.56,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.11

70,17:15-17:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,1.1,18.23,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,4,43.71,148.3,80.49,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,19.36,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.11

71,17:30-17:45,11.85,341.57,32.96,0,0,0,41.76,118.76,0,0,0,46.69,69.5,6.52,27.48,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,15.99,43.71,148.3,99.43,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,19.36,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.11

72,17:45-18:00,11.85,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,0,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.11

73,18:00-18:15,28.1,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,2.67,13.06,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,2.33,42.4,40.63

74,18:15-18:30,42.15,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,7.19,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,17.44,42.4,40.63

75,18:30-18:45,42.15,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,15.81,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,79.38,42.4,40.63

76,18:45-19:00,42.15,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,15.81,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,2.21,0,20.8,0,0,2.55,0,0,26.39,0,0,0,0,0,0,79.38,42.4,40.95

77,19:00-19:15,42.15,341.57,49.93,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,15.81,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,40.85,0,20.8,0,0,5.09,0,0,26.39,0,0,0,0,0,0,79.38,42.4,41.16

78,19:15-19:30,42.15,341.57,49.93,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,15.81,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,40.85,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,79.38,42.4,41.16

79,19:30-19:45,42.15,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,19.56,37.65,9.86,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,40.79,43.71,148.3,140.34,0,92,15.81,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,30.56,139.68,5.52,0,20.8,0,0,49.01,0,0,26.39,0,0,0,0,0,0,25.57,42.4,41.16

80,19:45-20:00,42.15,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,6.52,18.23,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,39.51,43.71,148.3,99.43,0,92,15.81,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,19.36,139.68,3.31,0,20.8,0,0,49.01,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

81,20:00-20:15,42.15,341.57,32.96,0,0,0,41.76,118.76,0,0,0,62.24,69.5,6.52,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,26.34,43.71,148.3,80.49,0,92,12,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,19.36,139.68,2.21,0,20.8,0,0,49.01,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

82,20:15-20:30,14.05,341.57,32.96,0,0,0,41.76,118.76,0,0,0,61.49,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,26.34,43.71,148.3,61.56,0,92,8.84,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,19.36,139.68,2.21,0,20.8,0,0,49.01,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

83,20:30-20:45,14.05,341.57,32.96,0,0,0,41.76,118.76,0,0,0,44.79,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,26.34,43.71,148.3,39.78,0,92,8,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,19.36,139.68,2.21,0,20.8,0,0,33.1,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

84,20:45-21:00,14.05,341.57,32.96,0,0,0,41.76,118.76,0,0,0,44.79,69.5,0,9.11,8.87,0,0,0,418.77,0,0,60.02,0,0,4.57,0,0,0,15,26.34,43.71,148.3,39.78,0,92,8,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,5.09,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

85,21:00-21:15,14.05,341.57,32.96,0,0,0,41.76,118.76,0,0,0,44.79,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,39.78,0,92,8,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,2.55,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

86,21:15-21:30,11.85,341.57,32.96,0,0,0,41.76,118.76,0,0,0,44.79,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,39.78,0,92,8,8.96,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,29.81,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

87,21:30-21:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,39.78,0,92,8,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,29.81,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

88,21:45-22:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,39.78,0,92,8,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.16

89,22:00-22:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,39.78,0,92,8,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

90,22:15-22:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,12,43.71,148.3,39.78,0,92,8,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

91,22:30-22:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,1.87,43.71,148.3,39.78,0,92,2.67,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

92,22:45-23:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,1.87,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,9.68,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,41.68

93,23:00-23:15,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,1.87,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

94,23:15-23:30,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,1.87,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,2.21,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

95,23:30-23:45,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,1.87,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,29.81,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

96,23:45-24:00,0,341.57,32.96,0,0,0,41.76,118.76,0,0,0,29.87,69.5,0,1.32,8.87,0,0,0,405,0,0,60.02,0,0,4.57,0,0,0,15,1.87,43.71,148.3,39.78,0,92,0,8.33,0,0,472.31,0,0,51.9,0,0,0,20.84,21.92,65.76,0,139.68,29.81,0,20.8,0,0,0,0,0,26.39,0,0,0,0,0,0,12.78,42.4,42.74

