Block,Time Block,SASAN,RAPPB,RIHAND2,RSTPSU1TO6,SIMHST1,RIHAND1,RSTPSU7,SALAL,SEWA2,RIHAND3,RAPPC,NJPC,NLCIIST2,NAPP,KOTESHWR,KUDGI,NLCEXP,MAPS,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,RAMPUR,PARBATI3,DHAULIGNGA,JHAJJAR,KGSU1AND2,KGSU3AND4,FSTPP I & II,DULHASTI,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,BRBCL,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,DADRT2,AURY_LF,AURY_RF,DADRI_RF,DADRI_GF,AURY_GF,DADRI_LF,DADRI_CRF,URI2,UNCHAHAR4,URI,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_CRF,ANTA_GF,ANTA_CRF,ANTA_RF,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST2,TALA,TelanganaSTPP,SINGRAULI,UNCHAHAR2,TEHRI,UNCHAHAR1,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,0,232.63,0,0,14.78,31.78,121.4,0,0,0,0,35.31,19.28,1.54,0,0,0,362.24,0,0,0,0,0,0,0,4.41,0,8.51,19.37,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,15.32,0,14.97,0,0,0,0,0,0

63,15:30-15:45,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,0,232.63,0,0,14.78,31.78,121.4,0,0,0,0,35.31,19.28,1.54,0,0,0,362.24,0,0,0,0,0,0,0,4.41,0,8.51,19.37,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,15.32,0,14.97,0,0,0,0,0,0

64,15:45-16:00,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,0,232.63,0,0,14.78,31.78,121.4,0,0,0,0,35.31,19.28,1.54,0,0,0,375.21,0,0,0,0,0,0,0,4.41,0,8.51,22.84,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,18.13,0,14.97,0,0,0,0,0,0

65,16:00-16:15,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,22.55,0,40.15,8.55,0,0,0,0,0,0,0,0,0,0,232.63,0,0,14.78,31.78,121.4,0,0,0,0,35.31,19.28,1.54,0,0,0,414.15,0,0,0,0,0,0,0,4.41,0,0.85,22.84,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,18.13,14.89,14.97,0,0,0,0,0,0

66,16:15-16:30,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,45.1,0,40.15,8.55,0,0,0,0,0,0,0,0,0,0,301.4,0,0,17.56,31.78,139.57,0,0,0,0,40.39,19.28,1.54,0,0,0,423.79,0,0,0,0,0,0,0,4.41,0,0.85,22.84,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,18.13,29.76,14.97,0,0,0,0,0,0

67,16:30-16:45,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,67.65,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,393.19,0,0,20.05,31.78,139.57,0,0,0,0,40.39,19.28,1.54,0,0,0,471.99,0,0,0,0,0,0,0,4.41,0,0.85,22.84,0,0,0,0,0,0,0,0,9.88,0,0,0,121.45,18.13,29.76,17.66,0,0,0,0,0,0

68,16:45-17:00,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,67.65,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,399.42,0,0,20.05,31.78,139.57,0,0,0,0,40.39,19.28,1.54,0,0,0,493.62,0,0,0,0,0,0,0,4.41,0,0.85,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.42,44.65,19.82,0,0,0,0,0,0

69,17:00-17:15,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,90.2,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,413.77,0,0,20.05,31.78,139.57,0,0,0,0,42.33,19.28,1.54,0,0,0,577.65,0,0,0,0,0,0,0,4.41,0,0.85,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,44.65,19.82,0,0,0,0,0,0

70,17:15-17:30,403.74,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,112.75,0,40.15,8.55,0,0,0,0,0,0,0,0,0,17.61,414.24,0,0,20.05,31.78,139.57,0,0,0,0,42.72,19.28,3.86,11.81,1.06,9.33,596.93,0,0,0,0,0,0,0,4.41,0,0.85,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,44.65,19.82,0,0,0,0,0,0

71,17:30-17:45,403.74,0,114.5,0,0,88.7,0,2.25,5.08,119.86,50.53,135.3,0,40.15,8.55,0,0,0,0,0,0,0,0,0,26.42,414.24,0,0,20.05,31.78,139.57,0,0,0,0,42.72,19.28,7.71,23.61,3.18,18.66,606.57,0,0,0,0,0,0,0,4.41,0,4.25,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

72,17:45-18:00,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,0,35.24,414.24,0,0,20.05,47.66,139.57,0,0,0,0,42.72,19.28,38.09,40.64,18.86,28.02,587.29,0,0,0,0,0,0,0,4.41,0,4.25,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

73,18:00-18:15,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,0,35.24,414.24,0,0,20.05,47.66,139.57,0,0,0,0,42.13,19.28,38.09,40.64,18.86,28.02,568.01,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

74,18:15-18:30,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,0,35.24,414.24,0,0,20.05,47.66,139.57,0,0,0,0,42.13,19.28,38.09,40.64,18.86,28.02,577.65,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

75,18:30-18:45,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,0,35.24,447.64,0,0,20.05,47.66,139.57,0,0,0,0,42.13,19.28,38.09,40.64,18.86,28.02,577.65,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

76,18:45-19:00,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,2.46,35.24,486.38,0,0,20.05,47.66,139.57,0,0,0,0,42.13,19.28,38.09,40.64,18.86,28.02,587.29,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

77,19:00-19:15,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,6.13,35.24,485.28,0,0,20.05,47.66,129.45,0,0,0,0,42.13,19.28,38.09,40.64,18.86,28.02,534.25,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

78,19:15-19:30,403.74,0,114.5,0,0,88.7,0,2.25,10.16,119.86,50.53,135.3,0,40.15,19.01,0,0,0,0,0,0,0,0,31.91,35.24,447.8,0,0,20.05,47.66,119.34,0,0,0,0,42.13,19.28,38.09,40.64,18.86,28.02,479.64,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

79,19:30-19:45,385.04,0,114.5,0,0,88.7,0,2.25,5.08,119.86,50.53,112.75,0,40.15,8.55,0,0,0,0,0,0,0,0,31.91,26.42,412.51,0,0,20.05,15.89,109.23,0,0,0,0,42.13,19.28,2.57,23.61,1.06,18.66,488.82,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,19.82,0,0,0,0,0,0

80,19:45-20:00,368.77,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,112.75,0,40.15,8.55,0,0,0,0,0,0,0,0,31.91,17.61,401.09,0,0,20.05,15.89,109.23,0,0,0,0,42.13,19.28,1.8,11.81,0,9.33,507.41,0,0,0,0,0,0,0,4.41,0,10.64,23.23,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.57,60.01,17.68,0,0,0,0,0,0

81,20:00-20:15,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,90.2,0,40.15,8.55,0,0,0,0,0,0,0,0,31.91,8.8,422.47,0,0,20.05,15.89,109.23,0,0,0,0,42.13,19.28,1.8,0,0,9.33,538.09,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,60.01,17.11,0,0,0,0,0,0

82,20:15-20:30,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,90.2,0,40.15,8.55,0,0,0,0,0,0,0,0,31.91,8.8,357.53,0,0,20.05,15.89,109.23,0,0,0,0,42.13,19.28,1.8,0,0,9.33,523.11,0,0,0,0,0,0,0,4.41,0,10.64,25.44,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,20.43,44.65,17.11,0,0,0,0,0,0

83,20:30-20:45,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,67.65,0,40.15,8.55,0,0,0,0,0,0,0,0,31.91,8.8,236.72,0,0,20.05,15.89,109.23,0,0,0,0,42.13,19.28,1.8,0,0,9.33,478.44,0,0,0,0,0,0,0,4.41,0,34.06,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,44.65,14.87,0,0,0,0,0,0

84,20:45-21:00,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,67.65,0,40.15,8.55,0,0,0,0,0,0,0,0,4.91,8.8,236.72,0,0,20.05,15.89,109.23,0,0,0,0,42.13,19.28,1.8,0,0,9.33,498.42,0,0,0,0,0,0,0,4.41,0,34.06,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,44.65,14.87,0,0,0,0,0,0

85,21:00-21:15,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,67.65,0,40.15,8.55,0,0,0,0,0,0,0,0,2.46,8.8,237.04,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,9.33,497.81,0,0,0,0,0,0,0,4.41,0,2.66,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,29.76,14.87,0,0,0,0,0,0

86,21:15-21:30,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,45.1,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.2,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,9.33,451.87,0,0,0,0,0,0,0,4.41,0,1.07,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,29.76,14.87,0,0,0,0,0,0

87,21:30-21:45,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,45.1,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.36,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,0,434.9,0,0,0,0,0,0,0,4.41,0,1.07,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,29.76,14.87,0,0,0,0,0,0

88,21:45-22:00,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,22.55,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.53,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,0,430.89,0,0,0,0,0,0,0,4.41,0,1.07,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,14.89,14.87,0,0,0,0,0,0

89,22:00-22:15,336.45,0,114.5,0,0,88.7,0,12.32,0,119.86,50.53,22.55,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,0,437.89,0,0,0,0,0,0,0,4.41,0,1.07,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,14.89,14.87,0,0,0,0,0,0

90,22:15-22:30,336.45,0,114.5,0,0,88.7,0,67.22,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,0,476.84,0,0,0,0,0,0,0,4.41,0,2.66,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,11.84,14.87,0,0,0,0,0,0

91,22:30-22:45,336.45,0,114.5,0,0,88.7,0,67.22,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,20.05,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,0,464.86,0,0,0,0,0,0,0,4.41,0,34.06,22.7,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,18.03,0,14.87,0,0,0,0,0,0

92,22:45-23:00,336.45,0,114.5,0,0,88.7,0,67.22,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,17.28,15.89,109.23,0,0,0,0,42.72,19.28,1.8,0,0,0,458.44,0,0,0,0,0,0,0,18.15,0,34.06,19.23,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,15.21,0,14.87,0,0,0,0,0,0

93,23:00-23:15,336.45,0,114.5,0,0,88.7,0,67.22,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,17.28,15.89,94.98,0,0,0,0,37.66,19.28,1.8,0,0,0,470.43,0,0,0,0,0,0,0,18.15,0,0.64,19.23,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,15.21,0,14.87,0,0,0,0,0,0

94,23:15-23:30,336.45,0,114.5,0,0,88.7,0,12.32,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,17.28,15.89,94.98,0,0,0,0,37.66,19.28,1.8,0,0,0,467.43,0,0,0,0,0,0,0,18.15,0,0.64,19.23,0,0,0,0,0,0,0,0,5.55,0,0,0,121.45,15.21,0,14.87,0,0,0,0,0,0

95,23:30-23:45,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,17.28,15.89,94.98,0,0,0,0,37.66,18.29,1.8,0,0,0,472.43,0,0,0,0,0,0,0,18.15,0,0.64,19.23,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,15.21,0,14.87,0,0,0,0,0,0

96,23:45-24:00,336.45,0,114.5,0,0,88.7,0,2.25,0,119.86,50.53,0,0,40.15,8.55,0,0,0,0,0,0,0,0,0,8.8,237.59,0,0,17.28,15.89,105.17,0,0,0,0,42.72,18.38,1.8,0,0,0,450.78,0,0,0,0,0,0,0,4.41,0,0.64,19.23,0,0,0,0,0,0,0,0,4.95,0,0,0,121.45,15.21,0,14.87,0,0,0,0,0,0

