Column1,Time,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6528,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/6775,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3945,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3514,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/02/1250,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/8738,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10
70,17:15-17:30,5.14,20.41,0,0,0,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,1.26,134.03,1.23,26.24,48.04,0,100.1,1.12,13.34,5.33,13.33,6.67,2.01,9.71,3,6,6.67,19.99,0.89,0,1,4.79,23.92,9,7,3

71,17:30-17:45,1.04,20.61,0,0,0,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0.59,134.03,0.58,26.75,48.04,0,100.1,0.53,13.34,5.33,13.33,6.67,1.16,5.51,1,2,6.67,19.99,0.06,0,0,2.31,11.57,7,2,1

72,17:45-18:00,0,20.41,0,0,0,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0.1,134.03,0.1,27.25,48.04,0,100.1,0.09,13.34,5.33,13.33,6.67,0.64,1.36,0,1,6.67,19.99,0.02,0,0,0.59,2.96,3,0,0

73,18:00-18:15,0,23.81,50,30,50,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0.06,134.03,0.06,27.25,48.04,0,100.1,0.05,13.34,5.33,13.33,6.67,0,0.77,0,0,6.67,19.99,0,0,0,0,0,2,0,0

74,18:15-18:30,0,23.61,50,30,50,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0.02,134.03,0.02,26.75,48.04,0,100.1,0.02,13.34,5.33,13.33,6.67,0,0.35,0,0,6.67,19.99,0,0,0,0,0,0,0,0

75,18:30-18:45,0,23.41,50,30,50,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,13.34,5.33,13.33,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

76,18:45-19:00,0,23.21,50,30,50,0,14.41,0,36.51,1.74,114.91,43.24,1.3,36.51,19.22,1.61,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,14,5.33,14,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

77,19:00-19:15,0,23.01,50,30,50,0,8.65,0,36.51,1.74,114.91,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,14.66,6,14.67,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

78,19:15-19:30,0,22.61,50,30,50,0,8.65,0,36.51,1.74,114.91,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,15.34,6.67,15.33,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

79,19:30-19:45,0,22.21,50,30,50,0,8.65,0,36.51,1.74,114.91,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,16.66,6.67,16.67,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

80,19:45-20:00,0,21.41,50,30,50,0,8.65,0,36.51,1.74,114.91,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,17.66,6.67,17.67,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

81,20:00-20:15,0,20.41,50,30,50,0,8.65,0,36.51,1.74,114.91,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

82,20:15-20:30,0,19.61,50,30,50,0,8.65,0,36.51,1.74,114.91,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

83,20:30-20:45,0,19.21,50,30,50,0,8.65,0,36.51,1.74,106.43,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

84,20:45-21:00,0,18.81,50,30,50,0,8.65,0,36.51,1.74,97.95,43.24,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,26.24,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

85,21:00-21:15,0,19.61,50,30,50,0,8.65,0,36.51,1.74,89.48,36.51,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

86,21:15-21:30,0,19.61,50,30,50,0,8.65,0,36.51,1.74,81.01,36.51,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

87,21:30-21:45,0,19.41,50,30,50,0,8.65,0,36.51,1.74,72.52,36.51,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

88,21:45-22:00,0,19.41,50,30,50,0,8.65,0,36.51,1.74,70.07,36.51,1.22,36.51,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

89,22:00-22:15,0,19.41,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

90,22:15-22:30,0,19.61,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

91,22:30-22:45,0,22.01,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

92,22:45-23:00,0,22.01,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,15,6.67,15,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

93,23:00-23:15,0,22.01,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,16.34,6.67,16.33,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

94,23:15-23:30,0,21.81,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,16.66,6.67,16.67,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

95,23:30-23:45,0,21.41,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,17,6.67,17,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

96,23:45-24:00,0,21.01,0,30,50,0,8.65,0,25.94,1.74,70.07,25.94,1.14,25.94,19.22,1.57,86.66,20.18,28.82,48.04,26.9,48.04,130.43,0,134.03,0,25.23,48.04,0,100.1,0,17,6.67,17,6.67,0,0,0,0,6.67,19.99,0,0,0,0,0,0,0,0

