Column1,Time,GNA/NR/2025/05/01/9252,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8954,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9395,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6957,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9320,GNA/NR/2025/04/01/8456,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/9154,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/7902,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/4138,GNA/NR/2025/04/01/8964,NR/30092023/31122025/SH-07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08
65,16:00-16:15,13.51,10.8,0,40.54,10.8,231.67,17.55,27.25,0,0,8.35,14.48,10.62,0,28.96,6.34,0,0,164.1,89.77,164.1,8.45,35.19,123.08,5,0,3.55,26.95,4.36,129.35,11.64,0,7.24,26.95,61,26,66.28,49,29,0,31.24,52,156.2,0,0,62.1,33,33,33,0,0,0,10,0

66,16:15-16:30,13.51,9.78,0,40.54,9.78,231.67,17.55,29.28,0,0,7.56,14.48,10.62,0,28.96,6.34,0,0,164.1,100.56,164.1,8.45,35.19,123.08,5,0,3.55,26.95,4.36,164.76,11.64,0,7.24,26.95,56,23,60.06,43,25,0,27.98,46,139.89,0,0,55.11,33,33,33,0,0,0,10.8,0

67,16:30-16:45,13.51,8.77,0,51.07,8.77,231.67,17.55,28.26,0,0,6.78,14.48,10.62,0,28.96,6.34,0,0,164.1,100.56,164.1,8.45,35.19,123.08,5,0,3.55,26.95,4.52,164.76,12.75,0,7.24,26.95,47,20,53.38,37,20,0,24.72,40,123.57,0,0,48.19,33,33,33,0,0,0,11.41,0

68,16:45-17:00,13.51,7.76,0,51.07,7.76,231.67,17.55,28.26,0,0,6,14.48,10.62,0,28.96,6.34,0,0,164.1,100.56,164.1,10.19,35.19,123.08,5,0,3.55,26.95,4.52,164.76,12.75,0,7.24,26.95,41,17,46.32,31,19,0,21.72,33,108.58,0,0,37.99,33,33,33,0,0,0,11.61,0

69,17:00-17:15,13.51,6.69,0,63.3,6.69,250.98,17.55,28.26,0,0,5.17,14.48,10.62,0,28.96,6.34,0,0,164.1,85.82,164.1,10.19,35.19,123.08,5,0,3.75,26.95,4.52,201.14,12.75,0,7.24,26.95,35,13,39.16,25,14,0,18.88,27,94.41,0,0,30.72,33,33,28,0,0,0,11.61,0

70,17:15-17:30,13.51,5.58,0,63.3,5.58,272.94,17.55,28.26,0,0,4.32,14.48,10.62,0,28.96,6.34,0,0,164.1,85.82,164.1,10.19,35.19,123.08,5,0,3.75,26.95,4.52,201.14,12.75,0,7.24,26.95,28,11,32.43,18,10,0,16.02,21,80.07,0,0,23.86,33,33,10,0,0,0,11.41,0

71,17:30-17:45,13.51,4.53,0,63.3,4.53,272.94,17.55,28.77,0,0,3.5,14.48,10.62,0,28.96,6.34,0,0,164.1,85.82,164.1,10.19,33.12,123.08,4.69,0,3.75,26.95,4.52,201.14,12.75,0,7.24,26.95,20,8,26.51,12,8,0,13.14,16,65.71,0,0,17.97,24.89,29.5,5,0,0,0,11.21,0

72,17:45-18:00,13.51,3.49,0,63.3,3.49,272.94,17.55,28.77,0,0,2.69,14.48,10.62,0,28.96,6.34,0,0,164.1,85.82,164.1,10.19,33.12,123.08,4.69,0,3.75,26.95,4.52,201.14,12.75,0,7.24,26.95,13,5,20.86,6,7,0,10.11,10,50.53,0,0,15.33,15.66,19.16,1,0,0,0,10.8,0

73,18:00-18:15,13.51,2.5,5.79,63.3,2.5,272.94,29.01,28.77,19.31,5.79,1.93,14.48,10.62,14.48,28.96,7.57,67.57,0,164.1,85.82,0,10.19,33.12,123.08,4.69,28.96,3.93,26.61,4.67,201.14,12.75,0,7.24,26.61,8,2,15.59,4,5,0,7.47,5,37.32,0,0,10.71,0,0,0,0,0,0,10.4,0

74,18:15-18:30,13.51,1.61,5.79,63.3,1.61,272.94,29.01,28.26,19.31,5.79,1.25,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,33.12,123.08,4.69,28.96,3.93,26.61,4.67,201.14,12.75,0,7.24,26.61,5,1,10.58,1,3,0,5.5,2,27.49,0,0,7.01,0,0,0,0,0,0,10,0

75,18:30-18:45,13.51,0.93,5.79,63.3,0.93,272.94,29.01,28.26,19.31,5.79,0.72,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,33.12,123.08,4.69,28.96,3.93,29.5,4.67,201.14,12.75,0,7.24,25.7,2,0,6.55,0,1,0,3.6,1,18,0,0,3.46,0,0,0,0,0,0,9.6,0

76,18:45-19:00,13.51,0.42,5.79,63.3,0.42,272.94,29.01,28.26,19.31,5.79,0.32,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,33.12,123.08,4.69,28.96,3.93,29.5,4.67,201.14,12.75,0,7.24,25.7,1,0,1.94,0,1,0,2.14,0,10.7,0,0,0.77,0,0,0,0,0,0,9.2,0

77,19:00-19:15,13.51,0,5.79,50.11,0,272.94,29.01,28.26,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,33.12,123.08,5.23,28.96,3.93,29.5,5.14,164.76,12.75,0,7.24,29.5,0,0,0.84,0,0,0,0.27,0,1.34,7.5,22.5,0,0,0,0,7.5,0,0,8.6,0

78,19:15-19:30,13.51,0,5.79,43.35,0,272.94,29.01,28.26,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,33.12,123.08,5.23,28.96,3.93,29.5,5.14,145.45,12.75,0,7.24,29.5,0,0,0,0,0,0,0.04,0,0.21,7.5,22.5,0,0,0,0,7.5,0,0,8.8,0

79,19:30-19:45,13.51,0,5.79,62.66,0,272.94,29.01,28.26,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,5.23,28.96,3.93,29.5,5.44,193.72,12.75,0,7.24,29.5,0,0,0,0,0,0,0.01,0,0.03,21.67,64.99,0,0,0,0,21.67,48.66,48.67,7.6,0

80,19:45-20:00,13.51,0,5.79,86.42,0,272.94,29.01,29.28,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,5.23,28.96,3.93,29.5,5.44,241.98,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,21.33,64.01,0,0,0,0,21.33,48.66,48.67,6.8,0

81,20:00-20:15,13.51,0,5.79,86.42,0,272.94,29.01,29.28,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,5.23,28.96,3.65,29.5,5.44,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,21,63,0,0,0,0,21,63.34,63.33,6.6,22

82,20:15-20:30,13.51,0,5.79,86.42,0,272.94,29.01,29.28,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,5.23,28.96,3.65,29.5,5.44,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,20.5,61.5,0,0,0,0,20.5,62.66,62.67,6.4,22

83,20:30-20:45,13.51,0,5.79,86.42,0,272.94,29.01,28.77,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,6.31,28.96,3.65,29.5,5.44,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,18.33,55.01,0,0,0,0,18.33,62,62,6.4,22.33

84,20:45-21:00,13.51,0,5.79,86.42,0,272.94,29.01,29.77,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,6.31,28.96,3.65,29.5,5.44,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,18.17,54.49,0,0,0,0,18.17,58,58,6.2,22.33

85,21:00-21:15,13.51,0,5.79,86.42,0,272.94,29.01,29.77,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,6.31,28.96,3.65,29.5,6.23,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,18,54,0,0,0,0,18,59,59,6,21.67

86,21:15-21:30,13.51,0,5.79,86.42,0,272.94,29.01,29.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,6.31,28.96,3.65,29.5,6.23,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,17.67,52.99,0,0,0,0,17.67,56.34,56.33,6,20.67

87,21:30-21:45,13.51,0,5.79,86.42,0,272.94,29.01,28.77,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,6.31,28.96,3.65,29.5,6.23,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,17.17,51.49,0,0,0,0,17.17,60,60,6,20

88,21:45-22:00,13.51,0,5.79,86.42,0,272.94,29.01,28.77,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,57.91,123.08,6.31,28.96,3.65,29.5,6.23,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,16.83,50.51,0,0,0,0,16.83,59.34,59.33,6,18.33

89,22:00-22:15,13.51,0,5.79,86.42,0,272.94,29.01,29.78,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,53.65,123.08,6.93,28.96,3.6,29.5,5.99,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,15,45,0,0,0,0,15,58.34,58.33,6,17.33

90,22:15-22:30,13.51,0,5.79,86.42,0,272.94,29.01,29.78,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,49.39,123.08,6.93,28.96,3.6,29.5,5.99,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,14.67,43.99,0,0,0,0,14.67,56.66,56.67,6,17

91,22:30-22:45,13.51,0,5.79,86.42,0,272.94,29.01,29.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,45.14,123.08,6.93,28.96,3.6,29.5,5.99,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,14.5,43.5,0,0,0,0,14.5,56.66,56.67,6,16.67

92,22:45-23:00,13.51,0,5.79,86.42,0,272.94,29.01,29.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,40.87,123.08,6.93,28.96,3.6,29.5,5.99,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,14.33,43.01,0,0,0,0,14.33,58.34,58.33,6,16.33

93,23:00-23:15,13.51,0,5.79,86.42,0,272.94,29.01,29.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,36.61,123.08,6.62,28.96,3.6,29.5,5.84,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,14.83,44.51,0,0,0,0,14.83,58,58,6,16.33

94,23:15-23:30,13.51,0,5.79,86.42,0,272.94,29.01,30.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,32.36,123.08,6.62,28.96,3.6,29.5,5.84,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,15.67,46.99,0,0,0,0,15.67,61,61,6,16.33

95,23:30-23:45,13.51,0,5.79,86.42,0,272.94,29.01,30.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,28.1,123.08,6.62,28.96,3.6,29.5,5.84,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,16.5,49.5,0,0,0,0,16.5,61.66,61.67,6,16.33

96,23:45-24:00,13.51,0,5.79,86.42,0,272.94,29.01,30.27,19.31,5.79,0,14.48,10.62,14.48,28.96,7.76,67.57,0,164.1,85.82,0,10.19,23.84,123.08,6.62,28.96,3.6,29.5,5.84,260.54,12.75,0,7.24,29.5,0,0,0,0,0,0,0,0,0,17.17,51.49,0,0,0,0,17.17,61.34,61.33,6,16.33

