Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPC,RAPPB,RAMPUR,RIHAND1,RIHAND2,RAPPD,RIHAND3,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TALA,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,UNCHAHAR4,URI2,URI,VALLURNTECL,ANTA_GF,ANTA_CRF,ANTA_LF,ANTA_RF,AURY_RF,AURY_GF,AURY_CRF,AURY_LF,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,19.27,0,6.3,31.43,19.27,10.03,0,56.7,4.98,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,8.6,21.78,66.24,0,5.15,29.67,78.66,26.12,69.49,273.31,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,10.04,12.65,23.2,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,18.86,0,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,29.67,78.66,26.12,69.49,281.99,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,10.04,12.65,23.2,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,18.7,0,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,29.67,78.66,26.12,69.49,311.62,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,10.04,12.65,23.2,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,19.32,0,12.6,31.43,11.42,10.03,10.58,56.7,0,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,13.17,50.37,26.12,30.85,353.07,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,10.04,12.65,23.2,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,19.32,0,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,13.17,50.37,26.12,30.85,369.63,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,10.04,12.65,23.2,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,19.32,0,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,13.17,50.37,26.12,30.85,369.63,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,11,14.58,26.04,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,18.49,0,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,97.09,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,13.17,50.37,26.12,30.85,369.63,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,4.33,28.61,0,1.59,11,14.58,26.04,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,19.32,11.75,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,96.44,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,13.17,50.37,26.12,30.85,369.63,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,11.14,28.61,0,1.59,11,14.58,26.04,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,12.19,11.75,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,28.04,8.34,96.44,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,22.24,21.78,66.24,0,5.15,13.17,50.37,26.12,30.85,369.63,0,0,79.7,18.26,0,1.15,0,88.74,15.39,0,11.14,28.61,0,1.59,11,14.58,26.04,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.32,24.42,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,27.79,8.34,96.44,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,16.31,14.51,66.24,0,5.15,13.17,63.82,26.12,48.42,369.63,0,0,79.7,18.26,0,1.15,0,123.74,14.26,0,11.14,28.61,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.32,24.42,12.6,31.43,11.42,10.03,10.58,56.7,4.98,105.3,0,0,27.79,8.34,96.44,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,16.31,14.51,66.24,0,5.15,13.17,63.82,26.12,48.42,369.63,0,0,79.7,18.26,0,1.15,0,123.74,14.26,0,11.14,28.61,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.32,24.42,6.3,15.72,11.42,10.03,10.58,56.7,4.98,105.3,0,0,27.79,8.34,96.44,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,5.92,14.51,66.24,0,5.15,27.99,88.99,26.12,85.07,399.97,0,0,79.7,18.26,0,1.15,0,140.83,14.26,0,4.96,28.61,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.32,40.72,6.3,15.72,11.42,10.03,10.58,56.7,4.98,105.3,0,0,27.79,8.34,96.44,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,5.92,14.51,66.24,0,5.15,27.99,88.99,26.12,85.07,399.97,0,0,79.7,18.26,0,1.15,0,140.83,14.26,0,4.96,28.61,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.32,40.72,6.3,15.72,11.42,10.03,10.58,56.7,4.98,105.3,0,0,27.6,8.34,95.81,0,0,4.63,10.08,0,0,0,129.85,0,0,0,0,0,0,5.92,14.51,66.24,0,5.15,27.99,88.99,26.12,85.07,399.97,0,0,79.7,18.26,0,1.15,0,140.83,14.26,0,4.96,28.61,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.32,40.72,6.3,15.72,11.42,10.03,10.58,56.7,4.98,105.3,0,0,27.6,8.34,95.81,0,0,4.63,10.08,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,79.7,18.26,0,1.15,0,140.83,14.26,0,4.96,28.61,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,17.87,27.48,6.3,15.72,11.42,11.83,21.14,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,5.03,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,79.7,18.26,0,1.15,0,140.83,14.26,0,4.96,15.51,0,1.59,11,14.58,20.66,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.32,27.48,6.3,15.72,11.42,13.2,42.3,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,0,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,46.03,18.26,0,1.15,0,140.85,14.26,0,4.96,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.32,27.48,6.3,15.72,11.42,13.2,42.3,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,0,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,46.03,18.26,0,1.15,0,140.84,14.11,0,4.33,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.32,27.48,6.3,15.72,11.42,13.2,42.3,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,0,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,46.03,18.26,0,1.15,0,140.84,14.11,0,4.33,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.32,27.48,6.3,15.72,11.42,13.2,31.72,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,0,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,46.03,18.26,0,1.15,0,140.9,14.07,0,2.36,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.32,27.48,6.3,15.72,11.42,13.2,31.72,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,0,0,0,0,95.22,0,0,0,0,0,0,5.92,14.51,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,46.03,18.26,0,1.15,0,140.9,13.66,0,2.36,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.28,27.48,6.3,15.72,11.42,13.2,31.72,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,0,0,0,0,95.22,0,0,0,0,0,0,22.24,29.04,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,46.03,18.26,0,1.15,0,140.9,13.24,0,2.36,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.32,27.48,6.3,31.43,22.54,13.2,31.72,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,10.08,0,0,0,95.22,0,0,0,0,0,0,38.55,43.55,66.24,0,3.79,27.99,88.99,26.12,85.07,399.97,0,0,57.25,18.26,0,1.15,0,140.9,13.01,0,2.36,9.38,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,17.16,27.48,12.6,31.43,22.54,13.2,31.72,56.7,4.98,105.3,0,0,31.67,8.34,114.16,0,0,7.5,20.14,0,0,0,129.85,0,0,0,0,0,0,48.92,50.82,66.24,0,5.15,27.99,89.06,26.12,85.02,399.97,0,0,68.48,18.26,0,1.15,0,140.9,11.87,0,2.36,18.76,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.32,41.51,19.77,49.63,35.59,13.2,43.26,57.48,4.98,105.3,0,0,31.67,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,27.99,89.06,26.12,85.02,399.97,0,0,79.7,19.41,0,1.15,0,140.9,11.83,0,2.36,28.14,0,1.59,11,14.58,20.66,0.59,24.84,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.32,41.51,19.77,49.63,35.59,13.2,43.26,57.48,4.98,105.3,0,0,31.67,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,27.99,88.99,26.12,85.07,399.97,0,0,79.7,19.41,0,1.15,0,140.9,11.93,0,2.36,28.14,0,1.59,11,14.58,20.66,0.59,38.8,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.32,41.51,19.77,49.63,35.59,13.2,43.26,57.48,4.98,105.3,0,0,31.67,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,27.99,88.99,26.12,85.07,399.97,0,0,79.7,19.41,0,1.15,0,140.9,12.02,0,2.36,28.14,0,1.59,11,14.58,20.66,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.32,41.51,19.77,49.63,35.59,10.03,43.26,57.48,4.98,105.3,0,0,31.67,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,42.48,91.37,26.12,87.71,399.97,0,0,79.7,19.41,0,1.15,0,140.9,12.02,0,9.16,28.14,0,1.59,11,14.58,23.83,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.32,41.51,19.77,49.63,35.59,10.03,43.26,57.48,4.98,105.3,0,0,31.67,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,45.74,91.37,26.12,87.71,399.97,0,0,79.7,19.41,0,1.15,0,140.9,12.15,0,9.16,28.14,0,1.59,11,14.58,24.08,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.32,40.72,19.77,49.63,35.59,13.2,43.26,57.48,4.98,105.3,0,0,29.28,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,45.74,91.37,26.12,87.71,399.97,0,0,79.7,19.41,0,1.15,0,140.9,12.44,0,9.16,28.14,0,1.59,11,14.58,25.08,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.32,40.72,19.77,49.63,35.59,13.2,43.26,57.48,4.98,105.3,0,0,29.28,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,49.01,91.37,26.12,87.71,399.97,0,0,79.7,19.41,0,1.15,0,140.9,12.72,0,9.16,28.14,0,1.59,11,14.58,26.03,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.32,40.72,19.77,49.63,35.59,13.2,43.26,57.48,4.98,105.3,0,0,29.53,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,52.29,91.37,26.12,87.71,399.97,0,0,79.7,19.41,0,1.15,0,140.9,12.72,0,2.36,28.14,0,1.59,11,14.58,26.03,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.32,40.72,6.3,47.16,33.84,13.2,6.11,57.48,4.98,105.3,0,0,29.53,8.34,114.16,0,0,9.26,30.22,0,0,0,174.76,0,0,0,0,0,0,13.34,43.55,66.24,0,6.74,52.29,91.37,26.12,87.71,399.97,0,0,79.7,18.26,0,1.15,0,128.45,13.01,0,2.36,28.14,0,1.59,11,14.58,26.03,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.32,40.72,6.3,47.16,33.84,13.2,6.11,57.48,4.98,105.3,0,0,29.53,8.34,114.16,0,0,9.26,30.22,0,0,0,174.76,0,0,0,0,0,0,14.83,43.55,66.24,0,6.74,29.03,91.35,26.12,87.6,399.97,0,0,79.7,18.26,0,1.15,0,128.45,13.29,0,2.36,28.14,0,1.59,15.16,19.13,33.53,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,18.92,41.51,19.77,49.63,35.59,13.2,10.58,57.48,4.98,105.3,0,0,29.53,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,29.03,91.35,26.12,87.6,399.97,0,0,79.7,19.41,0,1.15,0,128.45,13.63,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.32,41.51,19.77,49.63,35.59,13.2,10.58,57.48,4.98,105.3,0,0,29.53,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,29.03,91.35,26.12,87.6,399.97,0,0,79.7,19.41,0,1.15,0,128.45,13.92,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.32,41.51,19.77,49.63,35.59,13.2,10.58,57.48,4.98,105.3,0,0,29.53,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,29.03,91.35,26.12,87.6,399.97,0,0,79.7,19.41,0,1.15,0,128.45,13.92,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.32,40.72,19.77,49.63,35.59,13.2,10.58,57.48,4.98,105.3,0,0,29.53,8.39,114.16,0,0,9.26,33.58,0,0,0,176.4,0,0,0,0,0,0,76.16,57.49,66.24,0,6.91,29.03,91.35,26.12,87.6,399.97,0,0,79.7,19.41,0,1.15,0,140.9,13.92,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.32,40.72,6.3,47.16,33.84,13.2,0,56.7,4.98,105.3,0,0,29.53,8.34,114.16,0,0,9.26,30.56,0,0,0,174.76,0,0,0,0,0,0,37.06,39.93,66.24,0,6.74,29.03,91.35,26.12,87.6,399.97,0,0,79.7,18.26,0,1.15,0,140.9,13.92,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,38.8,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.32,40.72,6.3,47.16,33.84,13.2,0,56.7,4.98,105.3,0,0,29.53,8.34,114.16,0,0,9.26,30.22,0,0,0,174.76,0,0,0,0,0,0,37.06,32.67,66.24,0,6.74,29.03,91.35,26.12,87.6,399.97,0,0,79.7,18.26,0,1.15,0,140.9,14,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,19.32,40.72,6.3,47.16,33.84,13.2,0,56.7,4.98,105.3,0,0,29.53,8.34,114.16,0,0,9.26,30.22,0,0,0,174.76,0,0,0,0,0,0,37.06,21.78,66.24,0,6.74,29.03,91.35,26.12,87.6,399.97,0,0,79.7,18.26,0,1.15,0,140.9,14.26,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,17.99,40.72,6.3,47.16,33.84,13.2,0,56.7,4.98,105.3,0,0,29.53,8.34,114.16,0,0,6.95,30.22,0,0,0,174.76,0,0,0,0,0,0,37.06,21.78,66.24,0,6.74,29.03,91.35,26.12,87.6,399.97,0,0,79.7,18.26,0,1.15,0,140.9,14.26,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,15.82,40.72,6.3,47.16,33.84,13.2,0,56.7,4.98,105.3,0,0,29.53,8.34,114.16,0,0,4.63,30.22,0,0,0,174.76,0,0,0,0,0,0,37.06,21.78,66.24,0,6.74,29.03,91.35,26.12,87.6,399.97,0,0,79.7,18.26,0,1.15,0,140.9,14.26,0,2.36,28.14,0,1.59,14.99,18.88,33.53,0.59,36.81,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

